station_id,fclass,mode,snap_ok,snap_status,snap_distance_m,snap_node_index,snap_x,snap_y,Easting,Northing
29152311,railway_station,walking,True,ok,19.316444156284103,27568,252021.1,663538.95,252002.99864527164,663532.2071540251
29264486,railway_station,walking,True,ok,22.667820929240133,45409,249869.35,663593.62,249846.75726580422,663591.7765067837
29264597,railway_station,walking,True,ok,29.882695303537258,59539,258487.45,661597.46,258457.56856073707,661597.733982078
29580729,railway_station,walking,True,ok,23.094410924539446,67642,255823.05,664815.42,255819.22466002993,664792.6446056003
29580730,railway_station,walking,True,ok,2.339439107436877,71533,255486.83,665643.89,255489.11931265483,665644.3716875603
29751009,railway_station,walking,True,ok,24.865191024636193,110657,258945.42,665029.48,258939.41671540806,665005.3503854403
29751010,railway_station,walking,True,ok,2.888109177014234,72667,259066.6,665543.08,259069.28676039827,665544.1394777867
29751011,railway_station,walking,True,ok,13.531113745660338,32733,258730.13,664379.76,258729.68568909448,664393.2838170284
29751012,railway_station,walking,True,ok,4.617528226969893,77305,258115.47,666560.99,258113.96310068574,666556.625275337
29776247,railway_station,walking,True,ok,27.550279800436808,30572,256894.75,664273.97,256867.29812669987,664276.2964929391
30004633,railway_station,walking,True,ok,15.918022124934167,31995,258231.7,664147.07,258244.15369735935,664137.1559266468
30004634,railway_station,walking,True,ok,17.335903962998938,30485,257639.64,664191.18,257648.77172325132,664205.9158473349
30004721,railway_station,walking,True,ok,18.130462108542844,27451,253100.54,663317.94,253118.54211314148,663320.0935038219
30004722,railway_station,walking,True,ok,14.998537270672825,23922,253901.89,662948.15,253911.6840651351,662936.7907566982
30558472,railway_station,walking,True,ok,3.5350223615534246,110176,269347.62,660891.74,269349.80631432665,660894.5178431852
30558629,railway_station,walking,True,ok,11.493301396728898,9557,263939.38,660596.72,263948.8828493189,660603.1846602245
30564102,railway_station,walking,True,ok,65.7079971024908,58297,261988.34,660381.0,262054.01547315752,660383.0671499115
30564107,railway_station,walking,True,ok,4.31546382939154,58695,260489.42,660578.62,260485.11565650115,660578.9296047586
30564108,railway_station,walking,True,ok,44.24197873869445,58914,259315.71,660761.74,259359.61032951856,660756.2524002627
30618416,railway_station,walking,True,ok,16.279329125035474,95071,256227.1,669550.54,256211.260613331,669546.7809593364
30619273,railway_station,walking,True,ok,16.042397215267147,55949,254414.54,660244.05,254430.57237210806,660244.6170564359
30619281,railway_station,walking,True,ok,31.06127613055511,55320,252209.78,660138.01,252179.91536334177,660146.5485216596
30669961,railway_station,walking,True,ok,29.901875370589575,18131,256792.03,661416.37,256819.23229771075,661428.7860037828
30669973,railway_station,walking,True,ok,30.460791975044927,57939,257510.35,660962.91,257484.30399835476,660978.704481506
30669981,railway_station,walking,True,ok,37.05990447435546,20864,258773.99,662272.88,258759.39507944844,662306.9450086415
30669985,railway_station,walking,True,ok,30.408821586247072,19507,258091.43,662557.76,258121.70352551644,662560.6253242521
30671368,railway_station,walking,True,ok,10.542342652688227,25394,256040.37,663688.47,256038.66890177276,663698.8741940306
30736985,railway_station,walking,True,ok,26.51137106993904,13235,266527.08,662845.81,266547.59139177215,662862.6068926763
30736994,railway_station,walking,True,ok,19.988585612342877,16752,270289.75,663967.62,270273.49669474666,663955.9849828911
30737102,railway_station,walking,True,ok,7.196019633492676,13583,267756.01,663275.55,267748.8803198115,663276.5248635677
150749619,railway_station,walking,True,ok,8.55174330704411,16289,271875.58,664236.91,271876.18179056665,664228.3794571273
165098109,railway_station,walking,True,ok,9.586447859067006,56917,253282.43,660118.89,253275.11799647595,660125.0895634539
165122033,railway_station,walking,True,ok,6.760197879451676,95498,256777.6,669683.68,256776.40684457426,669677.0259294038
168325631,railway_station,walking,True,ok,20.187053761769068,46031,255253.93,657650.97,255240.32608390442,657636.0552218774
254278052,railway_station,walking,True,ok,5.664618169239778,71246,257196.9,665495.93,257200.9556943999,665491.9753518567
254354507,railway_station,walking,True,ok,3.668280934844021,21646,261483.65,661936.37,261482.14785993774,661939.716619227
507661386,railway_station,walking,True,ok,33.661362974567794,24614,258046.11,663150.03,258015.1282688936,663163.1912953374
1662148585,railway_station,walking,True,ok,7.695871531216895,110808,261239.1,663225.4,261245.23395978304,663220.7523149843
1746972567,railway_station,walking,True,ok,3.3665824025812925,66521,250072.24,664322.67,250075.22741488388,664321.1178307487
2979083135,railway_station,walking,True,ok,9.870478866504246,22028,264927.33,662225.52,264936.4818703997,662221.8227549118
3049056215,railway_station,walking,True,ok,7.819451002049419,99259,261031.82,670105.81,261024.7963118277,670109.2468035195
3068279620,railway_station,walking,True,ok,22.052248661466727,37069,268208.31,664976.94,268229.14794041123,664969.7232202163
3727609000,railway_station,walking,True,ok,38.54502477674677,36030,261717.39,665616.0,261747.24465840662,665591.6193046353
3727609001,railway_station,walking,True,ok,23.983885859903797,36944,272242.12,665588.91,272265.9828280864,665591.316702445
3727609007,railway_station,walking,True,ok,10.285946918413782,110634,255911.95,661350.96,255922.07237870456,661352.7870614029
3735864350,railway_station,walking,True,ok,26.983238828122992,69671,259890.35,665200.19,259901.20528903443,665175.486601901
3844585991,railway_station,walking,True,ok,4.596084928866321,78983,255637.48,666471.77,255636.11946574852,666476.1600960381
4016197294,railway_station,walking,True,ok,9.145799180831549,4456,258213.96,656428.21,258218.4954666541,656436.1519887235
4293903976,railway_station,walking,True,ok,9.874973543765796,100128,254113.52,670442.71,254114.22897421717,670432.8605097568
4293903981,railway_station,walking,True,ok,13.095682961323089,97895,252382.68,670485.57,252370.12851802498,670481.8340647148
4293930821,railway_station,walking,True,ok,18.48472924932375,86082,255292.59,667586.36,255310.92328040698,667583.9986349414
4293930822,railway_station,walking,True,ok,14.320095968572032,89184,254683.35,667957.52,254687.38696302104,667943.7807104217
4293930829,railway_station,walking,True,ok,24.749998820914698,90562,254919.62,668727.61,254906.42063646857,668748.5465528204
4293930830,railway_station,walking,True,ok,23.19794928806382,92469,252224.99,668591.28,252218.80941219346,668568.9205459473
4293930831,railway_station,walking,True,ok,6.946893150158229,93175,250842.37,669199.49,250835.45449849695,669200.1496691604
4293930832,railway_station,walking,True,ok,5.580366819942984,110695,249789.2,670105.9,249783.68591472303,670106.7575298265
4293930833,railway_station,walking,True,ok,11.634243759782205,89070,252913.86,668264.2,252925.33684532315,668266.1072622499
4293943757,railway_station,walking,True,ok,16.300024065026808,83940,260578.07,667667.07,260592.77090272444,667660.0291020737
5149769842,railway_station,walking,True,ok,5.926675934327117,45924,257403.41,657466.88,257403.01792547954,657472.7936930256
6099806145,railway_station,walking,True,ok,21.494850558727027,110591,258734.51,665119.24,258739.1454304016,665098.2509222324
6100307820,railway_station,walking,True,ok,33.57425246872704,72658,259179.13,665552.3,259212.53118369798,665555.7046081137
6468337467,railway_station,walking,True,ok,23.308173819424077,110810,256450.92,664499.44,256431.49592146542,664512.3231727411
7057902640,railway_station,walking,True,ok,15.136279553750388,110283,264113.77,668108.63,264098.63609347754,668108.8980151083
7147294461,railway_station,walking,True,ok,23.22743291356784,53841,257621.83,659757.0,257600.75794940256,659766.7715056861
7149922954,railway_station,walking,True,ok,10.23459302580066,101369,249726.32,670869.16,249726.42138346157,670879.3940908633
7149943412,railway_station,walking,True,ok,13.449936764036925,74054,258055.77,665815.21,258065.00219556413,665824.9909694827
7149950857,railway_station,walking,True,ok,38.92243977920999,29929,260805.46,663879.98,260807.24402950672,663918.8615323397
7149976322,railway_station,walking,True,ok,14.666328753750589,100239,250981.01,670515.53,250966.3641826519,670514.7546076358
7197562013,railway_station,walking,True,ok,7.766950587522631,83328,261001.24,667182.19,261005.4520396176,667188.7156604024
7198943824,railway_station,walking,True,ok,20.520140539948564,34298,263707.42,664555.05,263687.3597292402,664559.369919539
7209208674,railway_station,walking,True,ok,8.5462867537209,17224,266783.66,664476.51,266775.64824163413,664479.4850201956
7209211339,railway_station,walking,True,ok,6.474061537198767,34083,264908.41,664374.81,264909.0581721788,664381.2515328622
7209241887,railway_station,walking,True,ok,6.292494722214311,41503,270037.26,667779.47,270035.82941543567,667785.5977171633
7209246552,railway_station,walking,True,ok,11.438441492369577,43055,266224.1,668396.27,266233.0598056596,668403.3805433208
7209254484,railway_station,walking,True,ok,23.483992447358556,94570,255661.34,669120.58,255637.99821987713,669117.9994570409
7209379991,railway_station,walking,True,ok,11.21765422108178,79086,255597.62,666503.99,255590.6957434966,666495.1644440346
7287514085,railway_station,walking,True,ok,12.864383713447488,91803,259483.92,668466.45,259473.93343875575,668474.5593133396
7287514086,railway_station,walking,True,ok,5.609547464126743,91838,258861.79,668634.13,258859.98763090905,668639.4421077184
7295641225,railway_station,walking,True,ok,17.54749434811273,75029,258667.9,666185.62,258685.36356203532,666187.3342225455
8443444417,railway_station,walking,True,ok,21.41606868206164,94762,257357.79,669489.14,257378.61505854715,669484.1435078002
10189109401,railway_station,walking,True,ok,6.75402661996659,52726,249848.47,659351.55,249851.80875509622,659345.6789191804
10189182795,railway_station,walking,True,ok,44.966948363164335,7047,264290.35,659992.68,264246.61852325365,660003.1482561433
10288558,railway_station,rail,True,ok,9.304306185561906,107,266408.3,660456.91,266417.51702945936,660458.1814092732
22256341,railway_station,rail,True,ok_long,211.40535312574795,890,253384.19,664694.65,253590.89784016792,664650.3319208072
26583488,railway_station,rail,True,ok,49.925745048202465,1623,255564.55,674351.68,255551.75853049484,674399.9392822835
26583489,railway_station,rail,False,unsnapped,inf,-1,,,255135.26883355674,672125.7612290566
26583490,railway_station,rail,True,ok_long,324.12266029083054,1616,254028.95,671628.64,254317.79206278062,671775.6970014744
26766905,railway_station,rail,True,ok,4.503289520162378,2070,256200.67,666599.01,256198.9055099999,666603.1532102942
26997547,railway_station,rail,True,ok,6.616892867449867,2077,257459.19,666920.94,257465.2216916099,666918.2193442808
26997597,railway_station,rail,True,ok,8.344735583013467,2079,256621.58,667050.91,256614.0536079594,667054.513891619
27423935,railway_station,rail,True,ok_long,401.45756247844525,922,252071.76,664974.7,251679.7741795894,665061.3907784494
27423937,railway_station,rail,False,unsnapped,inf,-1,,,252686.8085431847,664845.2460933669
27424641,railway_station,rail,True,ok,18.82290835227725,1243,260852.67,664861.72,260867.3352174832,664849.9202849607
27424649,railway_station,rail,True,ok,33.67249895063364,1335,261587.8,665018.07,261608.90942355862,665044.30412706
28449296,railway_station,rail,True,ok,16.558793655786996,2098,259244.6,665004.83,259228.06110029548,665005.6414455611
28449298,railway_station,rail,True,ok,27.664716089450962,1407,257978.4,665293.77,258004.63139244769,665284.9807698537
28783707,railway_station,rail,True,ok_long,460.1954839520791,723,256873.45,662859.19,256999.40479688797,662416.5668277746
28783722,railway_station,rail,True,ok_long,104.1242441268874,648,256541.68,661840.01,256511.78819046123,661939.7513552018
28843197,railway_station,rail,True,ok,7.319226485237091,1,258897.83,655071.24,258904.39699294115,655068.0080222691
28843455,railway_station,rail,True,ok_long,243.855018696876,516,256311.55,659353.65,256378.16509996963,659119.070165829
28843468,railway_station,rail,True,ok,3.0325476827512996,509,255232.9,659953.41,255230.0368029039,659954.4092236172
29078146,railway_station,rail,True,ok,95.26494271660461,490,256608.53,658065.24,256532.0020519061,658008.5048039455
29079310,railway_station,rail,True,ok,19.03935517492783,58,258478.52,660610.82,258469.5913977036,660594.004022285
29081468,railway_station,rail,True,ok,18.212847869012457,470,253658.17,657719.16,253676.1378427669,657722.1373232616
29108487,railway_station,rail,True,ok,93.05479960007409,723,256873.45,662859.19,256780.45638290787,662862.5638566551
29108492,railway_station,rail,True,ok,84.8206916649128,722,257470.1,662827.9,257554.6686967568,662834.4333960061
29152311,railway_station,rail,True,ok,79.90546153454108,656,252077.27,663561.68,252002.99864527164,663532.2071540251
29264486,railway_station,rail,True,ok_long,379.15326298009336,655,249485.79,663475.76,249846.75726580422,663591.7765067837
29264597,railway_station,rail,True,ok,32.38471804734241,236,258445.53,661567.67,258457.56856073707,661597.733982078
29580729,railway_station,rail,True,ok,23.474749803985333,2088,255838.44,664779.16,255819.22466002993,664792.6446056003
29580730,railway_station,rail,True,ok,13.40617907349052,2034,255496.59,665633.24,255489.11931265483,665644.3716875603
29751009,railway_station,rail,True,ok,7.127692924493706,2084,258943.71,665011.04,258939.41671540806,665005.3503854403
29751010,railway_station,rail,True,ok,1.815432387551218,2090,259068.6,665545.82,259069.28676039827,665544.1394777867
29751011,railway_station,rail,True,ok,3.0000395280522065,2082,258732.06,664391.45,258729.68568909448,664393.2838170284
29751012,railway_station,rail,True,ok,8.278058361001271,2095,258122.09,666558.2,258113.96310068574,666556.625275337
29776247,railway_station,rail,True,ok,19.899571520802727,2064,256848.43,664282.62,256867.29812669987,664276.2964929391
30004633,railway_station,rail,True,ok,19.561263045737263,2080,258255.33,664153.21,258244.15369735935,664137.1559266468
30004634,railway_station,rail,True,ok,16.556245054493356,2065,257656.28,664191.16,257648.77172325132,664205.9158473349
30004721,railway_station,rail,True,ok_long,388.2944211287198,737,252768.75,663488.67,253118.54211314148,663320.0935038219
30004722,railway_station,rail,True,ok,32.14127848872552,736,253931.97,662911.86,253911.6840651351,662936.7907566982
30558472,railway_station,rail,True,ok_long,168.583149276583,260,269181.25,660891.51,269349.80631432665,660894.5178431852
30558629,railway_station,rail,True,ok,85.49329106320863,118,263876.5,660648.68,263948.8828493189,660603.1846602245
30564102,railway_station,rail,True,ok_long,103.53340768067133,86,262157.51,660380.23,262054.01547315752,660383.0671499115
30564107,railway_station,rail,True,ok_long,184.00980887726837,27,260304.35,660613.33,260485.11565650115,660578.9296047586
30564108,railway_station,rail,True,ok_long,194.21555918216538,34,259166.96,660780.86,259359.61032951856,660756.2524002627
