feature_name,mean_absolute_main_effect,mean_signed_main_effect,mean_absolute_location_interaction,positive_effect_iz_fraction,negative_effect_iz_fraction,checkpoint_id,target_report_date
income_deprivation,2.1506994938732866,1.0678686127085828,1.0270677774211279,0.4954954954954955,0.5045045045045045,U10,2023-03-04
employment_deprivation,0.4685023623275355,-0.3595757553463402,0.2757020762911781,0.2972972972972973,0.7027027027027027,U10,2023-03-04
higher_education,1.0584912914145128,-0.4795550653104491,0.4619190006374266,0.4954954954954955,0.5045045045045045,U10,2023-03-04
overcrowding,0.36174230911429156,0.09456487223473971,0.6021570720305931,0.5495495495495496,0.45045045045045046,U10,2023-03-04
crime,0.42649369571327733,0.33055825837305014,0.29853772793088373,0.6756756756756757,0.32432432432432434,U10,2023-03-04
public_transport_time_to_gp,0.912698829983349,0.34320147866882744,0.6467541734492606,0.5225225225225225,0.4774774774774775,U10,2023-03-04
location,1.6809358256382843,-0.21262791249589494,,0.5405405405405406,0.4594594594594595,U10,2023-03-04
