graph_name,prediction_weighted_mean_alpha,between_update_standard_deviation,minimum_alpha,maximum_alpha
geographic,0.3135138650735219,0.012265231063910753,0.2941341698169708,0.3260471820831299
transport,0.31386301508455566,0.011063168933198067,0.29315346479415894,0.327077716588974
mobility,0.37262314783804346,0.022450466965905268,0.3473375737667084,0.4127123951911926
