period_name,period_start,period_end,model_MAE,persistence_MAE,MAE_skill,model_RMSE,persistence_RMSE,MSE_skill,model_R2,persistence_R2,model_bias,n_unique_target_dates,n_valid_cells
declining_or_wave_period,2022-06-07,2022-09-19,73.55814849289484,85.6065035739411,0.14074111870063355,98.93630860246137,115.90329174829786,0.27134849885980683,0.5385215338752579,0.366667789193296,29.35348922321491,105,11655
late_stable_period,2022-09-20,2023-02-25,28.6859981083818,27.582695805683564,-0.039999799529054414,38.14494262186509,47.1466335377228,0.34540519194606767,-0.09194541973423198,-0.6681241682629817,4.007933332667638,159,17649
overall_test_period,2022-06-07,2023-02-25,46.53287610222222,50.66034662260418,0.08147339675998833,69.06113093418796,81.74125781669144,0.2861865292330318,0.6679675702109668,0.5348470666541558,14.088552152771667,264,29304
