interval_type,nominal_coverage,observed_coverage,mean_interval_width,median_interval_width,n_valid_cells,calibration_status
raw_80,0.8,0.9216147966147966,194.47401027012666,145.79093188774542,29304,raw_gaussian
calibrated_80,0.8,0.8169191919191919,144.34666362590596,106.39626795888722,29304,available
raw_95,0.95,0.9790813540813541,297.42233267220905,222.96798931784662,29304,raw_gaussian
calibrated_95,0.95,0.9487441987441988,228.39941090365107,177.46657531288912,29304,available
