input_start_date,issue_date,target_report_date,iz_code,node_index,player_name,component,phi,phi_0,reconstructed_prediction,additivity_error,explanation_scope,n_coalitions,node_order_hash,label
2023-02-19,2023-02-25,2023-03-04,S02001847,5,income_deprivation,main,0.21333289373488734,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,employment_deprivation,main,0.05275683630080448,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,higher_education,main,-0.04374146234421555,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,overcrowding,main,0.31914989380609426,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,crime,main,-0.011257566724505058,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,public_transport_time_to_gp,main,0.1281706037975499,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location,location,0.12610771542503785,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,Residual spatial/location contribution conditional on the fixed graph structure.
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_income_deprivation,interaction,0.07289635794503242,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_employment_deprivation,interaction,-0.004038551875523368,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
2023-02-19,2023-02-25,2023-03-04,S02001847,5,location_x_higher_education,interaction,0.04049597240629699,41.505346786775384,42.16562129239062,0.0,target_iz_local,128,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,"Location–feature interaction for the named original variable, conditional on the fixed graph structure."
