iz_code,node_index,node_order_hash,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7
S02001915,73,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-1.1200110912322998,1.1196714639663696,0.9961766004562378,-0.3687613010406494,0.4751751124858856,-1.8015365600585938,0.9942939281463623,-0.14912189543247223
S02001916,74,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.79278564453125,0.48414263129234314,0.30147653818130493,-0.6689447164535522,1.128633737564087,-1.8819894790649414,1.3157026767730713,0.20858968794345856
S02001917,75,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.9231259822845459,0.7882699370384216,0.598858654499054,-0.42564156651496887,0.7327399253845215,-1.990602970123291,1.2393327951431274,0.09425722807645798
S02001918,76,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.44445058703422546,0.24119636416435242,0.01520815771073103,-0.4679809808731079,1.551490068435669,-1.9260984659194946,1.1665641069412231,-0.053173962980508804
S02001919,77,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7024770975112915,0.3034246563911438,0.4444040358066559,-0.3844040334224701,0.6615648865699768,-2.113022565841675,1.3983124494552612,0.4919466972351074
S02001920,78,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7882542014122009,0.7112648487091064,0.390144020318985,-0.5450296998023987,0.809482216835022,-2.031418800354004,1.2438982725143433,0.299943745136261
S02001921,79,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.8218134641647339,0.7423192858695984,1.217084527015686,-0.14249840378761292,0.04305363819003105,-2.107182741165161,1.005903959274292,0.2208954393863678
S02001922,80,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.794630229473114,0.6605314016342163,1.0727819204330444,-0.3348635137081146,0.2659812867641449,-2.051025152206421,1.2634594440460205,0.07953730970621109
S02001923,81,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.5584800243377686,0.34933188557624817,0.7433896064758301,-0.47991496324539185,0.4713783264160156,-2.1546263694763184,1.3621797561645508,0.3969958424568176
S02001924,82,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.737484335899353,0.5535557866096497,0.5888107419013977,-0.5370659232139587,0.6283255815505981,-2.0472142696380615,1.3816479444503784,0.2860395908355713
S02001925,83,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.2923588454723358,-0.1384168416261673,1.1056300401687622,-0.17354732751846313,0.32224541902542114,-2.2349648475646973,1.2961949110031128,0.29170623421669006
S02001926,84,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.9876061081886292,0.9163957238197327,1.6254373788833618,0.039609573781490326,-0.2093764841556549,-1.8069509267807007,0.7761378288269043,-0.1523778736591339
S02001927,85,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.9279168248176575,0.33458808064460754,0.6289840936660767,-0.6183375120162964,1.096024751663208,-1.8721588850021362,1.2412512302398682,0.2395361065864563
S02001928,86,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-1.0037479400634766,0.3837270736694336,0.7530273199081421,-0.515280544757843,0.7733165621757507,-1.8869199752807617,1.381827712059021,0.24908922612667084
S02001929,87,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.865736722946167,0.4754563271999359,1.7885764837265015,0.15566006302833557,-0.4155218005180359,-1.8580363988876343,0.8134273290634155,0.1217709481716156
S02001930,88,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.8780781030654907,0.41012296080589294,0.5083001255989075,-0.6280835270881653,1.1695470809936523,-1.8906793594360352,1.1989445686340332,0.2193174660205841
S02001931,89,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.14201819896697998,-0.9451084733009338,1.522228479385376,0.1097930297255516,0.4530620574951172,-1.985564947128296,0.8854982852935791,0.323090136051178
S02001932,90,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.5404207110404968,-0.10484863072633743,0.7341262102127075,-0.4841150939464569,1.0925383567810059,-1.9418672323226929,1.4408210515975952,-0.03482971340417862
S02001933,91,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.4760114848613739,-0.5248639583587646,1.4039599895477295,0.15796039998531342,0.2528305649757385,-2.0971500873565674,1.0868059396743774,0.3956274390220642
S02001934,92,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.08773738145828247,-0.6543034315109253,1.7177178859710693,0.26915207505226135,-0.050107359886169434,-2.0513710975646973,0.32051223516464233,0.7342568635940552
S02001935,93,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.9752538800239563,0.3925105333328247,0.6136854290962219,-0.350497305393219,0.8794439435005188,-1.949825406074524,1.3795486688613892,0.13602302968502045
S02001936,94,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-1.0420416593551636,-0.1360415816307068,0.8580467104911804,-0.4045262038707733,0.9495351314544678,-1.6939582824707031,1.546951413154602,0.09059108793735504
S02001937,95,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7237212657928467,-0.4199269413948059,1.2573360204696655,0.021033840253949165,0.43694743514060974,-1.9610214233398438,1.3936774730682373,0.1962609589099884
S02001938,96,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.6333488821983337,0.14354634284973145,0.8169685006141663,-0.13579170405864716,0.34782540798187256,-2.2097153663635254,1.3429839611053467,0.46258240938186646
S02001939,97,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7698310017585754,0.3713855743408203,0.34154313802719116,-0.3265356123447418,0.8629694581031799,-2.0557165145874023,1.4377988576889038,0.2386329472064972
S02001940,98,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.8057787418365479,0.697890043258667,1.0508300065994263,-0.11015921831130981,0.020639818161725998,-2.150676727294922,1.0744620561599731,0.36234670877456665
S02001941,99,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.29528820514678955,0.4637700319290161,-0.2915577292442322,-0.5441428422927856,1.3325010538101196,-2.029101848602295,1.1313461065292358,0.26975616812705994
S02001942,100,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7151253819465637,0.9501081705093384,0.46308469772338867,-0.5942139029502869,0.6189973950386047,-2.069248676300049,1.097016453742981,0.33586087822914124
S02001943,101,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.761266827583313,1.0668877363204956,0.49091389775276184,-0.4488888680934906,0.6171389818191528,-2.08903431892395,1.0134366750717163,0.19904813170433044
S02001944,102,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.8553958535194397,0.8739627003669739,0.7809210419654846,-0.20439696311950684,0.21600796282291412,-2.1504111289978027,1.0323216915130615,0.41462111473083496
S02001945,103,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.4111168682575226,1.1878503561019897,-0.04814011603593826,-0.5047097206115723,1.2656970024108887,-2.004368305206299,0.6203804612159729,-0.0645964965224266
S02001946,104,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.31239235401153564,1.0838261842727661,-0.29381290078163147,-0.5675307512283325,1.2975071668624878,-2.005863666534424,0.6574926972389221,0.15539373457431793
S02001947,105,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.7165340781211853,1.4702906608581543,0.5936717987060547,-0.3793689012527466,0.563153862953186,-2.0090878009796143,0.6197237372398376,-0.05288153886795044
S02001948,106,3e44e848ac57c8c218038fa723aa89b2bcb84fcb5b8b900a0d4269ff60296ca3,-0.5719003677368164,1.363542914390564,0.3230200409889221,-0.4276403784751892,0.824043333530426,-2.087905168533325,0.5972706079483032,0.042251456528902054
