issue_date,target_report_date,update_id,checkpoint_id,iz_code,node_index,observed_rate,anchor_rate_y_t,predicted_delta,predicted_rate,predicted_sigma,calibrated80_lower,calibrated80_upper,calibrated95_lower,calibrated95_upper,uncertainty_flag,persistence_prediction,model_error,model_absolute_error,persistence_absolute_error,alpha_geo,alpha_transport,alpha_mobility,node_order_hash,forecast_status,observed_target_available
2022-06-08,2022-06-15,U01,U01,S02001576,0,438.670490973511,185.59136156571623,126.15296173095705,311.74432329667326,197.4565887451172,101.87168677502558,521.616959818321,-3.4688935817204083,626.9575401750669,high,185.59136156571623,-126.92616767683774,126.92616767683774,253.0791294077948,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001577,1,225.0080360012857,208.93603342976536,76.63689422607422,285.5729276558396,170.89976501464844,103.92700491151052,467.2188504001687,12.754152468926408,558.3917028427527,high,208.93603342976536,60.56489165455389,60.56489165455389,16.07200257152033,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001578,2,456.6210045662101,228.31050228310505,64.20073699951172,292.5112392826168,148.2493438720703,134.9399935785903,450.0824849866432,55.85085292120175,529.1716256440318,high,228.31050228310505,-164.10976528359328,164.10976528359328,228.31050228310505,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001579,3,138.9854065323141,92.6569376882094,216.288330078125,308.9452677663344,161.99301147460938,136.76615420865366,481.1243813240151,50.34494157188692,567.5455939607818,high,92.6569376882094,169.95986123402028,169.95986123402028,46.32846884410471,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001580,4,462.37915090374105,399.3274485077764,-26.78438186645508,372.5430666413213,182.68978881835932,178.3657647413854,566.7203685412572,80.90308445463688,664.1830488280058,high,399.3274485077764,-89.83608426241977,89.83608426241977,63.05170239596464,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001581,5,176.75651789659744,265.1347768448962,113.29965209960938,378.4344289445056,190.68716430664065,175.75687749784137,581.1119803911697,74.02769903739141,682.8411588516196,high,265.1347768448962,201.67791104790817,201.67791104790817,88.37825894829874,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001582,6,280.42624789680315,28.04262478968032,264.66778564453125,292.71041043421155,186.83837890625,94.1236555748858,491.2971652935373,-5.55224479379558,590.9730656622187,high,28.04262478968032,12.284162537408406,12.284162537408406,252.3836231071228,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001583,7,128.7001287001287,193.05019305019303,143.35696411132812,336.4071571615211,195.0990447998047,129.04030667954348,543.7740076434987,24.957446052455737,647.8568682705866,high,193.05019305019303,207.70702846139244,207.70702846139244,64.35006435006434,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001584,8,235.6020942408377,130.89005235602096,176.95895385742188,307.84900621344286,200.073486328125,95.19492188727588,520.5030905396098,-11.541740068368028,627.2397524952537,high,130.89005235602096,72.24691197260518,72.24691197260518,104.71204188481671,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001585,9,286.5329512893983,31.83699458771092,255.5293731689453,287.36636775665625,173.98416137695312,102.44210215859611,472.2906333547164,9.623763460423902,565.1089720528886,high,31.83699458771092,0.8334164672579618,0.8334164672579618,254.69595670168732,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001586,10,153.25670498084293,153.25670498084293,172.04910278320312,325.30580776404605,191.03106689453125,122.26272917399348,528.3488863540986,20.35008305401988,630.2615324740723,high,153.25670498084293,172.04910278320312,172.04910278320312,0.0,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001587,11,215.1961595762291,215.1961595762291,135.1567840576172,350.3529436338463,193.58985900878903,144.59017637327133,556.1157108944212,41.31244718343817,659.3934400842544,high,215.1961595762291,135.1567840576172,135.1567840576172,0.0,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001588,12,348.0530780944094,304.54644333260825,52.25481033325195,356.8012536658602,207.87728881835932,135.85266463904827,577.7498426926721,24.95277324378389,688.6497340879365,high,304.54644333260825,8.748175571450815,8.748175571450815,43.50663476180114,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
2022-06-08,2022-06-15,U01,U01,S02001589,13,210.36527060623445,382.4823101931535,5.162837028503418,387.64514722165694,186.90805053710932,188.9843397872708,586.3059546560431,89.2712704890755,686.0190239542384,high,382.4823101931535,177.2798766154225,177.2798766154225,172.11703958691908,0.3204191327095032,0.3090603351593017,0.370520532131195,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,retrospective_evaluation,True
