iz_code,site_id,mode,travel_time_min
S02001915,GP_40084,drive,31.65
S02001915,GP_40121,drive,26.25
S02001915,GP_40140,drive,22.94
S02001915,GP_40154,drive,18.74
S02001915,GP_40188,drive,24.13
S02001915,GP_40192,drive,23.48
S02001915,GP_40210,drive,27.97
S02001915,GP_40277,drive,24.75
S02001915,GP_40281,drive,33.16
S02001915,GP_40296,drive,23.48
S02001915,GP_40328,drive,21.04
S02001915,GP_40332,drive,28.76
S02001915,GP_40351,drive,24.58
S02001915,GP_40390,drive,32.83
S02001915,GP_40417,drive,27.97
S02001915,GP_40421,drive,34.92
S02001915,GP_40436,drive,34.92
S02001915,GP_40455,drive,20.52
S02001915,GP_40460,drive,20.66
S02001915,GP_40493,drive,31.9
S02001915,GP_40525,drive,33.92
S02001915,GP_40544,drive,35.54
S02001915,GP_40559,drive,34.92
S02001915,GP_40563,drive,29.26
S02001915,GP_40578,drive,29.26
S02001915,GP_40629,drive,28.15
S02001915,GP_40667,drive,14.12
S02001915,GP_40718,drive,22.15
S02001915,GP_40722,drive,34.92
S02001915,GP_40737,drive,31.09
S02001915,GP_43011,drive,22.62
S02001915,GP_43063,drive,13.71
S02001915,GP_43082,drive,19.37
S02001915,GP_43097,drive,13.71
S02001915,GP_43129,drive,13.71
S02001915,GP_43133,drive,13.88
S02001915,GP_43167,drive,19.37
S02001915,GP_43186,drive,19.37
S02001915,GP_43191,drive,19.37
S02001915,GP_43203,drive,19.6
S02001915,GP_43218,drive,19.37
S02001915,GP_43237,drive,17.69
S02001915,GP_43256,drive,17.69
S02001915,GP_43275,drive,12.09
S02001915,GP_43294,drive,17.83
S02001915,GP_43307,drive,19.22
S02001915,GP_43311,drive,22.62
S02001915,GP_43326,drive,14.83
S02001915,GP_43453,drive,19.37
S02001915,GP_43468,drive,19.37
S02001915,GP_43504,drive,13.71
S02001915,GP_43538,drive,17.69
S02001915,GP_43542,drive,17.69
S02001915,GP_43576,drive,22.62
S02001915,GP_46019,drive,12.76
S02001915,GP_46023,drive,14.1
S02001915,GP_46057,drive,7.85
S02001915,GP_46061,drive,12.76
S02001915,GP_46081,drive,8.47
S02001915,GP_46112,drive,2.8
S02001915,GP_46127,drive,12.51
S02001915,GP_46131,drive,11.16
S02001915,GP_46146,drive,9.32
S02001915,GP_46151,drive,12.94
S02001915,GP_46165,drive,8.47
S02001915,GP_46184,drive,15.94
S02001915,GP_46201,drive,5.97
S02001915,GP_46216,drive,11.86
S02001915,GP_46292,drive,5.97
S02001915,GP_46305,drive,11.86
S02001915,GP_46339,drive,11.4
S02001915,GP_46343,drive,10.62
S02001915,GP_46381,drive,14.1
S02001915,GP_46396,drive,14.1
S02001915,GP_46428,drive,14.1
S02001915,GP_46447,drive,14.1
S02001915,GP_46451,drive,4.91
S02001915,GP_46471,drive,4.91
S02001915,GP_46521,drive,6.85
S02001915,GP_46555,drive,14.1
S02001915,GP_46560,drive,12.2
S02001915,GP_46574,drive,14.1
S02001915,GP_46589,drive,14.12
S02001915,GP_46606,drive,14.1
S02001915,GP_46611,drive,14.1
S02001915,GP_46625,drive,10.85
S02001915,GP_46630,drive,4.91
S02001915,GP_49041,drive,20.67
S02001915,GP_49074,drive,18.64
S02001915,GP_49093,drive,21.51
S02001915,GP_49411,drive,22.4
S02001915,GP_49106,drive,25.38
S02001915,GP_49130,drive,23.01
S02001915,GP_49144,drive,22.39
S02001915,GP_49178,drive,20.67
S02001915,GP_49200,drive,24.47
S02001915,GP_49248,drive,25.13
S02001915,GP_49267,drive,20.41
S02001915,GP_49271,drive,24.75
S02001915,GP_49286,drive,22.02
S02001915,GP_49318,drive,23.68
S02001915,GP_49375,drive,20.81
S02001915,GP_49553,drive,25.16
S02001915,GP_49604,drive,18.64
S02001915,GP_49676,drive,22.62
S02001915,GP_49681,drive,21.96
S02001915,GP_49712,drive,23.74
S02001915,GP_49751,drive,25.07
S02001915,GP_49765,drive,25.38
S02001915,GP_49770,drive,22.4
S02001915,GP_49801,drive,22.62
S02001915,GP_52005,drive,23.94
S02001915,GP_52010,drive,25.53
S02001915,GP_52024,drive,31.97
S02001915,GP_52039,drive,20.67
S02001915,GP_52043,drive,31.55
S02001915,GP_52058,drive,23.51
S02001915,GP_52062,drive,28.78
S02001915,GP_52096,drive,28.78
S02001915,GP_52109,drive,24.34
S02001915,GP_52128,drive,21.86
S02001915,GP_52147,drive,35.02
S02001915,GP_52151,drive,23.42
S02001915,GP_52185,drive,30.96
S02001915,GP_52202,drive,21.13
S02001915,GP_52217,drive,21.86
S02001915,GP_52241,drive,30.18
S02001915,GP_52260,drive,21.86
S02001915,GP_52293,drive,33.24
S02001915,GP_52330,drive,28.78
S02001915,GP_52344,drive,35.6
S02001915,GP_52359,drive,28.78
S02001915,GP_52400,drive,33.24
S02001915,GP_52414,drive,30.96
S02001915,GP_52429,drive,26.04
S02001915,PH_1030,drive,17.8
S02001915,PH_1036,drive,11.01
S02001915,PH_1039,drive,15.89
S02001915,PH_1041,drive,24.81
S02001915,PH_1044,drive,5.55
S02001915,PH_1050,drive,22.03
S02001915,PH_1056,drive,23.77
S02001915,PH_1057,drive,15.53
S02001915,PH_1059,drive,18.02
S02001915,PH_1064,drive,24.29
S02001915,PH_1066,drive,30.72
S02001915,PH_1068,drive,17.49
S02001915,PH_1076,drive,21.62
S02001915,PH_1078,drive,12.93
S02001915,PH_1095,drive,12.94
S02001915,PH_1133,drive,15.94
S02001915,PH_1134,drive,10.49
S02001915,PH_1143,drive,24.81
S02001915,PH_1204,drive,12.53
S02001915,PH_1205,drive,26.59
S02001915,PH_1208,drive,31.31
S02001915,PH_1214,drive,20.52
S02001915,PH_1230,drive,26.3
S02001915,PH_1258,drive,5.97
S02001915,PH_1299,drive,11.04
S02001915,PH_1308,drive,22.62
S02001915,PH_1311,drive,21.86
S02001915,PH_1315,drive,26.53
S02001915,PH_1341,drive,21.14
S02001915,PH_1344,drive,26.5
S02001915,PH_1358,drive,9.88
S02001915,PH_1363,drive,8.28
S02001915,PH_1370,drive,27.86
S02001915,PH_1371,drive,10.97
S02001915,PH_1375,drive,19.24
S02001915,PH_1376,drive,28.43
S02001915,PH_1377,drive,24.06
S02001915,PH_1392,drive,25.46
S02001915,PH_1394,drive,21.57
S02001915,PH_1406,drive,31.25
S02001915,PH_1448,drive,8.47
S02001915,PH_1466,drive,7.85
S02001915,PH_1470,drive,11.78
S02001915,PH_1478,drive,23.95
S02001915,PH_1497,drive,11.13
S02001915,PH_1502,drive,8.04
S02001915,PH_1508,drive,13.97
S02001915,PH_1509,drive,7.76
S02001915,PH_1510,drive,13.97
S02001915,PH_1511,drive,17.74
S02001915,PH_1512,drive,2.8
S02001915,PH_1515,drive,23.01
S02001915,PH_1520,drive,25.65
S02001915,PH_1525,drive,29.2
S02001915,PH_1527,drive,19.6
S02001915,PH_1528,drive,22.44
S02001915,PH_1529,drive,11.18
S02001915,PH_1530,drive,30.54
S02001915,PH_1531,drive,25.07
S02001915,PH_1536,drive,8.62
S02001915,PH_1538,drive,26.59
S02001915,PH_1539,drive,22.79
S02001915,PH_1540,drive,24.76
S02001915,PH_1541,drive,20.81
S02001915,PH_1542,drive,22.25
S02001915,PH_1545,drive,30.54
S02001915,PH_1553,drive,24.06
S02001915,PH_1559,drive,27.98
S02001915,PH_1560,drive,21.27
S02001915,PH_1562,drive,20.64
S02001915,PH_1563,drive,33.72
S02001915,PH_1564,drive,21.62
S02001915,PH_1565,drive,18.18
S02001915,PH_1566,drive,36.46
S02001915,PH_1567,drive,35.54
S02001915,PH_1568,drive,35.56
S02001915,PH_1575,drive,22.03
S02001915,PH_1576,drive,31.61
S02001915,PH_1579,drive,35.68
S02001915,PH_1582,drive,2.48
S02001915,PH_1583,drive,18.14
S02001915,PH_1584,drive,22.11
S02001915,PH_1585,drive,18.75
S02001915,PH_1587,drive,11.72
S02001915,PH_1588,drive,11.72
S02001915,PH_1589,drive,7.05
S02001915,PH_1591,drive,25.64
S02001915,PH_1592,drive,27.53
S02001915,PH_1593,drive,12.11
S02001915,PH_1594,drive,28.25
S02001915,PH_1603,drive,19.3
S02001915,PH_1605,drive,29.84
S02001915,PH_1611,drive,22.19
S02001915,PH_1613,drive,29.15
S02001915,PH_1614,drive,9.5
S02001915,PH_1617,drive,33.76
S02001915,PH_1619,drive,34.48
S02001915,PH_1620,drive,14.96
S02001915,PH_1621,drive,24.91
S02001915,PH_1622,drive,25.24
S02001915,PH_1627,drive,21.68
S02001915,PH_1628,drive,10.7
S02001915,PH_1629,drive,30.63
S02001915,PH_1630,drive,31.45
S02001915,PH_1631,drive,20.46
S02001915,PH_1632,drive,18.1
S02001915,PH_1633,drive,14.1
S02001915,PH_1634,drive,30.18
S02001915,PH_1635,drive,31.45
S02001915,PH_1636,drive,32.2
S02001915,PH_1637,drive,18.63
S02001915,PH_1638,drive,7.57
S02001915,PH_1641,drive,16.03
S02001915,PH_1647,drive,36.05
S02001915,PH_1652,drive,13.94
S02001915,PH_1656,drive,8.46
S02001915,PH_1659,drive,23.48
S02001915,PH_1661,drive,11.2
S02001915,PH_1666,drive,6.92
S02001915,PH_1667,drive,25.07
S02001915,PH_1674,drive,19.69
S02001915,PH_1675,drive,31.97
S02001915,PH_1676,drive,21.4
S02001915,PH_1677,drive,22.7
S02001915,PH_1678,drive,32.2
S02001915,PH_1681,drive,20.52
S02001915,PH_1683,drive,26.57
S02001915,PH_1684,drive,33.71
S02001915,PH_1685,drive,32.94
S02001915,PH_1688,drive,22.18
S02001915,PH_1689,drive,19.81
S02001915,PH_1691,drive,28.96
S02001915,PH_1692,drive,10.44
S02001915,PH_1693,drive,14.1
S02001915,PH_1694,drive,4.91
S02001915,PH_1695,drive,22.98
S02001915,PH_1698,drive,24.85
S02001915,PH_1699,drive,23.31
S02001915,PH_1700,drive,15.35
S02001915,PH_1701,drive,31.61
S02001915,PH_1702,drive,1.92
S02001915,PH_1703,drive,11.32
S02001915,PH_1716,drive,21.98
S02001915,PH_1717,drive,21.53
S02001915,PH_1719,drive,21.86
S02001915,PH_1720,drive,11.86
S02001915,PH_1721,drive,24.9
S02001915,PH_1722,drive,11.61
S02001915,PH_1723,drive,23.77
S02001915,PH_1724,drive,27.97
S02001915,PH_1725,drive,20.41
S02001915,PH_1726,drive,24.81
S02001915,PH_1727,drive,19.17
S02001915,PH_1729,drive,32.99
S02001915,PH_1751,drive,10.7
S02001915,PH_1752,drive,33.24
S02001915,PH_1754,drive,13.97
S02001915,PH_1901,drive,16.95
S02001915,PH_1903,drive,13.57
S02001915,PH_1916,drive,17.33
S02001915,MS_1,drive,18.49
S02001915,MS_2,drive,27.99
S02001915,MS_3,drive,22.8
S02001915,MS_4,drive,22.61
S02001915,MS_5,drive,17.97
S02001915,MS_6,drive,23.37
S02001915,MS_7,drive,16.64
S02001915,MS_8,drive,15.29
S02001915,MS_9,drive,17.22
S02001915,MS_10,drive,16.4
S02001915,MS_11,drive,25.43
S02001915,MS_12,drive,22.15
S02001915,MS_13,drive,14.33
S02001915,MS_14,drive,18.29
S02001915,MS_15,drive,15.53
S02001915,MS_16,drive,14.65
S02001915,MS_17,drive,14.24
S02001915,MS_18,drive,10.78
S02001915,MS_19,drive,18.66
S02001915,MS_20,drive,14.0
S02001915,MS_21,drive,14.33
S02001915,MS_22,drive,17.46
S02001915,MS_23,drive,17.75
S02001915,MS_24,drive,9.5
S02001915,MS_25,drive,17.52
S02001915,MS_26,drive,18.2
S02001915,MS_27,drive,31.96
S02001915,MS_28,drive,17.48
S02001915,MS_29,drive,17.23
S02001915,MS_30,drive,22.23
S02001915,MS_31,drive,23.02
S02001915,MS_32,drive,21.56
S02001915,MS_33,drive,20.51
S02001915,MS_34,drive,14.41
S02001915,MS_35,drive,16.41
S02001915,MS_36,drive,16.63
S02001915,MS_37,drive,14.53
S02001915,MS_38,drive,24.51
S02001915,MS_39,drive,29.61
S02001915,MS_40,drive,22.38
S02001915,MS_41,drive,23.58
S02001915,MS_42,drive,34.6
S02001915,MS_43,drive,30.56
S02001915,MS_44,drive,30.91
S02001915,MS_45,drive,21.34
S02001915,MS_46,drive,29.54
S02001915,MS_47,drive,25.38
S02001915,MS_48,drive,15.63
S02001915,MS_49,drive,14.38
S02001915,MS_50,drive,33.67
S02001915,MS_51,drive,20.54
S02001915,MS_52,drive,13.26
S02001915,MS_53,drive,11.99
S02001915,MS_54,drive,22.61
S02001915,MS_55,drive,21.78
S02001915,MS_56,drive,21.73
S02001915,MS_57,drive,15.15
S02001915,MS_58,drive,21.97
S02001915,MS_59,drive,19.62
S02001915,MS_60,drive,21.91
S02001915,MS_61,drive,14.91
S02001915,MS_62,drive,21.19
S02001915,MS_63,drive,30.85
S02001916,GP_40008,drive,22.67
S02001916,GP_40012,drive,16.16
S02001916,GP_40031,drive,15.31
S02001916,GP_40051,drive,22.98
S02001916,GP_40070,drive,17.82
S02001916,GP_40084,drive,26.26
S02001916,GP_40121,drive,20.44
S02001916,GP_40140,drive,17.54
S02001916,GP_40154,drive,13.34
S02001916,GP_40188,drive,18.73
S02001916,GP_40192,drive,17.67
S02001916,GP_40210,drive,22.16
S02001916,GP_40277,drive,18.93
S02001916,GP_40281,drive,27.76
S02001916,GP_40296,drive,17.67
S02001916,GP_40328,drive,15.31
S02001916,GP_40332,drive,23.37
S02001916,GP_40351,drive,19.19
S02001916,GP_40390,drive,27.44
S02001916,GP_40417,drive,22.16
S02001916,GP_40421,drive,29.53
S02001916,GP_40436,drive,29.53
S02001916,GP_40455,drive,14.49
S02001916,GP_40460,drive,15.27
S02001916,GP_40493,drive,26.51
S02001916,GP_40525,drive,28.11
S02001916,GP_40544,drive,30.14
S02001916,GP_40559,drive,29.53
S02001916,GP_40563,drive,23.45
S02001916,GP_40578,drive,23.45
S02001916,GP_40629,drive,22.34
S02001916,GP_40667,drive,8.05
S02001916,GP_40718,drive,16.76
S02001916,GP_40722,drive,29.53
S02001916,GP_40737,drive,25.28
S02001916,GP_43011,drive,17.7
S02001916,GP_43063,drive,10.08
S02001916,GP_43082,drive,13.97
S02001916,GP_43097,drive,10.08
S02001916,GP_43129,drive,10.08
S02001916,GP_43133,drive,9.59
S02001916,GP_43167,drive,13.97
S02001916,GP_43186,drive,13.97
S02001916,GP_43191,drive,13.97
S02001916,GP_43203,drive,14.2
S02001916,GP_43218,drive,13.97
S02001916,GP_43237,drive,12.21
S02001916,GP_43256,drive,12.21
S02001916,GP_43275,drive,9.46
S02001916,GP_43294,drive,13.46
S02001916,GP_43307,drive,15.64
S02001916,GP_43311,drive,17.7
S02001916,GP_43326,drive,11.19
S02001916,GP_43453,drive,13.97
S02001916,GP_43468,drive,13.97
S02001916,GP_43504,drive,10.08
S02001916,GP_43538,drive,12.21
S02001916,GP_43542,drive,12.21
S02001916,GP_43576,drive,17.7
S02001916,GP_46019,drive,7.36
S02001916,GP_46023,drive,8.03
S02001916,GP_46057,drive,4.12
S02001916,GP_46061,drive,7.36
S02001916,GP_46081,drive,5.5
S02001916,GP_46112,drive,4.35
S02001916,GP_46127,drive,6.43
S02001916,GP_46131,drive,6.74
S02001916,GP_46146,drive,4.31
S02001916,GP_46151,drive,7.45
S02001916,GP_46165,drive,5.5
S02001916,GP_46184,drive,9.87
S02001916,GP_46201,drive,3.48
S02001916,GP_46216,drive,12.34
S02001916,GP_46292,drive,3.48
S02001916,GP_46305,drive,12.34
S02001916,GP_46339,drive,7.09
S02001916,GP_46343,drive,7.56
S02001916,GP_46381,drive,8.03
S02001916,GP_46396,drive,8.03
S02001916,GP_46428,drive,8.03
S02001916,GP_46447,drive,8.03
S02001916,GP_46451,drive,9.16
S02001916,GP_46471,drive,9.16
S02001916,GP_46521,drive,2.44
S02001916,GP_46555,drive,8.03
S02001916,GP_46560,drive,6.13
S02001916,GP_46574,drive,8.03
S02001916,GP_46589,drive,8.05
S02001916,GP_46606,drive,8.03
S02001916,GP_46611,drive,8.03
S02001916,GP_46625,drive,4.78
S02001916,GP_46630,drive,9.16
S02001916,GP_49041,drive,14.6
S02001916,GP_49074,drive,12.56
S02001916,GP_49093,drive,15.44
S02001916,GP_49411,drive,16.9
S02001916,GP_49106,drive,19.53
S02001916,GP_49130,drive,16.94
S02001916,GP_49144,drive,16.32
S02001916,GP_49178,drive,14.6
S02001916,GP_49200,drive,18.4
S02001916,GP_49248,drive,19.06
S02001916,GP_49267,drive,14.34
S02001916,GP_49271,drive,18.67
S02001916,GP_49286,drive,15.95
S02001916,GP_49318,drive,17.61
S02001916,GP_49375,drive,15.18
S02001916,GP_49553,drive,19.09
S02001916,GP_49604,drive,12.56
S02001916,GP_49676,drive,16.55
S02001916,GP_49681,drive,15.89
S02001916,GP_49712,drive,17.67
S02001916,GP_49751,drive,19.57
S02001916,GP_49765,drive,19.53
S02001916,GP_49770,drive,16.9
S02001916,GP_49801,drive,16.55
S02001916,GP_52005,drive,17.87
S02001916,GP_52010,drive,19.45
S02001916,GP_52024,drive,25.9
S02001916,GP_52039,drive,14.6
S02001916,GP_52043,drive,25.48
S02001916,GP_52058,drive,17.43
S02001916,GP_52062,drive,22.71
S02001916,GP_52096,drive,22.71
S02001916,GP_52109,drive,18.27
S02001916,GP_52128,drive,15.79
S02001916,GP_52147,drive,28.95
S02001916,GP_52151,drive,17.34
S02001916,GP_52185,drive,24.88
S02001916,GP_52202,drive,15.06
S02001916,GP_52217,drive,15.79
S02001916,GP_52241,drive,24.11
S02001916,GP_52260,drive,15.79
S02001916,GP_52293,drive,27.16
S02001916,GP_52330,drive,22.71
S02001916,GP_52344,drive,29.52
S02001916,GP_52359,drive,22.71
S02001916,GP_52400,drive,27.16
S02001916,GP_52414,drive,24.88
S02001916,GP_52429,drive,19.97
S02001916,PH_1030,drive,13.15
S02001916,PH_1036,drive,8.39
S02001916,PH_1039,drive,9.82
S02001916,PH_1041,drive,18.74
S02001916,PH_1044,drive,9.4
S02001916,PH_1050,drive,16.64
S02001916,PH_1056,drive,17.95
S02001916,PH_1057,drive,9.87
S02001916,PH_1059,drive,12.54
S02001916,PH_1064,drive,18.22
S02001916,PH_1066,drive,24.65
S02001916,PH_1068,drive,12.02
S02001916,PH_1076,drive,15.54
S02001916,PH_1078,drive,8.02
S02001916,PH_1095,drive,7.45
S02001916,PH_1133,drive,9.87
S02001916,PH_1134,drive,7.2
S02001916,PH_1143,drive,18.74
S02001916,PH_1204,drive,11.19
S02001916,PH_1205,drive,20.52
S02001916,PH_1208,drive,25.24
S02001916,PH_1214,drive,14.45
S02001916,PH_1230,drive,20.5
S02001916,PH_1258,drive,3.48
S02001916,PH_1299,drive,6.11
S02001916,PH_1308,drive,17.7
S02001916,PH_1311,drive,15.79
S02001916,PH_1315,drive,20.74
S02001916,PH_1341,drive,15.75
S02001916,PH_1344,drive,21.1
S02001916,PH_1358,drive,9.72
S02001916,PH_1363,drive,6.05
S02001916,PH_1370,drive,21.78
S02001916,PH_1371,drive,5.84
S02001916,PH_1375,drive,15.6
S02001916,PH_1376,drive,22.36
S02001916,PH_1377,drive,17.98
S02001916,PH_1392,drive,20.81
S02001916,PH_1394,drive,16.4
S02001916,PH_1406,drive,25.18
S02001916,PH_1448,drive,5.5
S02001916,PH_1466,drive,4.12
S02001916,PH_1470,drive,5.7
S02001916,PH_1478,drive,18.56
S02001916,PH_1497,drive,5.39
S02001916,PH_1502,drive,8.52
S02001916,PH_1508,drive,10.33
S02001916,PH_1509,drive,6.56
S02001916,PH_1510,drive,10.33
S02001916,PH_1511,drive,13.83
S02001916,PH_1512,drive,4.35
S02001916,PH_1515,drive,16.94
S02001916,PH_1520,drive,19.58
S02001916,PH_1525,drive,23.81
S02001916,PH_1527,drive,14.2
S02001916,PH_1528,drive,17.52
S02001916,PH_1529,drive,11.66
S02001916,PH_1530,drive,24.46
S02001916,PH_1531,drive,19.57
S02001916,PH_1536,drive,5.74
S02001916,PH_1538,drive,20.52
S02001916,PH_1539,drive,16.98
S02001916,PH_1540,drive,18.69
S02001916,PH_1541,drive,15.18
S02001916,PH_1542,drive,16.18
S02001916,PH_1545,drive,24.46
S02001916,PH_1553,drive,17.99
S02001916,PH_1559,drive,22.67
S02001916,PH_1560,drive,15.29
S02001916,PH_1562,drive,14.57
S02001916,PH_1563,drive,28.8
S02001916,PH_1564,drive,15.54
S02001916,PH_1565,drive,12.1
S02001916,PH_1566,drive,31.06
S02001916,PH_1567,drive,30.14
S02001916,PH_1568,drive,30.16
S02001916,PH_1575,drive,16.64
S02001916,PH_1576,drive,25.54
S02001916,PH_1579,drive,29.61
S02001916,PH_1582,drive,6.58
S02001916,PH_1583,drive,12.66
S02001916,PH_1584,drive,16.03
S02001916,PH_1585,drive,15.17
S02001916,PH_1587,drive,5.65
S02001916,PH_1588,drive,5.65
S02001916,PH_1589,drive,2.64
S02001916,PH_1591,drive,19.56
S02001916,PH_1592,drive,22.14
S02001916,PH_1593,drive,12.6
S02001916,PH_1594,drive,22.18
S02001916,PH_1603,drive,13.27
S02001916,PH_1605,drive,24.03
S02001916,PH_1611,drive,16.12
S02001916,PH_1613,drive,23.34
S02001916,PH_1614,drive,3.43
S02001916,PH_1617,drive,27.69
S02001916,PH_1619,drive,28.41
S02001916,PH_1620,drive,8.89
S02001916,PH_1621,drive,18.84
S02001916,PH_1622,drive,19.17
S02001916,PH_1627,drive,17.76
S02001916,PH_1628,drive,7.41
S02001916,PH_1629,drive,24.56
S02001916,PH_1630,drive,26.06
S02001916,PH_1631,drive,15.07
S02001916,PH_1632,drive,12.02
S02001916,PH_1633,drive,8.03
S02001916,PH_1634,drive,24.11
S02001916,PH_1635,drive,26.06
S02001916,PH_1636,drive,26.8
S02001916,PH_1637,drive,13.23
S02001916,PH_1638,drive,11.42
S02001916,PH_1641,drive,9.96
S02001916,PH_1647,drive,29.98
S02001916,PH_1652,drive,9.64
S02001916,PH_1656,drive,5.89
S02001916,PH_1659,drive,17.67
S02001916,PH_1661,drive,6.7
S02001916,PH_1666,drive,1.31
S02001916,PH_1667,drive,19.57
S02001916,PH_1674,drive,14.3
S02001916,PH_1675,drive,25.9
S02001916,PH_1676,drive,15.32
S02001916,PH_1677,drive,16.63
S02001916,PH_1678,drive,26.13
S02001916,PH_1681,drive,14.49
S02001916,PH_1683,drive,20.5
S02001916,PH_1684,drive,27.89
S02001916,PH_1685,drive,26.86
S02001916,PH_1688,drive,16.1
S02001916,PH_1689,drive,16.23
S02001916,PH_1691,drive,22.89
S02001916,PH_1692,drive,6.8
S02001916,PH_1693,drive,8.03
S02001916,PH_1694,drive,9.16
S02001916,PH_1695,drive,16.91
S02001916,PH_1698,drive,18.78
S02001916,PH_1699,drive,17.24
S02001916,PH_1700,drive,9.87
S02001916,PH_1701,drive,25.8
S02001916,PH_1702,drive,4.92
S02001916,PH_1703,drive,5.83
S02001916,PH_1716,drive,15.9
S02001916,PH_1717,drive,15.46
S02001916,PH_1719,drive,15.79
S02001916,PH_1720,drive,12.34
S02001916,PH_1721,drive,19.79
S02001916,PH_1722,drive,8.98
S02001916,PH_1723,drive,17.95
S02001916,PH_1724,drive,22.16
S02001916,PH_1725,drive,14.34
S02001916,PH_1726,drive,19.0
S02001916,PH_1727,drive,13.77
S02001916,PH_1729,drive,27.6
S02001916,PH_1751,drive,4.62
S02001916,PH_1752,drive,27.16
S02001916,PH_1754,drive,10.33
S02001916,PH_1901,drive,10.88
S02001916,PH_1903,drive,10.51
S02001916,PH_1916,drive,11.67
S02001916,MS_1,drive,12.46
S02001916,MS_2,drive,22.2
S02001916,MS_3,drive,16.78
S02001916,MS_4,drive,16.59
S02001916,MS_5,drive,11.9
S02001916,MS_6,drive,17.3
S02001916,MS_7,drive,10.57
S02001916,MS_8,drive,9.21
S02001916,MS_9,drive,11.74
S02001916,MS_10,drive,10.74
S02001916,MS_11,drive,20.03
S02001916,MS_12,drive,16.76
S02001916,MS_13,drive,8.26
S02001916,MS_14,drive,12.22
S02001916,MS_15,drive,9.87
S02001916,MS_16,drive,8.74
S02001916,MS_17,drive,8.33
S02001916,MS_18,drive,10.62
S02001916,MS_19,drive,12.76
S02001916,MS_20,drive,8.09
S02001916,MS_21,drive,8.41
S02001916,MS_22,drive,11.43
S02001916,MS_23,drive,11.67
S02001916,MS_24,drive,3.43
S02001916,MS_25,drive,11.85
S02001916,MS_26,drive,12.18
S02001916,MS_27,drive,25.88
S02001916,MS_28,drive,11.41
S02001916,MS_29,drive,11.16
S02001916,MS_30,drive,16.2
S02001916,MS_31,drive,16.99
S02001916,MS_32,drive,15.54
S02001916,MS_33,drive,14.43
S02001916,MS_34,drive,10.77
S02001916,MS_35,drive,12.77
S02001916,MS_36,drive,13.0
S02001916,MS_37,drive,10.89
S02001916,MS_38,drive,18.48
S02001916,MS_39,drive,23.53
S02001916,MS_40,drive,16.57
S02001916,MS_41,drive,17.77
S02001916,MS_42,drive,28.53
S02001916,MS_43,drive,25.17
S02001916,MS_44,drive,24.83
S02001916,MS_45,drive,15.32
S02001916,MS_46,drive,23.46
S02001916,MS_47,drive,19.89
S02001916,MS_48,drive,10.15
S02001916,MS_49,drive,8.88
S02001916,MS_50,drive,28.28
S02001916,MS_51,drive,14.47
S02001916,MS_52,drive,7.52
S02001916,MS_53,drive,7.48
S02001916,MS_54,drive,17.21
S02001916,MS_55,drive,16.39
S02001916,MS_56,drive,16.34
S02001916,MS_57,drive,9.49
S02001916,MS_58,drive,15.98
S02001916,MS_59,drive,13.6
S02001916,MS_60,drive,15.83
S02001916,MS_61,drive,8.84
S02001916,MS_62,drive,15.11
S02001916,MS_63,drive,24.78
S02001917,GP_40008,drive,21.0
S02001917,GP_40012,drive,14.75
S02001917,GP_40031,drive,14.33
S02001917,GP_40051,drive,21.58
S02001917,GP_40070,drive,16.92
S02001917,GP_40084,drive,24.85
S02001917,GP_40121,drive,19.54
S02001917,GP_40140,drive,16.14
S02001917,GP_40154,drive,11.94
S02001917,GP_40188,drive,17.33
S02001917,GP_40192,drive,16.77
S02001917,GP_40210,drive,21.25
S02001917,GP_40277,drive,18.03
S02001917,GP_40281,drive,26.23
S02001917,GP_40296,drive,16.77
S02001917,GP_40328,drive,14.33
S02001917,GP_40332,drive,21.96
S02001917,GP_40351,drive,17.92
S02001917,GP_40390,drive,26.04
S02001917,GP_40417,drive,21.25
S02001917,GP_40421,drive,28.12
S02001917,GP_40436,drive,28.12
S02001917,GP_40455,drive,13.82
S02001917,GP_40460,drive,13.86
S02001917,GP_40493,drive,25.1
S02001917,GP_40525,drive,27.21
S02001917,GP_40544,drive,28.74
S02001917,GP_40559,drive,28.12
S02001917,GP_40563,drive,22.54
S02001917,GP_40578,drive,22.54
S02001917,GP_40629,drive,21.44
S02001917,GP_40667,drive,9.76
S02001917,GP_40718,drive,15.62
S02001917,GP_40722,drive,28.12
S02001917,GP_40737,drive,24.38
S02001917,GP_43011,drive,15.64
S02001917,GP_43063,drive,6.73
S02001917,GP_43082,drive,12.79
S02001917,GP_43097,drive,6.73
S02001917,GP_43129,drive,6.73
S02001917,GP_43133,drive,6.82
S02001917,GP_43167,drive,12.79
S02001917,GP_43186,drive,12.79
S02001917,GP_43191,drive,12.79
S02001917,GP_43203,drive,13.02
S02001917,GP_43218,drive,12.79
S02001917,GP_43237,drive,10.62
S02001917,GP_43256,drive,10.62
S02001917,GP_43275,drive,5.9
S02001917,GP_43294,drive,10.85
S02001917,GP_43307,drive,12.3
S02001917,GP_43311,drive,15.64
S02001917,GP_43326,drive,7.85
S02001917,GP_43453,drive,12.79
S02001917,GP_43468,drive,12.79
S02001917,GP_43504,drive,6.73
S02001917,GP_43538,drive,10.62
S02001917,GP_43542,drive,10.62
S02001917,GP_43576,drive,15.64
S02001917,GP_46019,drive,7.88
S02001917,GP_46023,drive,9.75
S02001917,GP_46057,drive,0.78
