iz_code,site_id,mode,travel_time_min
S02001842,GP_40008,drive,25.8
S02001842,GP_40012,drive,23.68
S02001842,GP_40031,drive,20.72
S02001842,GP_40051,drive,25.89
S02001842,GP_40070,drive,23.23
S02001842,GP_40084,drive,25.95
S02001842,GP_40121,drive,22.25
S02001842,GP_40140,drive,24.97
S02001842,GP_40154,drive,21.14
S02001842,GP_40188,drive,24.62
S02001842,GP_40192,drive,23.08
S02001842,GP_40210,drive,21.61
S02001842,GP_40277,drive,22.96
S02001842,GP_40281,drive,30.86
S02001842,GP_40296,drive,23.08
S02001842,GP_40328,drive,20.72
S02001842,GP_40332,drive,26.47
S02001842,GP_40351,drive,24.73
S02001842,GP_40390,drive,28.95
S02001842,GP_40417,drive,21.61
S02001842,GP_40421,drive,31.62
S02001842,GP_40436,drive,31.62
S02001842,GP_40455,drive,19.9
S02001842,GP_40460,drive,22.27
S02001842,GP_40493,drive,26.2
S02001842,GP_40525,drive,27.45
S02001842,GP_40544,drive,31.77
S02001842,GP_40559,drive,31.62
S02001842,GP_40563,drive,22.9
S02001842,GP_40578,drive,22.9
S02001842,GP_40629,drive,21.79
S02001842,GP_40667,drive,19.96
S02001842,GP_40718,drive,23.46
S02001842,GP_40722,drive,31.62
S02001842,GP_40737,drive,24.73
S02001842,GP_43011,drive,26.4
S02001842,GP_43063,drive,24.85
S02001842,GP_43082,drive,23.19
S02001842,GP_43097,drive,24.85
S02001842,GP_43129,drive,24.85
S02001842,GP_43133,drive,23.64
S02001842,GP_43167,drive,23.19
S02001842,GP_43186,drive,23.19
S02001842,GP_43191,drive,23.19
S02001842,GP_43203,drive,22.23
S02001842,GP_43218,drive,23.19
S02001842,GP_43237,drive,23.68
S02001842,GP_43256,drive,23.68
S02001842,GP_43275,drive,29.23
S02001842,GP_43294,drive,24.93
S02001842,GP_43307,drive,29.63
S02001842,GP_43311,drive,26.4
S02001842,GP_43326,drive,25.37
S02001842,GP_43453,drive,23.19
S02001842,GP_43468,drive,23.19
S02001842,GP_43504,drive,24.85
S02001842,GP_43538,drive,23.68
S02001842,GP_43542,drive,23.68
S02001842,GP_43576,drive,26.4
S02001842,GP_46019,drive,25.35
S02001842,GP_46023,drive,20.22
S02001842,GP_46057,drive,26.7
S02001842,GP_46061,drive,25.35
S02001842,GP_46081,drive,26.84
S02001842,GP_46112,drive,30.94
S02001842,GP_46127,drive,21.27
S02001842,GP_46131,drive,24.1
S02001842,GP_46146,drive,24.84
S02001842,GP_46151,drive,22.33
S02001842,GP_46165,drive,26.84
S02001842,GP_46184,drive,19.57
S02001842,GP_46201,drive,28.47
S02001842,GP_46216,drive,34.59
S02001842,GP_46292,drive,28.47
S02001842,GP_46305,drive,34.59
S02001842,GP_46339,drive,25.79
S02001842,GP_46343,drive,26.8
S02001842,GP_46381,drive,20.22
S02001842,GP_46396,drive,20.22
S02001842,GP_46428,drive,20.22
S02001842,GP_46447,drive,20.22
S02001842,GP_46451,drive,34.42
S02001842,GP_46471,drive,34.42
S02001842,GP_46521,drive,27.02
S02001842,GP_46555,drive,20.22
S02001842,GP_46560,drive,22.29
S02001842,GP_46574,drive,20.22
S02001842,GP_46589,drive,19.96
S02001842,GP_46606,drive,20.22
S02001842,GP_46611,drive,20.22
S02001842,GP_46625,drive,23.08
S02001842,GP_46630,drive,34.42
S02001842,GP_49041,drive,14.06
S02001842,GP_49074,drive,16.71
S02001842,GP_49093,drive,13.58
S02001842,GP_49411,drive,14.8
S02001842,GP_49106,drive,15.51
S02001842,GP_49130,drive,11.83
S02001842,GP_49144,drive,12.29
S02001842,GP_49178,drive,14.06
S02001842,GP_49200,drive,8.89
S02001842,GP_49248,drive,10.9
S02001842,GP_49267,drive,13.53
S02001842,GP_49271,drive,8.91
S02001842,GP_49286,drive,11.34
S02001842,GP_49318,drive,9.96
S02001842,GP_49375,drive,15.94
S02001842,GP_49553,drive,8.75
S02001842,GP_49604,drive,16.71
S02001842,GP_49676,drive,13.66
S02001842,GP_49681,drive,12.55
S02001842,GP_49712,drive,10.47
S02001842,GP_49751,drive,17.62
S02001842,GP_49765,drive,15.51
S02001842,GP_49770,drive,14.8
S02001842,GP_49801,drive,13.66
S02001842,GP_52005,drive,15.22
S02001842,GP_52010,drive,14.2
S02001842,GP_52024,drive,14.83
S02001842,GP_52039,drive,14.06
S02001842,GP_52043,drive,9.0
S02001842,GP_52058,drive,16.24
S02001842,GP_52062,drive,17.66
S02001842,GP_52096,drive,17.66
S02001842,GP_52109,drive,14.24
S02001842,GP_52128,drive,16.09
S02001842,GP_52147,drive,3.76
S02001842,GP_52151,drive,10.15
S02001842,GP_52185,drive,12.95
S02001842,GP_52202,drive,16.23
S02001842,GP_52217,drive,16.09
S02001842,GP_52241,drive,14.73
S02001842,GP_52260,drive,16.09
S02001842,GP_52293,drive,7.29
S02001842,GP_52330,drive,17.66
S02001842,GP_52344,drive,10.1
S02001842,GP_52359,drive,17.66
S02001842,GP_52400,drive,7.29
S02001842,GP_52414,drive,12.95
S02001842,GP_52429,drive,7.93
S02001842,PH_1030,drive,24.62
S02001842,PH_1036,drive,31.52
S02001842,PH_1039,drive,19.79
S02001842,PH_1041,drive,14.79
S02001842,PH_1044,drive,34.41
S02001842,PH_1050,drive,23.42
S02001842,PH_1056,drive,23.36
S02001842,PH_1057,drive,20.18
S02001842,PH_1059,drive,24.01
S02001842,PH_1064,drive,9.07
S02001842,PH_1066,drive,14.12
S02001842,PH_1068,drive,19.85
S02001842,PH_1076,drive,12.33
S02001842,PH_1078,drive,21.98
S02001842,PH_1095,drive,22.33
S02001842,PH_1133,drive,19.57
S02001842,PH_1134,drive,26.44
S02001842,PH_1143,drive,8.55
S02001842,PH_1204,drive,28.34
S02001842,PH_1205,drive,17.27
S02001842,PH_1208,drive,13.6
S02001842,PH_1214,drive,13.45
S02001842,PH_1230,drive,22.13
S02001842,PH_1258,drive,28.47
S02001842,PH_1299,drive,23.47
S02001842,PH_1308,drive,26.4
S02001842,PH_1311,drive,16.09
S02001842,PH_1315,drive,22.88
S02001842,PH_1341,drive,23.27
S02001842,PH_1344,drive,25.31
S02001842,PH_1358,drive,31.29
S02001842,PH_1363,drive,27.13
S02001842,PH_1370,drive,16.75
S02001842,PH_1371,drive,23.92
S02001842,PH_1375,drive,28.19
S02001842,PH_1376,drive,17.24
S02001842,PH_1377,drive,10.1
S02001842,PH_1392,drive,29.5
S02001842,PH_1394,drive,25.09
S02001842,PH_1406,drive,9.22
S02001842,PH_1448,drive,26.84
S02001842,PH_1466,drive,26.7
S02001842,PH_1470,drive,22.16
S02001842,PH_1478,drive,24.28
S02001842,PH_1497,drive,23.63
S02001842,PH_1502,drive,31.99
S02001842,PH_1508,drive,24.54
S02001842,PH_1509,drive,27.65
S02001842,PH_1510,drive,24.54
S02001842,PH_1511,drive,25.3
S02001842,PH_1512,drive,30.94
S02001842,PH_1515,drive,11.83
S02001842,PH_1520,drive,8.34
S02001842,PH_1525,drive,26.91
S02001842,PH_1527,drive,22.23
S02001842,PH_1528,drive,26.21
S02001842,PH_1529,drive,33.95
S02001842,PH_1530,drive,13.13
S02001842,PH_1531,drive,17.62
S02001842,PH_1536,drive,26.78
S02001842,PH_1538,drive,17.27
S02001842,PH_1539,drive,22.38
S02001842,PH_1540,drive,14.6
S02001842,PH_1541,drive,15.94
S02001842,PH_1542,drive,12.15
S02001842,PH_1545,drive,13.13
S02001842,PH_1553,drive,15.53
S02001842,PH_1559,drive,25.8
S02001842,PH_1560,drive,20.69
S02001842,PH_1562,drive,14.51
S02001842,PH_1563,drive,32.98
S02001842,PH_1564,drive,12.33
S02001842,PH_1565,drive,16.54
S02001842,PH_1566,drive,32.69
S02001842,PH_1567,drive,31.77
S02001842,PH_1568,drive,31.79
S02001842,PH_1575,drive,23.42
S02001842,PH_1576,drive,13.9
S02001842,PH_1579,drive,10.18
S02001842,PH_1582,drive,33.3
S02001842,PH_1583,drive,24.13
S02001842,PH_1584,drive,12.91
S02001842,PH_1585,drive,29.61
S02001842,PH_1587,drive,21.81
S02001842,PH_1588,drive,21.81
S02001842,PH_1589,drive,26.89
S02001842,PH_1591,drive,8.37
S02001842,PH_1592,drive,25.27
S02001842,PH_1593,drive,35.04
S02001842,PH_1594,drive,12.82
S02001842,PH_1603,drive,19.45
S02001842,PH_1605,drive,23.48
S02001842,PH_1611,drive,13.52
S02001842,PH_1613,drive,22.8
S02001842,PH_1614,drive,24.04
S02001842,PH_1617,drive,10.63
S02001842,PH_1619,drive,2.42
S02001842,PH_1620,drive,18.57
S02001842,PH_1621,drive,14.82
S02001842,PH_1622,drive,10.36
S02001842,PH_1627,drive,29.23
S02001842,PH_1628,drive,26.65
S02001842,PH_1629,drive,20.54
S02001842,PH_1630,drive,25.84
S02001842,PH_1631,drive,23.18
S02001842,PH_1632,drive,16.46
S02001842,PH_1633,drive,20.22
S02001842,PH_1634,drive,14.73
S02001842,PH_1635,drive,25.84
S02001842,PH_1636,drive,27.73
S02001842,PH_1637,drive,21.03
S02001842,PH_1638,drive,36.44
S02001842,PH_1641,drive,17.78
S02001842,PH_1647,drive,5.09
S02001842,PH_1652,drive,23.69
S02001842,PH_1656,drive,26.95
S02001842,PH_1659,drive,23.08
S02001842,PH_1661,drive,24.06
S02001842,PH_1666,drive,27.09
S02001842,PH_1667,drive,17.62
S02001842,PH_1674,drive,21.82
S02001842,PH_1675,drive,14.83
S02001842,PH_1676,drive,16.5
S02001842,PH_1677,drive,15.86
S02001842,PH_1678,drive,3.01
S02001842,PH_1681,drive,19.9
S02001842,PH_1683,drive,13.73
S02001842,PH_1684,drive,27.35
S02001842,PH_1685,drive,0.38
S02001842,PH_1688,drive,12.65
S02001842,PH_1689,drive,30.48
S02001842,PH_1691,drive,5.81
S02001842,PH_1692,drive,26.69
S02001842,PH_1693,drive,20.22
S02001842,PH_1694,drive,34.42
S02001842,PH_1695,drive,11.52
S02001842,PH_1698,drive,11.29
S02001842,PH_1699,drive,10.05
S02001842,PH_1700,drive,22.93
S02001842,PH_1701,drive,25.26
S02001842,PH_1702,drive,31.51
S02001842,PH_1703,drive,23.19
S02001842,PH_1716,drive,12.53
S02001842,PH_1717,drive,13.13
S02001842,PH_1719,drive,16.09
S02001842,PH_1720,drive,34.59
S02001842,PH_1721,drive,27.31
S02001842,PH_1722,drive,28.75
S02001842,PH_1723,drive,23.36
S02001842,PH_1724,drive,21.61
S02001842,PH_1725,drive,13.82
S02001842,PH_1726,drive,23.02
S02001842,PH_1727,drive,23.13
S02001842,PH_1729,drive,30.7
S02001842,PH_1751,drive,23.24
S02001842,PH_1752,drive,7.29
S02001842,PH_1754,drive,24.54
S02001842,PH_1901,drive,17.75
S02001842,PH_1903,drive,26.52
S02001842,PH_1916,drive,19.24
S02001842,MS_1,drive,18.1
S02001842,MS_2,drive,22.97
S02001842,MS_3,drive,19.91
S02001842,MS_4,drive,19.72
S02001842,MS_5,drive,17.11
S02001842,MS_6,drive,17.03
S02001842,MS_7,drive,17.72
S02001842,MS_8,drive,18.74
S02001842,MS_9,drive,19.89
S02001842,MS_10,drive,19.76
S02001842,MS_11,drive,26.69
S02001842,MS_12,drive,23.46
S02001842,MS_13,drive,19.76
S02001842,MS_14,drive,16.79
S02001842,MS_15,drive,20.18
S02001842,MS_16,drive,19.48
S02001842,MS_17,drive,19.7
S02001842,MS_18,drive,32.19
S02001842,MS_19,drive,19.39
S02001842,MS_20,drive,19.88
S02001842,MS_21,drive,19.79
S02001842,MS_22,drive,19.63
S02001842,MS_23,drive,17.53
S02001842,MS_24,drive,24.04
S02001842,MS_25,drive,18.65
S02001842,MS_26,drive,17.82
S02001842,MS_27,drive,21.87
S02001842,MS_28,drive,16.97
S02001842,MS_29,drive,16.53
S02001842,MS_30,drive,18.99
S02001842,MS_31,drive,20.13
S02001842,MS_32,drive,18.33
S02001842,MS_33,drive,15.66
S02001842,MS_34,drive,25.9
S02001842,MS_35,drive,27.9
S02001842,MS_36,drive,28.07
S02001842,MS_37,drive,26.02
S02001842,MS_38,drive,22.06
S02001842,MS_39,drive,14.33
S02001842,MS_40,drive,21.98
S02001842,MS_41,drive,23.18
S02001842,MS_42,drive,3.34
S02001842,MS_43,drive,26.18
S02001842,MS_44,drive,18.26
S02001842,MS_45,drive,18.45
S02001842,MS_46,drive,18.59
S02001842,MS_47,drive,20.46
S02001842,MS_48,drive,20.63
S02001842,MS_49,drive,21.18
S02001842,MS_50,drive,31.38
S02001842,MS_51,drive,16.63
S02001842,MS_52,drive,21.06
S02001842,MS_53,drive,23.54
S02001842,MS_54,drive,23.68
S02001842,MS_55,drive,24.87
S02001842,MS_56,drive,25.03
S02001842,MS_57,drive,21.29
S02001842,MS_58,drive,21.38
S02001842,MS_59,drive,19.53
S02001842,MS_60,drive,17.0
S02001842,MS_61,drive,19.59
S02001842,MS_62,drive,14.92
S02001842,MS_63,drive,18.48
S02001843,GP_40008,drive,25.89
S02001843,GP_40012,drive,24.06
S02001843,GP_40031,drive,20.81
S02001843,GP_40051,drive,25.98
S02001843,GP_40070,drive,23.32
S02001843,GP_40084,drive,26.04
S02001843,GP_40121,drive,22.34
S02001843,GP_40140,drive,25.21
S02001843,GP_40154,drive,21.53
S02001843,GP_40188,drive,24.71
S02001843,GP_40192,drive,23.16
S02001843,GP_40210,drive,21.7
S02001843,GP_40277,drive,23.05
S02001843,GP_40281,drive,30.95
S02001843,GP_40296,drive,23.16
S02001843,GP_40328,drive,20.81
S02001843,GP_40332,drive,26.56
S02001843,GP_40351,drive,24.82
S02001843,GP_40390,drive,28.2
S02001843,GP_40417,drive,21.7
S02001843,GP_40421,drive,30.87
S02001843,GP_40436,drive,30.87
S02001843,GP_40455,drive,19.98
S02001843,GP_40460,drive,22.66
S02001843,GP_40493,drive,26.29
S02001843,GP_40525,drive,26.69
S02001843,GP_40544,drive,31.01
S02001843,GP_40559,drive,30.87
S02001843,GP_40563,drive,22.99
S02001843,GP_40578,drive,22.99
S02001843,GP_40629,drive,21.88
S02001843,GP_40667,drive,20.34
S02001843,GP_40718,drive,23.55
S02001843,GP_40722,drive,30.87
S02001843,GP_40737,drive,24.82
S02001843,GP_43011,drive,26.78
S02001843,GP_43063,drive,25.23
S02001843,GP_43082,drive,23.57
S02001843,GP_43097,drive,25.23
S02001843,GP_43129,drive,25.23
S02001843,GP_43133,drive,24.02
S02001843,GP_43167,drive,23.57
S02001843,GP_43186,drive,23.57
S02001843,GP_43191,drive,23.57
S02001843,GP_43203,drive,22.61
S02001843,GP_43218,drive,23.57
S02001843,GP_43237,drive,24.06
S02001843,GP_43256,drive,24.06
S02001843,GP_43275,drive,29.61
S02001843,GP_43294,drive,25.31
S02001843,GP_43307,drive,30.01
S02001843,GP_43311,drive,26.78
S02001843,GP_43326,drive,25.75
S02001843,GP_43453,drive,23.57
S02001843,GP_43468,drive,23.57
S02001843,GP_43504,drive,25.23
S02001843,GP_43538,drive,24.06
S02001843,GP_43542,drive,24.06
S02001843,GP_43576,drive,26.78
S02001843,GP_46019,drive,25.73
S02001843,GP_46023,drive,20.6
S02001843,GP_46057,drive,27.08
S02001843,GP_46061,drive,25.73
S02001843,GP_46081,drive,27.22
S02001843,GP_46112,drive,31.32
S02001843,GP_46127,drive,21.65
S02001843,GP_46131,drive,24.48
S02001843,GP_46146,drive,25.22
S02001843,GP_46151,drive,22.71
S02001843,GP_46165,drive,27.22
S02001843,GP_46184,drive,19.95
S02001843,GP_46201,drive,28.85
S02001843,GP_46216,drive,34.97
S02001843,GP_46292,drive,28.85
S02001843,GP_46305,drive,34.97
S02001843,GP_46339,drive,26.17
S02001843,GP_46343,drive,27.18
S02001843,GP_46381,drive,20.6
S02001843,GP_46396,drive,20.6
S02001843,GP_46428,drive,20.6
S02001843,GP_46447,drive,20.6
S02001843,GP_46451,drive,34.8
S02001843,GP_46471,drive,34.8
S02001843,GP_46521,drive,27.4
S02001843,GP_46555,drive,20.6
S02001843,GP_46560,drive,22.67
S02001843,GP_46574,drive,20.6
S02001843,GP_46589,drive,20.34
S02001843,GP_46606,drive,20.6
S02001843,GP_46611,drive,20.6
S02001843,GP_46625,drive,23.47
S02001843,GP_46630,drive,34.8
S02001843,GP_49041,drive,14.45
S02001843,GP_49074,drive,17.09
S02001843,GP_49093,drive,13.96
S02001843,GP_49411,drive,15.83
S02001843,GP_49106,drive,16.54
S02001843,GP_49130,drive,12.61
S02001843,GP_49144,drive,12.38
S02001843,GP_49178,drive,14.45
S02001843,GP_49200,drive,9.68
S02001843,GP_49248,drive,11.93
S02001843,GP_49267,drive,13.91
S02001843,GP_49271,drive,9.0
S02001843,GP_49286,drive,11.72
S02001843,GP_49318,drive,10.75
S02001843,GP_49375,drive,16.73
S02001843,GP_49553,drive,9.1
S02001843,GP_49604,drive,17.09
S02001843,GP_49676,drive,13.75
S02001843,GP_49681,drive,13.34
S02001843,GP_49712,drive,10.86
S02001843,GP_49751,drive,18.65
S02001843,GP_49765,drive,16.54
S02001843,GP_49770,drive,15.83
S02001843,GP_49801,drive,13.75
S02001843,GP_52005,drive,15.31
S02001843,GP_52010,drive,15.22
S02001843,GP_52024,drive,14.07
S02001843,GP_52039,drive,14.45
S02001843,GP_52043,drive,9.09
S02001843,GP_52058,drive,16.33
S02001843,GP_52062,drive,17.75
S02001843,GP_52096,drive,17.75
S02001843,GP_52109,drive,14.33
S02001843,GP_52128,drive,16.18
S02001843,GP_52147,drive,2.42
S02001843,GP_52151,drive,10.53
S02001843,GP_52185,drive,13.04
S02001843,GP_52202,drive,16.32
S02001843,GP_52217,drive,16.18
S02001843,GP_52241,drive,14.82
S02001843,GP_52260,drive,16.18
S02001843,GP_52293,drive,7.36
S02001843,GP_52330,drive,17.75
S02001843,GP_52344,drive,8.76
S02001843,GP_52359,drive,17.75
S02001843,GP_52400,drive,7.36
S02001843,GP_52414,drive,13.04
S02001843,GP_52429,drive,8.02
S02001843,PH_1030,drive,25.0
S02001843,PH_1036,drive,31.9
S02001843,PH_1039,drive,20.18
S02001843,PH_1041,drive,15.81
S02001843,PH_1044,drive,34.8
S02001843,PH_1050,drive,23.77
S02001843,PH_1056,drive,23.45
S02001843,PH_1057,drive,20.57
S02001843,PH_1059,drive,24.39
S02001843,PH_1064,drive,9.86
S02001843,PH_1066,drive,13.43
S02001843,PH_1068,drive,20.23
S02001843,PH_1076,drive,12.71
S02001843,PH_1078,drive,22.36
S02001843,PH_1095,drive,22.71
S02001843,PH_1133,drive,19.95
S02001843,PH_1134,drive,26.82
S02001843,PH_1143,drive,9.34
S02001843,PH_1204,drive,29.13
S02001843,PH_1205,drive,17.36
S02001843,PH_1208,drive,12.84
S02001843,PH_1214,drive,13.84
S02001843,PH_1230,drive,22.22
S02001843,PH_1258,drive,28.85
S02001843,PH_1299,drive,23.85
S02001843,PH_1308,drive,26.78
S02001843,PH_1311,drive,16.18
S02001843,PH_1315,drive,22.97
S02001843,PH_1341,drive,23.65
S02001843,PH_1344,drive,25.4
S02001843,PH_1358,drive,31.67
S02001843,PH_1363,drive,27.51
S02001843,PH_1370,drive,16.84
S02001843,PH_1371,drive,24.3
S02001843,PH_1375,drive,28.57
S02001843,PH_1376,drive,17.33
S02001843,PH_1377,drive,10.45
S02001843,PH_1392,drive,29.88
S02001843,PH_1394,drive,25.47
S02001843,PH_1406,drive,9.31
S02001843,PH_1448,drive,27.22
S02001843,PH_1466,drive,27.08
S02001843,PH_1470,drive,22.54
S02001843,PH_1478,drive,24.37
S02001843,PH_1497,drive,24.01
S02001843,PH_1502,drive,32.37
S02001843,PH_1508,drive,24.93
S02001843,PH_1509,drive,28.03
S02001843,PH_1510,drive,24.93
S02001843,PH_1511,drive,25.68
S02001843,PH_1512,drive,31.32
S02001843,PH_1515,drive,12.61
S02001843,PH_1520,drive,8.48
S02001843,PH_1525,drive,27.0
S02001843,PH_1527,drive,22.61
S02001843,PH_1528,drive,26.59
S02001843,PH_1529,drive,34.34
S02001843,PH_1530,drive,13.21
S02001843,PH_1531,drive,18.65
S02001843,PH_1536,drive,27.17
S02001843,PH_1538,drive,17.36
S02001843,PH_1539,drive,22.47
S02001843,PH_1540,drive,14.69
S02001843,PH_1541,drive,16.73
S02001843,PH_1542,drive,12.24
S02001843,PH_1545,drive,13.21
S02001843,PH_1553,drive,15.62
S02001843,PH_1559,drive,25.89
S02001843,PH_1560,drive,20.78
S02001843,PH_1562,drive,14.89
S02001843,PH_1563,drive,33.07
S02001843,PH_1564,drive,12.71
S02001843,PH_1565,drive,16.92
S02001843,PH_1566,drive,31.93
S02001843,PH_1567,drive,31.01
S02001843,PH_1568,drive,31.03
S02001843,PH_1575,drive,23.77
S02001843,PH_1576,drive,13.14
S02001843,PH_1579,drive,8.84
S02001843,PH_1582,drive,33.69
S02001843,PH_1583,drive,24.52
S02001843,PH_1584,drive,13.69
S02001843,PH_1585,drive,29.99
S02001843,PH_1587,drive,22.19
S02001843,PH_1588,drive,22.19
S02001843,PH_1589,drive,27.27
S02001843,PH_1591,drive,9.39
S02001843,PH_1592,drive,25.35
S02001843,PH_1593,drive,35.42
S02001843,PH_1594,drive,12.91
S02001843,PH_1603,drive,19.84
S02001843,PH_1605,drive,23.57
S02001843,PH_1611,drive,13.61
S02001843,PH_1613,drive,22.89
S02001843,PH_1614,drive,24.43
S02001843,PH_1617,drive,10.72
S02001843,PH_1619,drive,1.12
S02001843,PH_1620,drive,18.95
S02001843,PH_1621,drive,15.85
S02001843,PH_1622,drive,11.39
S02001843,PH_1627,drive,29.61
S02001843,PH_1628,drive,27.03
S02001843,PH_1629,drive,21.57
S02001843,PH_1630,drive,25.93
S02001843,PH_1631,drive,23.56
S02001843,PH_1632,drive,16.84
S02001843,PH_1633,drive,20.6
S02001843,PH_1634,drive,14.82
S02001843,PH_1635,drive,25.93
S02001843,PH_1636,drive,27.82
S02001843,PH_1637,drive,21.41
S02001843,PH_1638,drive,36.82
S02001843,PH_1641,drive,18.16
S02001843,PH_1647,drive,3.75
S02001843,PH_1652,drive,24.07
S02001843,PH_1656,drive,27.33
S02001843,PH_1659,drive,23.16
S02001843,PH_1661,drive,24.44
S02001843,PH_1666,drive,27.47
S02001843,PH_1667,drive,18.65
S02001843,PH_1674,drive,22.2
S02001843,PH_1675,drive,14.07
S02001843,PH_1676,drive,16.58
S02001843,PH_1677,drive,15.95
S02001843,PH_1678,drive,3.86
S02001843,PH_1681,drive,19.98
S02001843,PH_1683,drive,13.82
S02001843,PH_1684,drive,26.9
S02001843,PH_1685,drive,3.02
S02001843,PH_1688,drive,12.74
S02001843,PH_1689,drive,30.87
S02001843,PH_1691,drive,7.24
S02001843,PH_1692,drive,27.07
S02001843,PH_1693,drive,20.6
S02001843,PH_1694,drive,34.8
S02001843,PH_1695,drive,12.3
S02001843,PH_1698,drive,12.32
S02001843,PH_1699,drive,10.43
S02001843,PH_1700,drive,23.31
S02001843,PH_1701,drive,25.35
S02001843,PH_1702,drive,31.89
S02001843,PH_1703,drive,23.57
S02001843,PH_1716,drive,13.31
S02001843,PH_1717,drive,13.22
S02001843,PH_1719,drive,16.18
S02001843,PH_1720,drive,34.97
S02001843,PH_1721,drive,27.49
S02001843,PH_1722,drive,29.13
S02001843,PH_1723,drive,23.45
S02001843,PH_1724,drive,21.7
S02001843,PH_1725,drive,14.2
S02001843,PH_1726,drive,23.11
S02001843,PH_1727,drive,23.51
S02001843,PH_1729,drive,30.39
S02001843,PH_1751,drive,23.62
S02001843,PH_1752,drive,7.36
S02001843,PH_1754,drive,24.93
S02001843,PH_1901,drive,18.14
S02001843,PH_1903,drive,27.3
S02001843,PH_1916,drive,19.62
S02001843,MS_1,drive,18.48
S02001843,MS_2,drive,23.05
S02001843,MS_3,drive,20.0
S02001843,MS_4,drive,19.81
S02001843,MS_5,drive,17.49
S02001843,MS_6,drive,17.12
S02001843,MS_7,drive,18.1
S02001843,MS_8,drive,19.12
S02001843,MS_9,drive,20.28
S02001843,MS_10,drive,20.14
S02001843,MS_11,drive,26.78
S02001843,MS_12,drive,23.55
S02001843,MS_13,drive,20.14
S02001843,MS_14,drive,17.17
S02001843,MS_15,drive,20.57
S02001843,MS_16,drive,19.86
S02001843,MS_17,drive,20.08
S02001843,MS_18,drive,32.57
S02001843,MS_19,drive,19.77
S02001843,MS_20,drive,20.26
S02001843,MS_21,drive,20.17
S02001843,MS_22,drive,20.01
S02001843,MS_23,drive,17.91
S02001843,MS_24,drive,24.43
S02001843,MS_25,drive,19.03
S02001843,MS_26,drive,18.2
S02001843,MS_27,drive,22.89
S02001843,MS_28,drive,17.35
S02001843,MS_29,drive,16.91
S02001843,MS_30,drive,19.08
S02001843,MS_31,drive,20.21
S02001843,MS_32,drive,18.42
S02001843,MS_33,drive,15.74
S02001843,MS_34,drive,26.28
S02001843,MS_35,drive,28.29
S02001843,MS_36,drive,28.45
S02001843,MS_37,drive,26.4
S02001843,MS_38,drive,22.15
S02001843,MS_39,drive,14.42
S02001843,MS_40,drive,22.07
S02001843,MS_41,drive,23.27
S02001843,MS_42,drive,2.0
S02001843,MS_43,drive,26.27
S02001843,MS_44,drive,18.35
S02001843,MS_45,drive,18.54
S02001843,MS_46,drive,18.68
S02001843,MS_47,drive,21.48
S02001843,MS_48,drive,21.01
S02001843,MS_49,drive,21.56
S02001843,MS_50,drive,31.38
S02001843,MS_51,drive,16.71
S02001843,MS_52,drive,21.45
S02001843,MS_53,drive,23.92
S02001843,MS_54,drive,23.77
S02001843,MS_55,drive,25.25
S02001843,MS_56,drive,25.41
S02001843,MS_57,drive,21.67
S02001843,MS_58,drive,21.47
S02001843,MS_59,drive,19.91
S02001843,MS_60,drive,17.09
S02001843,MS_61,drive,19.97
S02001843,MS_62,drive,15.01
S02001843,MS_63,drive,18.56
S02001844,GP_40008,drive,26.13
S02001844,GP_40012,drive,26.91
S02001844,GP_40031,drive,23.65
S02001844,GP_40051,drive,26.22
S02001844,GP_40070,drive,25.21
S02001844,GP_40084,drive,26.29
S02001844,GP_40121,drive,22.58
S02001844,GP_40140,drive,26.2
S02001844,GP_40154,drive,24.37
S02001844,GP_40188,drive,25.45
S02001844,GP_40192,drive,24.29
S02001844,GP_40210,drive,21.94
S02001844,GP_40277,drive,23.29
S02001844,GP_40281,drive,31.19
S02001844,GP_40296,drive,24.29
S02001844,GP_40328,drive,23.65
S02001844,GP_40332,drive,26.8
S02001844,GP_40351,drive,25.06
S02001844,GP_40390,drive,28.01
S02001844,GP_40417,drive,21.94
S02001844,GP_40421,drive,30.68
S02001844,GP_40436,drive,30.68
S02001844,GP_40455,drive,22.83
S02001844,GP_40460,drive,25.5
S02001844,GP_40493,drive,26.54
S02001844,GP_40525,drive,26.5
S02001844,GP_40544,drive,30.83
S02001844,GP_40559,drive,30.68
S02001844,GP_40563,drive,23.23
S02001844,GP_40578,drive,23.23
S02001844,GP_40629,drive,22.12
S02001844,GP_40667,drive,23.19
S02001844,GP_40718,drive,26.28
S02001844,GP_40722,drive,30.68
S02001844,GP_40737,drive,25.07
S02001844,GP_43011,drive,29.39
S02001844,GP_43063,drive,28.07
S02001844,GP_43082,drive,26.42
S02001844,GP_43097,drive,28.07
S02001844,GP_43129,drive,28.07
S02001844,GP_43133,drive,26.87
S02001844,GP_43167,drive,26.42
S02001844,GP_43186,drive,26.42
S02001844,GP_43191,drive,26.42
S02001844,GP_43203,drive,25.46
S02001844,GP_43218,drive,26.42
S02001844,GP_43237,drive,26.9
S02001844,GP_43256,drive,26.9
S02001844,GP_43275,drive,32.45
S02001844,GP_43294,drive,28.16
S02001844,GP_43307,drive,32.86
S02001844,GP_43311,drive,29.39
S02001844,GP_43326,drive,28.6
S02001844,GP_43453,drive,26.42
S02001844,GP_43468,drive,26.42
S02001844,GP_43504,drive,28.07
S02001844,GP_43538,drive,26.9
