input_start_date,issue_date,target_report_date,iz_code,node_index,player_name,component,phi,phi_0,reconstructed_prediction,additivity_error,explanation_scope,n_coalitions,node_order_hash,label,forecast_status,observed_target_available,include_in_test_metrics,u10_checkpoint_id
2023-02-19,2023-02-25,2023-03-04,S02001579,3,public_transport_time_to_gp,main,1.9024837720961882,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location,location,-1.7695668629237653,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,Residual spatial/location contribution conditional on the fixed graph structure.,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_income_deprivation,interaction,-0.24523935317992496,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_employment_deprivation,interaction,-0.037959925333657316,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_higher_education,interaction,-0.11068833669026237,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_overcrowding,interaction,-0.470941162109372,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_crime,interaction,-0.19634135564168334,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001579,3,location_x_public_transport_time_to_gp,interaction,2.364922746022534,35.94719722112461,34.822942040765724,0.0,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,"Location–feature interaction for the named original variable, conditional on the fixed graph structure.",unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,income_deprivation,main,-1.2171944572812066,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,employment_deprivation,main,-0.325098001389277,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,higher_education,main,-0.42329361779349295,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,overcrowding,main,-0.7449385597592305,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,crime,main,-0.053140667506627694,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
2023-02-19,2023-02-25,2023-03-04,S02001580,4,public_transport_time_to_gp,main,0.21176825023833204,38.621043488677685,34.51842622488375,7.105427357601002e-15,target_iz_local,128,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,,unverified_extrapolation,False,False,79d4d6c0cb55599546517aef60598e330b7dd07f31538b6995d964aeedaa5c64
