site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone_x,GPCluster,DataZone_y,IntZone,pc_easting,pc_northing,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,capacity,parking,fee,access,operator,surface,park_and_ride
GP_70997,Slateford Medical Practice,gp,322735.08,671837.24,S02001590,322932.0,672304.0,confirmed,OSM_exact_building,70997.0,Slateford Medical Practice,10847.0,Slateford Medical Practice,27 Gorgie Park Close,Edinburgh,,EH14 1NQ,0131 322  1930,17J,N,S08000024,S37000012,S01008492,Edinburgh South West - Canal,S01008492,S02001590,322703.0,671927.0,,,,,,,,,,,,,,,,,,,,
GP_71011,Polwarth Medical Practice,gp,324749.0,672986.0,S02001620,324934.0,673093.0,confirmed,Postcode_centroid,71011.0,Polwarth Medical Practice,5283.0,Polwarth Medical Practice,Tollcross Health Centre,10 Ponton Street,Edinburgh,EH3 9QQ,0131 536  9898,2C,N,S08000024,S37000012,S01008665,Edinburgh South West - Canal,S01008665,S02001620,324749.0,672986.0,,,,,,,,,,,,,,,,,,,,
GP_71025,Murrayfield Medical Centre,gp,321604.68,672913.73,S02001661,321844.0,672727.0,confirmed,OSM_exact_building,71025.0,Murrayfield Medical Centre,7749.0,Murrayfield Medical Centre,35 Saughton Crescent,Edinburgh,,EH12 5SS,0131 337  2166,17C,N,S08000024,S37000012,S01008880,Edinburgh North West - Tower,S01008880,S02001661,321631.0,672930.0,,,,,,,,,,,,,,,,,,,,
GP_71082,Springwell Medical Group,gp,323472.88,672377.52,S02001591,323597.0,672729.0,confirmed,OSM_exact_building,71082.0,Springwell Medical Group,10774.0,Springwell Medical Group,Springwell Medical Centre,39 Ardmillan Terrace,Edinburgh,EH11 2JL,0131 347  1860,17J,N,S08000024,S37000012,S01008498,Edinburgh South West - Canal,S01008498,S02001591,323466.0,672409.0,,,,,,,,,,,,,,,,,,,,
GP_71097,Firrhill Medical Centre,gp,322772.0,669351.0,S02001596,323246.0,669270.0,confirmed,Postcode_centroid,71097.0,Firrhill Medical Centre,5436.0,Firrhill Medical Centre,Allermuir Health Centre,165 Colinton Mains Drive,Edinburgh,EH13 9AF,0131 441  3119,17J,N,S08000024,S37000012,S01008526,Edinburgh South West - Pentlands,S01008526,S02001596,322772.0,669351.0,,,,,,,,,,,,,,,,,,,,
GP_71114,Leith Mount Surgery,gp,326273.67,676797.89,S02001641,326119.0,676799.0,confirmed,OSM_exact_building,71114.0,Leith Mount Surgery,10726.0,Leith Mount Surgery,2 Lindsay Street,Edinburgh,,EH6 4EG,0131 561  1900,17J,N,S08000024,S37000012,S01008774,Edinburgh North East - Leith,S01008774,S02001641,326278.0,676804.0,,,,,,,,,,,,,,,,,,,,
GP_71129,Cramond Medical Practice,gp,319033.82,676606.75,S02001673,318543.0,676287.0,confirmed,OSM_exact_building,71129.0,Cramond Medical Practice,8655.0,Cramond Medical Practice,2 Cramond Glebe Road,Edinburgh,,EH4 6NS,0131 336  5432,17C,N,S08000024,S37000012,S01008941,Edinburgh North West - Tower,S01008941,S02001673,319002.0,676783.0,,,,,,,,,,,,,,,,,,,,
GP_71171,Challenging Behaviour General Practice,gp,324125.0,671126.0,S02001616,324318.0,671916.0,confirmed,Postcode_centroid,71171.0,Challenging Behaviour General Practice,23.0,Challenging Behaviour General Practice,"The Andrew Duncan Clinic, Royal Edinburgh Hospital",Morningside Place,Edinburgh,EH10 5HF,0131 373  8000,2C,N,S08000024,S37000012,S01008632,Edinburgh South East - North,S01008632,S02001616,324125.0,671126.0,,,,,,,,,,,,,,,,,,,,
GP_71222,Gilmore Medical Practice,gp,324794.1,672979.29,S02001620,324934.0,673093.0,confirmed,OSM_exact_building,71222.0,Gilmore Medical Practice,8496.0,Gilmore Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536  9800,17J,N,S08000024,S37000012,S01008665,Edinburgh South West - Canal,S01008665,S02001620,324749.0,672986.0,,,,,,,,,,,,,,,,,,,,
GP_71326,The Group Practice - Eyre,gp,325250.0,674944.0,S02001657,325282.0,674619.0,confirmed,Postcode_centroid,71326.0,The Group Practice - Eyre,10415.0,The Group Practice - Eyre,31 Eyre Crescent,Edinburgh,,EH3 5EU,0131 556  8842,17C,N,S08000024,S37000012,S01008856,Edinburgh North West - Bridge,S01008856,S02001657,325250.0,674944.0,,,,,,,,,,,,,,,,,,,,
GP_71364,Mill Lane Surgery,gp,326659.01,676371.35,S02001643,326919.0,676120.0,confirmed,OSM_exact_building,71364.0,Mill Lane Surgery,6119.0,Mill Lane Surgery,4 Mill Lane,Edinburgh,,EH6 6TL,0131 554  1274,2C,N,S08000024,S37000012,S01008788,Edinburgh North East - Leith,S01008788,S02001643,326650.0,676370.0,,,,,,,,,,,,,,,,,,,,
GP_71379,Boroughloch Medical Practice,gp,326567.22,672651.46,S02001611,326584.0,672398.0,confirmed,OSM_exact_building,71379.0,Boroughloch Medical Practice,11130.0,Boroughloch Medical Practice,Salisbury Court,102 St Leonards Street,Edinburgh,EH8 9RD,0131 229  7529,17J,N,S08000024,S37000012,S01008603,Edinburgh South East - North,S01008603,S02001611,326597.0,672635.0,,,,,,,,,,,,,,,,,,,,
GP_71398,Links Medical Centre,gp,327434.94,675741.07,S02001644,327040.0,675405.0,confirmed,OSM_exact_building,71398.0,Links Medical Centre,6730.0,Links Medical Centre,4 Hermitage Place,Edinburgh,,EH6 8BW,0131 554  1036,2C,N,S08000024,S37000012,S01008792,Edinburgh North East - Leith,S01008792,S02001644,327429.0,675742.0,,,,,,,,,,,,,,,,,,,,
GP_71401,Parkgrove Medical Practice,gp,319683.0,674773.0,S02001675,319416.0,674411.0,confirmed,Postcode_centroid,71401.0,Parkgrove Medical Practice,3748.0,Parkgrove Medical Practice,22B Parkgrove Terrace,Edinburgh,,EH4 7NX,0131 312  6600,2C,N,S08000024,S37000012,S01008949,Edinburgh North West - Tower,S01008949,S02001675,319683.0,674773.0,,,,,,,,,,,,,,,,,,,,
GP_71420,Ratho Medical Practice,gp,313360.33,670608.05,S02001683,313991.0,670834.0,confirmed,OSM_exact_building,71420.0,Ratho Medical Practice,3073.0,Ratho Medical Practice,14a Wilkieston Road,Ratho,Newbridge,EH28 8RH,0131 333  0600,17J,N,S08000024,S37000012,S01008994,Edinburgh South West - Pentlands,S01008994,S02001683,313396.0,670584.0,,,,,,,,,,,,,,,,,,,,
GP_71434,Barclay Medical Practice East Craigs,gp,318686.06,673839.63,S02001676,318548.0,674324.0,confirmed,OSM_exact_building,71434.0,Barclay Medical Practice East Craigs,9290.0,Barclay Medical Practice East Craigs,10 Bughtlin Market,East Craigs,Edinburgh,EH12 8XP,0131 339  6670,17J,N,S08000024,S37000012,S01008958,Edinburgh North West - Tower,S01008958,S02001676,318681.0,673916.0,,,,,,,,,,,,,,,,,,,,
GP_71449,Hermitage Medical Practice,gp,324582.0,670973.0,S02001615,324829.0,671189.0,confirmed,Postcode_centroid,71449.0,Hermitage Medical Practice,7625.0,Hermitage Medical Practice,5/6 Hermitage Terrace,Edinburgh,,EH10 4RP,0131 447  6277,17J,N,S08000024,S37000012,S01008627,Edinburgh South East - North,S01008627,S02001615,324582.0,670973.0,,,,,,,,,,,,,,,,,,,,
GP_78171,South Queensferry Medical Practice,gp,312812.54,678324.93,S02001685,313307.0,677900.0,confirmed,OSM_exact_building,78171.0,South Queensferry Medical Practice,12655.0,South Queensferry Medical Practice,41 The Loan,South Queensferry,,EH30 9HA,0131 537  4407,17C,N,S08000024,S37000012,S01009008,Edinburgh North West - Tower,S01009008,S02001685,312820.0,678315.0,,,,,,,,,,,,,,,,,,,,
GP_78359,Almond Group Practice,gp,312350.0,674467.0,S02001684,312387.0,674380.0,confirmed,Postcode_centroid,78359.0,Almond Group Practice,10448.0,Almond Group Practice,Kirkliston Health Centre,50 The Glebe,Kirkliston,EH29 9AS,01506   890   210,17J,N,S08000024,S37000030,S01008999,West Lothian East,S01008999,S02001684,312350.0,674467.0,,,,,,,,,,,,,,,,,,,,
PH_2023,BOOTS UK LTD,pharmacy,327340.39,671045.15,S02001609,326619.0,671290.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001609,327356.0,671011.0,2023.0,BOOTS UK LTD,14 CAMERON TOLL SHOPPING CENTRE,6 LADY ROAD,EDINBURGH,NA,EH165PB,0131 6661111,S08000024,S37000012,S01008587,S01001908,S01008587,,,,,,,
PH_2026,BOOTS UK LTD,pharmacy,322987.35,672291.63,S02001590,322932.0,672304.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001590,323009.0,672309.0,2026.0,BOOTS UK LTD,230-232 GORGIE ROAD,EDINBURGH,NA,NA,EH112PN,0131 3371818,S08000024,S37000012,S01008495,S01002036,S01008495,,,,,,,
PH_2027,BOOTS UK LTD,pharmacy,326948.19,675943.14,S02001643,326919.0,676120.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001643,326953.0,675960.0,2027.0,BOOTS UK LTD,42 NEW KIRKGATE,LEITH,EDINBURGH,NA,EH6 6AA,0131 5545201,S08000024,S37000012,S01008785,S01002285,S01008785,,,,,,,
PH_2028,BOOTS UK LTD,pharmacy,330553.48,673861.79,S02001632,330507.0,673831.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001632,330578.0,673851.0,2028.0,BOOTS UK LTD,174 PORTOBELLO HIGH STREET,EDINBURGH,NA,NA,EH151EX,0131 6691883,S08000024,S37000012,S01008729,S01002127,S01008729,,,,,,,
PH_2029,BOOTS UK LTD,pharmacy,325132.84,673817.7,S02001622,325891.0,673440.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001622,325102.0,673827.0,2029.0,BOOTS UK LTD,101-103 PRINCES STREET,EDINBURGH,NA,NA,EH2 3AA,0131 2258331,S08000024,S37000012,S01008677,S01002128,S01008677,,,,,,,
PH_2030,BOOTS UK LTD,pharmacy,324186.95,673336.71,S02001660,324025.0,673464.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001660,324526.0,673620.0,2030.0,BOOTS UK LTD,46-48 SHANDWICK PLACE,EDINBURGH,NA,NA,EH2 4SA,0131 2256757,S08000024,S37000012,S01008868,S01002128,S01008868,,,,,,,
PH_2031,BOOTS UK LTD,pharmacy,325842.4,674211.46,S02001622,325891.0,673440.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001622,325892.0,674172.0,2031.0,BOOTS UK LTD,121/127 ST JAMES CRESCENT,EDINBURGH,NA,NA,EH1 3AD,0131 537 2632,S08000024,S37000012,S01008676,S01002161,S01008676,,,,,,,
PH_2032,BOOTS UK LTD,pharmacy,320103.76,672896.24,S02001679,319696.0,672825.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001679,320124.0,672890.0,2032.0,BOOTS UK LTD,129 ST JOHN'S ROAD,CORSTORPHINE,EDINBURGH,NA,EH127SB,0131 3344520,S08000024,S37000012,S01008975,S01002067,S01008975,,,,,,,
PH_2033,BOOTS UK LTD,pharmacy,324875.42,672985.72,S02001620,324934.0,673093.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001620,324847.0,673026.0,2033.0,BOOTS UK LTD,16-20 EARL GREY STREET,EDINBURGH,NA,NA,EH3 9BN,0131 2295700,S08000024,S37000012,S01008663,S01002076,S01008663,,,,,,,
PH_2105,AL-SHAFAH LTD,pharmacy,326095.0,673132.0,S02001623,326328.0,673326.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001623,326095.0,673132.0,2105.0,AL-SHAFAH LTD,79 NICHOLSON STREET,EDINBURGH,NA,NA,EH8 9BZ,0131 667 4032,S08000024,S37000012,S01008680,S01002086,S01008680,,,,,,,
PH_2186,COLINTON PHARMACY LTD,pharmacy,321474.63,668966.1,S02001580,321320.0,668240.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001580,321512.0,668960.0,2186.0,COLINTON PHARMACY LTD,46A BRIDGE ROAD,COLINTON,EDINBURGH,NA,EH130LQ,0131 4412352,S08000024,S37000012,S01008442,S01001833,S01008442,,,,,,,
PH_2225,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,318012.0,667716.0,S02001578,318655.0,668420.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001578,318012.0,667716.0,2225.0,THE RED BAND CHEMICAL COMPANY LTD,2 PENTLAND VIEW COURT,CURRIE,NA,NA,EH145NP,0131 4492707,S08000024,S37000012,S01008430,S01001806,S01008430,,,,,,,
PH_2229,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,322829.0,676394.0,S02001667,323680.0,676408.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001667,322829.0,676394.0,2229.0,THE RED BAND CHEMICAL COMPANY LTD,228-230 CREWE ROAD NORTH,EDINBURGH,NA,NA,EH5 2NS,0131 5524253,S08000024,S37000012,S01008909,S01002293,S01008909,,,,,,,
PH_2231,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,326204.0,674570.0,S02001647,326643.0,674597.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001647,326204.0,674570.0,2231.0,THE RED BAND CHEMICAL COMPANY LTD,11 ELM ROW,EDINBURGH,NA,NA,EH7 4AA,0131 5564316,S08000024,S37000012,S01008811,S01002190,S01008811,,,,,,,
PH_2232,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,326740.0,675418.0,S02001644,327040.0,675405.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001644,326740.0,675418.0,2232.0,THE RED BAND CHEMICAL COMPANY LTD,257A LEITH WALK,EDINBURGH,NA,NA,EH6 8NY,0131 554 6591,S08000024,S37000012,S01008797,S01002246,S01008797,,,,,,,
PH_2243,A H TOD LTD,pharmacy,323003.0,669173.0,S02001596,323246.0,669270.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001596,323003.0,669173.0,2243.0,A H TOD LTD,84 COLINTON MAINS DRIVE,EDINBURGH,NA,NA,EH139BJ,0131 4413388,S08000024,S37000012,S01008527,S01001850,S01008527,,,,,,,
PH_2247,CHARIS UK CO LTD,pharmacy,325894.0,673187.0,S02001621,326258.0,672722.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001621,325894.0,673187.0,2247.0,CHARIS UK CO LTD,6 BRISTO SQUARE,EDINBURGH,NA,NA,EH8 9AL,0131 667 8247,S08000024,S37000012,S01008673,S01002066,S01008673,,,,,,,
PH_2254,RIGHT MEDICINE PHARMACY LTD,pharmacy,325548.12,671973.81,S02001612,326243.0,671775.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001612,325547.0,671981.0,2254.0,RIGHT MEDICINE PHARMACY LTD,2 BEAUFORT ROAD,EDINBURGH,NA,NA,EH9 1AG,0131 4479610,S08000024,S37000012,S01008610,S01001975,S01008610,,,,,,,
PH_2268,THE RED BAND CHEM COMPANY LTD,pharmacy,319780.0,668604.0,S02001579,319584.0,669262.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001579,319780.0,668604.0,2268.0,THE RED BAND CHEM COMPANY LTD,536 LANARK ROAD,EDINBURGH,NA,NA,EH145DJ,0131 4533130,S08000024,S37000012,S01008437,S01001829,S01008437,,,,,,,
PH_2304,LLOYDS PHARMACY LTD,pharmacy,326974.0,675936.0,S02001643,326919.0,676120.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001643,326974.0,675936.0,2304.0,LLOYDS PHARMACY LTD,3/5 DUKE STREET,LEITH,EDINBURGH,NA,EH6 6AE,0131 5547511,S08000024,S37000012,S01008785,S01002285,S01008785,,,,,,,
PH_2320,BOOTS UK LTD,pharmacy,318010.46,672563.89,S02001682,319070.0,672115.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001682,317991.0,672491.0,2320.0,BOOTS UK LTD,GYLE SHOPPING CENTRE,UNIT 10,EDINBURGH,NA,EH129JS,0131 3171288,S08000024,S37000012,S01008992,S01001954,S01008992,,,,,,,
PH_2332,BOOTS UK LTD,pharmacy,326443.71,672317.3,S02001621,326258.0,672722.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001621,326425.0,672350.0,2332.0,BOOTS UK LTD,28/30 NEWINGTON ROAD,EDINBURGH,NA,NA,EH9 1QS,0131 6673008,S08000024,S37000012,S01008668,S01002027,S01008668,,,,,,,
PH_2335,BOOTS UK LTD,pharmacy,324489.12,669024.84,S02001598,323953.0,668490.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001598,324482.0,669041.0,2335.0,BOOTS UK LTD,10A BUCKSTONE TERRACE,EDINBURGH,NA,NA,EH106PZ,0131 4451157,S08000024,S37000012,S01008539,S01001837,S01008539,,,,,,,
PH_2338,TESCO STORES LTD,pharmacy,325426.2,675087.6,S02001653,325703.0,675325.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001653,325357.0,675059.0,2338.0,TESCO STORES LTD,7 BROUGHTON ROAD,EDINBURGH,NA,NA,EH7 4EW,0131 289 0017,S08000024,S37000012,S01008838,S01002235,S01008838,,,,,,,
PH_2339,BOOTS UK LTD,pharmacy,324541.83,671229.26,S02001615,324829.0,671189.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001615,324550.0,671212.0,2339.0,BOOTS UK LTD,207-209 MORNINGSIDE ROAD,EDINBURGH,NA,NA,EH104QT,0131 4476188,S08000024,S37000012,S01008630,S01001939,S01008630,,,,,,,
PH_2343,BOOTS UK LTD,pharmacy,326193.49,672926.42,S02001621,326258.0,672722.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001621,326196.0,672919.0,2343.0,BOOTS UK LTD,6 ST PATRICK STREET,EDINBURGH,NA,NA,EH8 9HB,0131 667 1698,S08000024,S37000012,S01008673,S01002066,S01008673,,,,,,,
PH_2344,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,324483.0,670851.0,S02001594,323836.0,670635.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001594,324483.0,670851.0,2344.0,THE RED BAND CHEMICAL COMPANY LTD,18/20 COMISTON ROAD,EDINBURGH,NA,NA,EH105QE,0131 447 2336,S08000024,S37000012,S01008517,S01001916,S01008517,,,,,,,
PH_2358,LLOYDS PHARMACY LTD,pharmacy,324686.0,672179.0,S02001616,324318.0,671916.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001616,324686.0,672179.0,2358.0,LLOYDS PHARMACY LTD,129 BRUNTSFIELD PLACE,EDINBURGH,NA,NA,EH104EQ,0131 2283725,S08000024,S37000012,S01008637,S01001979,S01008637,,,,,,,
PH_2360,LLOYDS PHARMACY LTD,pharmacy,322003.0,673116.0,S02001661,321844.0,672727.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001661,322003.0,673116.0,2360.0,LLOYDS PHARMACY LTD,115 CORSTORPHINE ROAD,EDINBURGH,NA,NA,EH125PZ,0131 3375100,S08000024,S37000012,S01008877,S01002072,S01008877,,,,,,,
PH_2361,LLOYDS PHARMACY LTD,pharmacy,326537.0,675048.0,S02001646,326720.0,675164.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001646,326537.0,675048.0,2361.0,LLOYDS PHARMACY LTD,6-7 CRIGHTON PLACE,EDINBURGH,NA,NA,EH7 4NZ,0131 554 1373,S08000024,S37000012,S01008805,S01002217,S01008805,,,,,,,
PH_2362,LLOYDS PHARMACY LTD,pharmacy,324611.0,674583.0,S02001658,324545.0,674546.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001658,324611.0,674583.0,2362.0,LLOYDS PHARMACY LTD,7/9 DEANHAUGH STREET,EDINBURGH,NA,NA,EH4 1LU,0131 3325721,S08000024,S37000012,S01008859,S01002195,S01008859,,,,,,,
PH_2363,LLOYDS PHARMACY LTD,pharmacy,329209.0,668825.0,S02001604,329436.0,669311.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001604,329209.0,668825.0,2363.0,LLOYDS PHARMACY LTD,2 FERNIEHILL ROAD,EDINBURGH,NA,NA,EH177AB,0131 664 3295,S08000024,S37000012,S01008565,S01001847,S01008565,,,,,,,
PH_2365,LLOYDS PHARMACY LTD,pharmacy,321854.0,676111.0,S02001671,321340.0,675908.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001671,321854.0,676111.0,2365.0,LLOYDS PHARMACY LTD,6 MACMILLAN SQUARE,EDINBURGH,NA,NA,EH4 4AB,0131 3152136,S08000024,S37000012,S01008930,S01002282,S01008930,,,,,,,
PH_2368,LLOYDS PHARMACY LTD,pharmacy,319791.0,669912.0,S02001584,320373.0,670216.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001584,319791.0,669912.0,2368.0,LLOYDS PHARMACY LTD,26 WESTER HAILES CRESCENT,SHOPPING CENTRE,EDINBURGH,NA,EH142SW,0131 4423118,S08000024,S37000012,S01008459,S01001880,S01008459,,,,,,,
PH_2379,LLOYDS PHARMACY LTD,pharmacy,312850.0,678324.0,S02001685,313307.0,677900.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001685,312850.0,678324.0,2379.0,LLOYDS PHARMACY LTD,UNIT 33,THE LOAN,SOUTH QUEENSFERRY,NA,EH309SD,0131 3314347,S08000024,S37000012,S01009008,S01002335,S01009008,,,,,,,
PH_2380,BOOTS UK LTD,pharmacy,320776.94,675437.15,S02001672,320690.0,675779.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001672,320733.0,675433.0,2380.0,BOOTS UK LTD,58-60 MAIN STREET,DAVIDSONS MAINS,EDINBURGH,NA,EH4 5AA,0131 312 8600,S08000024,S37000012,S01008937,S01002215,S01008937,,,,,,,
PH_2381,BOOTS UK LTD,pharmacy,323766.78,674660.63,S02001659,324046.0,674535.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001659,323788.0,674662.0,2381.0,BOOTS UK LTD,151 COMELY BANK,EDINBURGH,NA,NA,EH4 1BH,0131 3322073,S08000024,S37000012,S01008864,S01002231,S01008864,,,,,,,
PH_2383,BOOTS UK LTD,pharmacy,324186.95,673336.71,S02001660,324025.0,673464.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001660,324169.0,673335.0,2383.0,BOOTS UK LTD,32 WEST MAITLAND STREET,EDINBURGH,NA,NA,EH125DX,0131 2257436,S08000024,S37000012,S01008871,S01002115,S01008871,,,,,,,
PH_2396,BOOTS UK LTD,pharmacy,330924.44,671675.52,S02001630,330866.0,672281.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001630,331234.0,671634.0,2396.0,BOOTS UK LTD,UNIT 1,EDINBURGH FORT RETAIL PARK,NEWCRAIGHALL,EDINBURGH,EH153HS,0131 669 4428,S08000024,S37000012,S01008720,S01001962,S01008720,,,,,,,
PH_2397,EDINBURGH MEDICAL RESOURCES (UK) LTD,pharmacy,324102.0,672267.0,S02001617,324371.0,672313.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001617,324102.0,672267.0,2397.0,EDINBURGH MEDICAL RESOURCES (UK) LTD,10 POLWARTH GARDENS,EDINBURGH,NA,NA,EH111LW,0131 2293199,S08000024,S37000012,S01008644,S01002032,S01008644,,,,,,,
PH_2398,THE RED BAND CHEMICAL CO LTD,pharmacy,321652.0,674811.0,S02001664,321217.0,674803.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001664,321652.0,674811.0,2398.0,THE RED BAND CHEMICAL CO LTD,22 HILLHOUSE ROAD,EDINBURGH,NA,NA,EH4 3TH,0131 332 3602,S08000024,S37000012,S01008893,S01002193,S01008893,,,,,,,
PH_2399,BOOTS UK LTD,pharmacy,326153.31,676343.1,S02001649,325869.0,676115.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001649,326156.0,676341.0,2399.0,BOOTS UK LTD,123 FERRY ROAD,EDINBURGH,NA,NA,EH6 4ET,0131 554 1394,S08000024,S37000012,S01008820,S01002292,S01008820,,,,,,,
PH_2405,M FARREN LTD,pharmacy,324534.0,672068.0,S02001617,324371.0,672313.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001617,324534.0,672068.0,2405.0,M FARREN LTD,177 BRUNTSFIELD PLACE,EDINBURGH,NA,NA,EH104DG,0131 2292110,S08000024,S37000012,S01008641,S01001996,S01008641,,,,,,,
PH_2413,ASDA STORES LTD,pharmacy,331140.76,672311.83,S02001630,330866.0,672281.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001630,331185.0,672301.0,2413.0,ASDA STORES LTD,100 THE JEWEL,BRUNSTANE,EDINBURGH,NA,EH153AR,0131 454 4010,S08000024,S37000012,S01008717,S01002006,S01008717,,,,,,,
PH_2417,L ROWLAND AND COMPANY (RETAIL) LIMITED,pharmacy,319675.0,672936.0,S02001679,319696.0,672825.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001679,319675.0,672936.0,2417.0,L ROWLAND AND COMPANY (RETAIL) LIMITED,5-5A FEATHERHALL AVENUE,EDINBURGH,NA,NA,EH127TG,0131 334 4694,S08000024,S37000012,S01008974,S01002067,S01008974,,,,,,,
PH_2438,BOOTS UK LTD,pharmacy,322633.28,674628.75,S02001663,322985.0,674845.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001663,322627.0,674659.0,2438.0,BOOTS UK LTD,24 SOUTH GROATHILL AVENUE,CRAIGLEITH,EDINBURGH,NA,EH4 2LN,0131 332 6114,S08000024,S37000012,S01008891,S01002184,S01008891,,,,,,,
PH_2441,LLOYDS PHARMACY LTD,pharmacy,313088.0,677851.0,S02001685,313307.0,677900.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001685,313088.0,677851.0,2441.0,LLOYDS PHARMACY LTD,2 FERRYBURN,ROSEBERY AVENUE,SOUTH QUEENSFERRY,NA,EH309QS,0131 331 2579,S08000024,S37000012,S01009006,S01002330,S01009006,,,,,,,
PH_2442,OMNICARE PHARMACY LTD,pharmacy,324898.19,672947.71,S02001620,324934.0,673093.0,confirmed,OSM_exact_building,,,,,,,,,,,,,,,,,S02001620,324899.0,672925.0,2442.0,OMNICARE PHARMACY LTD,2 HOME STREET,EDINBURGH,NA,NA,EH3 9LY,0131 229 7778,S08000024,S37000012,S01008665,S01002063,S01008665,,,,,,,
PH_2444,THE RED BAND CHEMICAL CO LTD,pharmacy,330282.0,672855.0,S02001633,330102.0,673005.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001633,330282.0,672855.0,2444.0,THE RED BAND CHEMICAL CO LTD,6 MILTON ROAD WEST,EDINBURGH,NA,NA,EH151LF,0131 669 1532,S08000024,S37000012,S01008735,S01002080,S01008735,,,,,,,
PH_2449,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,328785.0,669506.0,S02001605,328884.0,669616.0,confirmed,Postcode_centroid,,,,,,,,,,,,,,,,,S02001605,328785.0,669506.0,2449.0,THE RED BAND CHEMICAL COMPANY LTD,37 MOREDUN PARK ROAD,EDINBURGH,NA,NA,EH177ES,0131 664 2119,S08000024,S37000012,S01008572,S01001872,S01008572,,,,,,,
