site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,IntZone,pc_easting,pc_northing
PH_2517,WILLIAMS & BARRY LTD,pharmacy,324745.0,674452.0,S02001656,325054.0,674450.0,confirmed,Postcode_centroid,2517,WILLIAMS & BARRY LTD,35-37 NORTH WEST CIRCUS PLACE,EDINBURGH,NA,NA,EH3 6TW,0131 220 9150,S08000024,S37000012,S01008851,S01002168,S01008851,S02001656,324745.0,674452.0
PH_2522,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,322939.0,671795.0,S02001592,323276.0,671844.0,confirmed,Postcode_centroid,2522,THE RED BAND CHEMICAL COMPANY LTD,107 SLATEFORD ROAD,EDINBURGH,NA,NA,EH111QY,0131 337 3405,S08000024,S37000012,S01008504,S01001961,S01008504,S02001592,322939.0,671795.0
PH_2526,GEMINI MEDICAL CARE LTD,pharmacy,327211.0,669335.0,S02001607,327238.0,669593.0,confirmed,Postcode_centroid,2526,GEMINI MEDICAL CARE LTD,1 LIBERTON DRIVE,LIBERTON,EDINBURGH,NA,EH166NL,0131 538 7071,S08000024,S37000012,S01008578,S01001873,S01008578,S02001607,327211.0,669335.0
PH_2528,G A M STUART LTD,pharmacy,326885.0,675952.0,S02001643,326919.0,676120.0,confirmed,Postcode_centroid,2528,G A M STUART LTD,7 GREAT JUNCTION STREET,LEITH,EDINBURGH,NA,EH6 5HX,0131 554 2196,S08000024,S37000012,S01008786,S01002270,S01008786,S02001643,326885.0,675952.0
PH_2531,BARRIE DEAR LTD,pharmacy,322424.49,675631.07,S02001665,322290.0,675122.0,confirmed,OSM_exact_building,2531,BARRIE DEAR LTD,645 FERRY ROAD,EDINBURGH,NA,NA,EH4 2TX,0131 332 2851,S08000024,S37000012,S01008903,S01002253,S01008903,S02001665,322322.0,675610.0
PH_2532,BARRIE DEAR LTD,pharmacy,326951.85,674597.55,S02001625,327594.0,674329.0,confirmed,OSM_exact_building,2532,BARRIE DEAR LTD,92-96 EASTER ROAD,EDINBURGH,NA,NA,EH7 5RQ,0131 659 6095,S08000024,S37000012,S01008689,S01002183,S01008689,S02001625,326953.0,674569.0
PH_2533,BARRIE DEAR LTD,pharmacy,323690.76,668753.59,S02001597,323525.0,668895.0,confirmed,OSM_exact_building,2533,BARRIE DEAR LTD,7 OXGANGS BROADWAY,EDINBURGH,NA,NA,EH139LQ,0131 445 1925,S08000024,S37000012,S01008532,S01001824,S01008532,S02001597,323672.0,668736.0
PH_2538,HEALTHCARE 2-U LTD,pharmacy,319998.0,672914.0,S02001679,319696.0,672825.0,confirmed,Postcode_centroid,2538,HEALTHCARE 2-U LTD,159 ST JOHN'S ROAD,CORSTORPHINE,EDINBURGH,NA,EH127SD,0131 334 8106,S08000024,S37000012,S01008974,S01002067,S01008974,S02001679,319998.0,672914.0
PH_2539,CLEAR PHARMACY (GB) LTD,pharmacy,325037.0,672838.0,S02001621,326258.0,672722.0,confirmed,Postcode_centroid,2539,CLEAR PHARMACY (GB) LTD,26 BROUGHAM PLACE,EDINBURGH,NA,NA,EH3 9JU,0131 229 7948,S08000024,S37000012,S01008666,S01002053,S01008666,S02001621,325037.0,672838.0
PH_2545,RIGHTDOSE HEALTHCARE LTD,pharmacy,325173.0,674823.0,S02001657,325282.0,674619.0,confirmed,Postcode_centroid,2545,RIGHTDOSE HEALTHCARE LTD,6 EYRE PLACE,EDINBURGH,NA,NA,EH3 5EP,0131 556 1908,S08000024,S37000012,S01008855,S01002201,S01008855,S02001657,325173.0,674823.0
PH_2549,LLOYDS PHARMACY LTD,pharmacy,322553.0,672355.0,S02001590,322932.0,672304.0,confirmed,Postcode_centroid,2549,LLOYDS PHARMACY LTD,SAINSBURY'S,39 WESTFIELD ROAD,EDINBURGH,NA,EH112QW,0131 337 6777,S08000024,S37000012,S01008494,S01002031,S01008494,S02001590,322553.0,672355.0
PH_2550,RED BAND CHEMICAL COMPANY LTD,pharmacy,329136.0,671642.0,S02001627,328642.0,671511.0,confirmed,Postcode_centroid,2550,RED BAND CHEMICAL COMPANY LTD,96 NIDDRIE MAINS ROAD,EDINBURGH,NA,NA,EH164DT,0131 661 2578,S08000024,S37000012,S01008705,S01001957,S01008705,S02001627,329136.0,671642.0
PH_2551,RED BAND CHEMICAL COMPANY LTD,pharmacy,328914.0,671638.0,S02001627,328642.0,671511.0,confirmed,Postcode_centroid,2551,RED BAND CHEMICAL COMPANY LTD,58-60 NIDDRIE MAINS ROAD,EDINBURGH,NA,NA,EH164BG,0131 661 2662,S08000024,S37000012,S01008705,S01001957,S01008705,S02001627,328914.0,671638.0
PH_2552,LUNN PHARMACY LTD,pharmacy,313644.0,670700.0,S02001683,313991.0,670834.0,confirmed,Postcode_centroid,2552,LUNN PHARMACY LTD,64 NORTH STREET,RATHO,NA,NA,EH288RR,0131 333 1397,S08000024,S37000012,S01008994,S01001887,S01008994,S02001683,313644.0,670700.0
PH_2553,LLOYDS PHARMACY LTD,pharmacy,327309.0,674526.0,S02001625,327594.0,674329.0,confirmed,Postcode_centroid,2553,LLOYDS PHARMACY LTD,SAINSBURY'S,MEADOWBANK RETAIL PARK,MORAY PARK,EDINBURGH,EH7 5TS,0131 661 1129,S08000024,S37000012,S01008690,S01002175,S01008690,S02001625,327309.0,674526.0
PH_2555,GAM STUART LTD,pharmacy,324608.0,676359.0,S02001651,324718.0,676272.0,confirmed,Postcode_centroid,2555,GAM STUART LTD,37 SOUTH TRINITY ROAD,EDINBURGH,NA,NA,EH5 3PN,0131 552 3183,S08000024,S37000012,S01008830,S01002287,S01008830,S02001651,324608.0,676359.0
PH_2556,GAM STUART LTD,pharmacy,324680.0,675974.0,S02001652,324656.0,675931.0,confirmed,Postcode_centroid,2556,GAM STUART LTD,5 MONTAGU TERRACE,EDINBURGH,NA,NA,EH3 5QX,0131 552 4098,S08000024,S37000012,S01008833,S01002269,S01008833,S02001652,324680.0,675974.0
PH_2557,THE RED BAND CHEMICAL COMPANY,pharmacy,330916.0,673712.0,S02001631,331564.0,673116.0,confirmed,Postcode_centroid,2557,THE RED BAND CHEMICAL COMPANY,330-332 PORTOBELLO HIGH STREET,EDINBURGH,NA,NA,EH152DA,0131 669 4331,S08000024,S37000012,S01008727,S01002125,S01008727,S02001631,330916.0,673712.0
PH_2559,M & D GREEN DISPENSING CHEMIST LTD,pharmacy,323885.43,672527.03,S02001619,323944.0,672854.0,confirmed,OSM_exact_building,2559,M & D GREEN DISPENSING CHEMIST LTD,179 DUNDEE STREET,EDINBURGH,NA,NA,EH111BY,0131 229 8281,S08000024,S37000012,S01008652,S01002046,S01008652,S02001619,323904.0,672534.0
PH_2560,WOOTON PHARMACY LTD,pharmacy,330544.46,673867.98,S02001632,330507.0,673831.0,confirmed,OSM_exact_building,2560,WOOTON PHARMACY LTD,168 PORTOBELLO HIGH STREET,EDINBURGH,NA,NA,EH151EX,0131 669 3100,S08000024,S37000012,S01008729,S01002127,S01008729,S02001632,330578.0,673851.0
PH_2562,GAM STUART LTD,pharmacy,326258.0,676829.0,S02001641,326119.0,676799.0,confirmed,Postcode_centroid,2562,GAM STUART LTD,1 LINDSAY ROAD,EDINBURGH,NA,NA,EH6 4EP,0131 554 2258,S08000024,S37000012,S01008774,S01002318,S01008774,S02001641,326258.0,676829.0
PH_2564,BROUGHTON PHARMACY,pharmacy,325794.9,674625.05,S02001655,325882.0,674691.0,confirmed,OSM_exact_building,2564,BROUGHTON PHARMACY,105 BROUGHTON STREET,EDINBURGH,NA,NA,EH1 3RZ,0131 556 1054,S08000024,S37000012,S01008846,S01002199,S01008846,S02001655,325806.0,674615.0
PH_2565,THE RED BAND CHEMICAL COMPANY LTD,pharmacy,316346.0,666434.0,S02001576,316116.0,666116.0,confirmed,Postcode_centroid,2565,THE RED BAND CHEMICAL COMPANY LTD,24 MAIN STREET,BALERNO,NA,NA,EH147EH,0131 449 5477,S08000024,S37000012,S01008421,S01001793,S01008421,S02001576,316346.0,666434.0
PH_2571,M&D GREEN DISPENSING CHEMIST LTD,pharmacy,320328.11,670905.98,S02001585,320249.0,670719.0,confirmed,OSM_exact_building,2571,M&D GREEN DISPENSING CHEMIST LTD,291 CALDER ROAD,EDINBURGH,NA,NA,EH114RH,0131 455 7073,S08000024,S37000012,S01008464,S01001919,S01008464,S02001585,320390.0,670924.0
PH_2572,M&D GREEN DISPENSING CHEMIST LTD,pharmacy,319143.0,670388.0,S02001583,319181.0,670347.0,confirmed,Postcode_centroid,2572,M&D GREEN DISPENSING CHEMIST LTD,18 CALDER PARK,SIGHTHILL,EDINBURGH,NA,EH114JN,0131 453 2674,S08000024,S37000012,S01008456,S01001892,S01008456,S02001583,319143.0,670388.0
PH_2573,M&D GREEN DISPENSING CHEMIST LTD,pharmacy,319734.0,670791.0,S02001586,320106.0,671208.0,confirmed,Postcode_centroid,2573,M&D GREEN DISPENSING CHEMIST LTD,SIGHTHILL HEALTH CENTRE,380 CALDER ROAD,EDINBURGH,NA,EH114AU,0131 453 4782,S08000024,S37000012,S01008468,S01001926,S01008468,S02001586,319734.0,670791.0
PH_2574,M&D GREEN DISPENSING CHEMIST LTD,pharmacy,320336.0,671970.0,S02001681,319887.0,671949.0,confirmed,Postcode_centroid,2574,M&D GREEN DISPENSING CHEMIST LTD,146/148 SAUGHTON ROAD NORTH,EDINBURGH,NA,NA,EH127DS,0131 334 2087,S08000024,S37000012,S01008982,S01001985,S01008982,S02001681,320336.0,671970.0
PH_2576,RED BAND CHEMICAL CO LTD,pharmacy,328841.0,674218.0,S02001635,329039.0,673638.0,confirmed,Postcode_centroid,2576,RED BAND CHEMICAL CO LTD,173 PIERSFIELD TERRACE,EDINBURGH,NA,NA,EH8 7BR,0131 669 8109,S08000024,S37000012,S01008746,S01002155,S01008746,S02001635,328841.0,674218.0
PH_2911,SALT & SON LTD.,pharmacy,325109.0,674771.0,S02001657,325282.0,674619.0,confirmed,Postcode_centroid,2911,SALT & SON LTD.,CENTRUM HOUSE,GROUND FLOOR,108-114 DUNDAS STREET,EDINBURGH,EH3 5DQ,0131 557 1568,S08000024,S37000012,S01008855,S01002201,S01008855,S02001657,325109.0,674771.0
PH_2925,FITTLEWORTH MEDICAL LTD,pharmacy,323517.0,672021.0,S02001592,323276.0,671844.0,confirmed,Postcode_centroid,2925,FITTLEWORTH MEDICAL LTD,LOWER GF,87A HARRISON ROAD,EDINBURGH,NA,EH111LS,0800 783 7148,S08000024,S37000012,S01008507,S01001994,S01008507,S02001592,323517.0,672021.0
