site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,IntZone,pc_easting,pc_northing
PH_1583,HOULIHAN PHARMACY LTD,pharmacy,259093.09,667692.47,S02001940,258435.0,667834.0,confirmed,OSM_exact_building,1583,HOULIHAN PHARMACY LTD,128 SARACEN STREET,GLASGOW,,,G22 5AR,0141 336 8561,S08000031,S37000034,S01010311,S01003564,S01010311,S02001940,259099.0,667704.0
PH_1584,HOULIHAN PHARMACY LTD,pharmacy,258646.0,661600.0,S02001887,258725.0,661495.0,confirmed,Postcode_centroid,1584,HOULIHAN PHARMACY LTD,1047 CATHCART ROAD,MOUNT FLORIDA,GLASGOW,,G42 9AF,0141 632 1335,S08000031,S37000034,S01010014,S01003143,S01010014,S02001887,258646.0,661600.0
PH_1585,HOULIHAN PHARMACY LTD,pharmacy,259996.73,669319.71,S02001944,259769.0,669516.0,confirmed,OSM_exact_building,1585,HOULIHAN PHARMACY LTD,59 LIDDESDALE SQUARE,MILTON,GLASGOW,,G22 7BT,0141 772 1830,S08000031,S37000034,S01010335,S01003657,S01010335,S02001944,260039.0,669431.0
PH_1587,BOOTS UK LTD,pharmacy,261374.89,665017.11,S02001931,260882.0,664926.0,confirmed,OSM_exact_building,1587,BOOTS UK LTD,350B DUKE STREET,GLASGOW,,,G31 1RB,0141 554 2988,S08000031,S37000034,S01010256,S01003356,S01010256,S02001931,261137.0,665010.0
PH_1588,BOOTS UK LTD,pharmacy,261374.89,665017.11,S02001929,262140.0,665353.0,confirmed,OSM_exact_building,1588,BOOTS UK LTD,430-432 DUKE STREET,GLASGOW,,,G31 1QL,0141 554 5448,S08000031,S37000034,S01010244,S01003353,S01010244,S02001929,261390.0,665012.0
PH_1589,BOOTS UK LTD,pharmacy,263646.0,665383.0,S02001913,263316.0,665776.0,confirmed,Postcode_centroid,1589,BOOTS UK LTD,137 ABBEYHILL STREET,GLASGOW,,,G32 6LJ,0141 778 1404,S08000031,S37000034,S01010155,S01003400,S01010155,S02001913,263646.0,665383.0
PH_1591,WM MORRISON SUPERMARKETS LTD,pharmacy,256670.13,661239.58,S02001873,256618.0,661516.0,confirmed,OSM_exact_building,1591,WM MORRISON SUPERMARKETS LTD,117 RIVERFORD ROAD,GLASGOW,,,G43 1PU,,S08000031,S37000034,S01009934,S01003115,S01009934,S02001873,256670.0,661285.0
PH_1592,WM MORRISON SUPERMARKETS LTD,pharmacy,254860.0,669053.0,S02001970,255162.0,668855.0,confirmed,Postcode_centroid,1592,WM MORRISON SUPERMARKETS LTD,900 CROW ROAD,ANNIESLAND,GLASGOW,,G13 1JD,0141 959 7287,S08000031,S37000034,S01010469,S01003635,S01010469,S02001970,254860.0,669053.0
PH_1593,WM MORRISON SUPERMARKETS LTD,pharmacy,268271.0,663988.0,S02001901,267871.0,663656.0,confirmed,Postcode_centroid,1593,WM MORRISON SUPERMARKETS LTD,RAVENSWOOD ROAD,BAILLIESTON,GLASGOW,,G69 7HU,0141 771 9216,S08000031,S37000034,S01010089,S01003277,S01010089,S02001901,268271.0,663988.0
PH_1594,INVERCOAST LTD,pharmacy,254835.0,663099.0,S02001858,254520.0,663047.0,confirmed,Postcode_centroid,1594,INVERCOAST LTD,190 MOSSPARK DRIVE,MOSSPARK,GLASGOW,,G52 1JS,0141 427 9779,S08000031,S37000034,S01009852,S01003250,S01009852,S02001858,254835.0,663099.0
PH_1603,L G PHARMACY LTD,pharmacy,257682.58,665675.1,S02001935,257721.0,665622.0,confirmed,OSM_exact_building,1603,L G PHARMACY LTD,476 ST VINCENT STREET,GLASGOW,,,G3  8XU,0141 221 3690,S08000031,S37000034,S01010279,S01003403,S01010279,S02001935,257657.0,665677.0
PH_1605,H & K WILLIS LTD,pharmacy,252962.36,667687.83,S02001963,252494.0,667904.0,confirmed,OSM_exact_building,1605,H & K WILLIS LTD,1566 DUMBARTON ROAD,GLASGOW,,,G14 9DB,0141 959 2551,S08000031,S37000034,S01010436,S01003531,S01010436,S02001963,252913.0,667719.0
PH_1611,ALBERT CROSS LTD,pharmacy,257799.0,663533.0,S02001863,257167.0,663480.0,confirmed,Postcode_centroid,1611,ALBERT CROSS LTD,275 MAXWELL ROAD,POLLOCKSHIELDS,GLASGOW,,G41 1TE,0141 429 1919,S08000031,S37000034,S01009878,S01003236,S01009878,S02001863,257799.0,663533.0
PH_1613,DUNNET HEALTHCARE LTD,pharmacy,253408.86,667312.03,S02001961,253420.0,667210.0,confirmed,OSM_exact_building,1613,DUNNET HEALTHCARE LTD,1399 DUMBARTON ROAD,GLASGOW,,,G14 9XS,0141 959 2196,S08000031,S37000034,S01010425,S01003518,S01010425,S02001961,253384.0,667324.0
PH_1614,M & D GREEN DISPENSING CHEMIST LTD,pharmacy,262159.0,665442.0,S02001929,262140.0,665353.0,confirmed,Postcode_centroid,1614,M & D GREEN DISPENSING CHEMIST LTD,408/410 CUMBERNAULD ROAD,GLASGOW,,,G31 3NN,0141 554 2165,S08000031,S37000034,S01010243,S01003389,S01010243,S02001929,262159.0,665442.0
PH_1617,LYONCROSS LTD- TEJINDER BHOPAL,pharmacy,252661.0,662941.0,S02001849,252879.0,662838.0,confirmed,Postcode_centroid,1617,LYONCROSS LTD- TEJINDER BHOPAL,54 LYONCROSS ROAD,GLASGOW,,,G53 5UW,0141 892 2370,S08000031,S37000034,S01009800,S01003204,S01009800,S02001849,252661.0,662941.0
PH_1618,BOOTS UK LIMITED,pharmacy,,,S02001845,252858.0,660531.0,confirmed,Postcode_centroid,1618,BOOTS UK LIMITED,"UNIT M3, SILVERBURN SHOPPING CENTRE",763 BARRHEAD ROAD,GLASGOW,,G53 6QR,0141 881 6967,S08000031,S37000034,S01009775,S01003111,S01009775,S02001845,,
PH_1619,DENIS FRANCIS HOULIHAN,pharmacy,253376.82,659297.92,S02001843,253271.0,659676.0,confirmed,OSM_exact_building,1619,DENIS FRANCIS HOULIHAN,9-10 DARNLEY MAINS ROAD,DARNLEY,GLASGOW,,G53 7RH,0141 621 2970,S08000031,S37000034,S01009767,S01003037,S01009767,S02001843,253372.0,659310.0
PH_1620,SSCT LTD,pharmacy,259837.0,665160.0,S02001931,260882.0,664926.0,confirmed,Postcode_centroid,1620,SSCT LTD,128 HIGH STREET,GLASGOW,,,G1  1PQ,0141 552 5929,S08000031,S37000034,S01010257,S01003368,S01010257,S02001931,259837.0,665160.0
PH_1621,BESTWAY NATIONAL CHEMISTS LTD,pharmacy,259491.0,659722.0,S02001883,259984.0,659732.0,confirmed,Postcode_centroid,1621,BESTWAY NATIONAL CHEMISTS LTD,9 CROFTFOOT ROAD,GLASGOW,,,G44 5JR,0141 569 3106,S08000031,S37000034,S01009989,S01003054,S01009989,S02001883,259491.0,659722.0
PH_1622,A & P MACINTYRE LTD,pharmacy,258042.0,660145.0,S02001878,257905.0,659925.0,confirmed,Postcode_centroid,1622,A & P MACINTYRE LTD,213-215 CLARKSTON ROAD,GLASGOW,,,G44 3DS,0141 637 7272,S08000031,S37000034,S01009962,S01003065,S01009962,S02001878,258042.0,660145.0
PH_1627,M & D GREEN DISPENSING CHEMIST LIMITED,pharmacy,257765.0,669578.0,S02001945,257091.0,670168.0,confirmed,Postcode_centroid,1627,M & D GREEN DISPENSING CHEMIST LIMITED,52 SKIRSA STREET,CADDER,GLASGOW,,G23 5BA,0141 946 8502,S08000031,S37000034,S01010340,S01003686,S01010340,S02001945,257765.0,669578.0
PH_1628,MACBON CHEMIST LTD,pharmacy,264043.76,663301.84,S02001896,263753.0,663145.0,confirmed,OSM_exact_building,1628,MACBON CHEMIST LTD,1049 TOLLCROSS ROAD,GLASGOW,,,G32 8UQ,0141 763 0002,S08000031,S37000034,S01010063,S01003223,S01010063,S02001896,264048.0,663305.0
PH_1629,R & S (CARMUNNOCK) LTD,pharmacy,259827.0,657519.0,S02001880,259116.0,658547.0,confirmed,Postcode_centroid,1629,R & S (CARMUNNOCK) LTD,17 BUSBY ROAD,CARMUNNOCK,GLASGOW,,G76 9BP,0141 644 1765,S08000031,S37000034,S01009969,S01003025,S01009969,S02001880,259827.0,657519.0
PH_1630,LLOYDS PHARMACY LTD,pharmacy,252469.95,668417.78,S02001963,252494.0,667904.0,confirmed,OSM_exact_building,1630,LLOYDS PHARMACY LTD,764 ANNIESLAND ROAD,GLASGOW,,,G14 0YU,0141 959 0618,S08000031,S37000034,S01010435,S01003593,S01010435,S02001963,252510.0,668414.0
PH_1631,LLOYDS PHARMACY LTD,pharmacy,257866.0,667585.0,S02001940,258435.0,667834.0,confirmed,Postcode_centroid,1631,LLOYDS PHARMACY LTD,535 MARYHILL ROAD,MARYHILL,GLASGOW,,G20 7UJ,0141 946 3212,S08000031,S37000034,S01010314,S01003561,S01010314,S02001940,257866.0,667585.0
PH_1632,LLOYDS PHARMACY LTD,pharmacy,259150.0,664028.0,S02001890,258527.0,664341.0,confirmed,Postcode_centroid,1632,LLOYDS PHARMACY LTD,"UNIT 2, KWIKSAVE UNIT",CROWN STREET,GLASGOW,,G5  9ZR,0141 429 5037,S08000031,S37000034,S01010034,S01003285,S01010034,S02001890,259150.0,664028.0
PH_1633,LLOYDS PHARMACY LTD,pharmacy,260584.0,664422.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,1633,LLOYDS PHARMACY LTD,186/188 ABERCROMBY STREET,GLASGOW,,,G40 2RZ,0141 554 3281,S08000031,S37000034,S01010055,S01003313,S01010055,S02001894,260584.0,664422.0
PH_1634,LLOYDS PHARMACY LTD,pharmacy,253832.0,663913.0,S02001857,254309.0,664221.0,confirmed,Postcode_centroid,1634,LLOYDS PHARMACY LTD,UNIT NO 9,1604 PAISLEY ROAD WEST,GLASGOW,,G52 3QN,0141 882 8769,S08000031,S37000034,S01009851,S01003284,S01009851,S02001857,253832.0,663913.0
PH_1635,LLOYDS PHARMACY LTD,pharmacy,252469.95,668417.78,S02001968,252662.0,669052.0,confirmed,OSM_exact_building,1635,LLOYDS PHARMACY LTD,263 ALDERMAN ROAD,GLASGOW,,,G13 3AY,0141 959 1914,S08000031,S37000034,S01010459,S01003645,S01010459,S02001968,252604.0,668891.0
PH_1636,LLOYDS PHARMACY LTD,pharmacy,252138.52,669134.16,S02001966,252069.0,669351.0,confirmed,OSM_exact_building,1636,LLOYDS PHARMACY LTD,298 DYKE ROAD,GLASGOW,,,G13 4QU,0141 959 2456,S08000031,S37000034,S01010448,S01003658,S01010448,S02001966,252143.0,669134.0
PH_1637,LLOYDS PHARMACY LTD,pharmacy,257996.0,666612.0,S02001937,257742.0,666481.0,confirmed,Postcode_centroid,1637,LLOYDS PHARMACY LTD,127-135 GREAT WESTERN ROAD,GLASGOW,,,G4  9AH,0141 332 1478,S08000031,S37000034,S01010295,S01003464,S01010295,S02001937,257996.0,666612.0
PH_1638,LLOYDS PHARMACY LTD,pharmacy,268192.0,666154.0,S02001905,268010.0,665595.0,confirmed,Postcode_centroid,1638,LLOYDS PHARMACY LTD,77 LOCHEND ROAD,GLASGOW,,,G34 0JZ,0141 773 2003,S08000031,S37000034,S01010111,S01003435,S01010111,S02001905,268192.0,666154.0
PH_1641,ABBEY CHEMISTS LTD,pharmacy,259501.46,664921.65,S02001932,259625.0,665336.0,confirmed,OSM_exact_building,1641,ABBEY CHEMISTS LTD,83 TRONGATE,GLASGOW,,,G1  5HB,0141 552 2528,S08000031,S37000034,S01010264,S01003358,S01010264,S02001932,259528.0,664913.0
PH_1647,BESTWAY NATIONAL CHEMISTS LTD,pharmacy,252266.0,660249.0,S02001845,252858.0,660531.0,confirmed,Postcode_centroid,1647,BESTWAY NATIONAL CHEMISTS LTD,403 NITSHILL ROAD,GLASGOW,,,G53 7BN,0141 881 8193,S08000031,S37000034,S01009779,S01003062,S01009779,S02001845,252266.0,660249.0
PH_1652,J & P INNES LTD,pharmacy,260791.0,667118.0,S02001925,260260.0,666502.0,confirmed,Postcode_centroid,1652,J & P INNES LTD,150 PETERSHILL ROAD,GLASGOW,,,G21 4AL,0141 558 7327,S08000031,S37000034,S01010225,S01003495,S01010225,S02001925,260791.0,667118.0
PH_1656,DAVID L L ROBERTSON (GLW EAST) LTD,pharmacy,264334.0,664157.0,S02001910,264808.0,664082.0,confirmed,Postcode_centroid,1656,DAVID L L ROBERTSON (GLW EAST) LTD,1122 SHETTLESTON ROAD,GLASGOW,,,G32 7PH,0141 778 6161,S08000031,S37000034,S01010141,S01003293,S01010141,S02001910,264334.0,664157.0
PH_1659,HOULIHAN PHARMACY LTD,pharmacy,255805.44,666603.22,S02001955,255271.0,666804.0,confirmed,OSM_exact_building,1659,HOULIHAN PHARMACY LTD,312 DUMBARTON ROAD,GLASGOW,,,G11 6TF,0141 339 2349,S08000031,S37000034,S01010396,S01003481,S01010396,S02001955,255794.0,666603.0
PH_1661,TOLLCROSS PHARMACY LTD,pharmacy,262897.0,663978.0,S02001895,263065.0,663873.0,confirmed,Postcode_centroid,1661,TOLLCROSS PHARMACY LTD,229 TOLLCROSS ROAD,GLASGOW,,,G31 4UN,0141 551 8310,S08000031,S37000034,S01010060,S01003273,S01010060,S02001895,262897.0,663978.0
PH_1666,HOULIHAN PHARMACY LTD,pharmacy,263284.04,666326.01,S02001916,263349.0,666091.0,confirmed,OSM_exact_building,1666,HOULIHAN PHARMACY LTD,248 SMITHYCROFT ROAD,RIDDRIE,GLASGOW,,G33 2QZ,0141 770 4540,S08000031,S37000034,S01010175,S01003440,S01010175,S02001916,263288.0,666327.0
PH_1667,DOMKELL LTD,pharmacy,260020.0,659207.0,S02001882,261298.0,659522.0,confirmed,Postcode_centroid,1667,DOMKELL LTD,CASTLEMILK HEALTH CENTRE,71 DOUGRIE DRIVE,GLASGOW,,G45 9AW,0141 531 8558,S08000031,S37000034,S01009980,S01003044,S01009980,S02001882,260020.0,659207.0
PH_1674,THE PARK ROAD PHARMACY LTD,pharmacy,257574.7,666886.02,S02001937,257742.0,666481.0,confirmed,OSM_exact_building,1674,THE PARK ROAD PHARMACY LTD,405 GREAT WESTERN ROAD,GLASGOW,,,G4  9HY,0141 339 5979,S08000031,S37000034,S01010292,S01003485,S01010292,S02001937,257599.0,666869.0
PH_1675,GUIDI'S PHARMACY LTD,pharmacy,252505.29,664446.88,S02001854,252573.0,664439.0,confirmed,OSM_exact_building,1675,GUIDI'S PHARMACY LTD,139 THURSTON ROAD,GLASGOW,,,G52 2AZ,0141 882 1129,S08000031,S37000034,S01009832,S01003298,S01009832,S02001854,252527.0,664465.0
PH_1676,GILBRIDE PHARMACIES LTD,pharmacy,257342.58,664623.1,S02001861,257070.0,664692.0,confirmed,OSM_exact_building,1676,GILBRIDE PHARMACIES LTD,40 PAISLEY ROAD WEST,KINNING PARK,GLASGOW,,G51 1LB,0141 429 2995,S08000031,S37000034,S01009867,S01003348,S01009867,S02001861,257366.0,664630.0
PH_1677,GILBRIDE PHARMACIES LTD,pharmacy,256613.0,664451.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,1677,GILBRIDE PHARMACIES LTD,323 PAISLEY ROAD WEST,CESSNOCK,GLASGOW,,G51 1LU,0141 427 0347,S08000031,S37000034,S01009869,S01003320,S01009869,S02001861,256613.0,664451.0
PH_1678,RIGHTDOSE HEALTHCARE LTD,pharmacy,254490.0,660228.0,S02001874,254552.0,660247.0,confirmed,Postcode_centroid,1678,RIGHTDOSE HEALTHCARE LTD,"UNIT 3,1/3 KENNISHEAD AVENUE",THORNLIEBANK,GLASGOW,,G46 8PR,0141 632 0222,S08000031,S37000034,S01009939,S01003076,S01009939,S02001874,254490.0,660228.0
PH_1681,MR NEERAJ SALWAN,pharmacy,257194.0,665860.0,S02001936,256903.0,666035.0,confirmed,Postcode_centroid,1681,MR NEERAJ SALWAN,1094 ARGYLE STREET,GLASGOW,,,G3  8LY,0141 204 0298,S08000031,S37000034,S01010285,S01003425,S01010285,S02001936,257194.0,665860.0
PH_1683,MR W S WILSON & MRS S M THOMSON,pharmacy,254667.0,664077.0,S02001857,254309.0,664221.0,confirmed,Postcode_centroid,1683,MR W S WILSON & MRS S M THOMSON,1258 PAISLEY ROAD WEST,CRAIGTON,GLASGOW,,G52 1DP,0141 427 1646,S08000031,S37000034,S01009849,S01003294,S01009849,S02001857,254667.0,664077.0
PH_1684,WILLIAM WILSON & GARRY SCOTT,pharmacy,251400.0,668638.0,S02001964,251470.0,668537.0,confirmed,Postcode_centroid,1684,WILLIAM WILSON & GARRY SCOTT,2354 DUMBARTON ROAD,YOKER,GLASGOW,,G14 0JX,0141 959 1478,S08000031,S37000034,S01010439,S01003610,S01010439,S02001964,251400.0,668638.0
PH_1685,HOULIHAN PHARMACY LTD,pharmacy,253964.0,659446.0,S02001842,253987.0,659337.0,confirmed,Postcode_centroid,1685,HOULIHAN PHARMACY LTD,60 KYLEAKIN ROAD,ARDEN,GLASGOW,,G46 8DF,0141 638 4489,S08000031,S37000034,S01009762,S01003045,S01009762,S02001842,253964.0,659446.0
PH_1688,CENTRAL PHARMACIES (UK) LTD,pharmacy,257901.0,662689.0,S02001868,257906.0,662506.0,confirmed,Postcode_centroid,1688,CENTRAL PHARMACIES (UK) LTD,751/753 POLLOKSHAWS ROAD,GLASGOW,,,G41 2AE,0141 423 0344,S08000031,S37000034,S01009908,S01003187,S01009908,S02001868,257901.0,662689.0
PH_1689,M & D GREEN DISPENSING CHEMIST LTD,pharmacy,259767.0,669821.0,S02001944,259769.0,669516.0,confirmed,Postcode_centroid,1689,M & D GREEN DISPENSING CHEMIST LTD,137 SCARAWAY STREET,MILTON,GLASGOW,,G22 7EU,0141 772 1423,S08000031,S37000034,S01010336,S01003687,S01010336,S02001944,259767.0,669821.0
PH_1691,EASTWOOD PHARMACY LTD,pharmacy,255434.0,660366.0,S02001875,255497.0,660287.0,confirmed,Postcode_centroid,1691,EASTWOOD PHARMACY LTD,17 FIELDHEAD SQUARE,EASTWOOD,GLASGOW,,G43 1HL,0141 632 0075,S08000031,S37000034,S01009945,S01003077,S01009945,S02001875,255434.0,660366.0
PH_1692,ACCUTREE LTD,pharmacy,262039.0,667604.0,S02001920,262121.0,667874.0,confirmed,Postcode_centroid,1692,ACCUTREE LTD,590 BROOMFIELD ROAD,SPRINGBURN,GLASGOW,,G21 3HN,0141 557 0179,S08000031,S37000034,S01010202,S01003548,S01010202,S02001920,262039.0,667604.0
PH_1693,LLOYDS PHARMACY LTD,pharmacy,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,1693,LLOYDS PHARMACY LTD,BRIDGETON HEALTH CENTRE,201 ABERCROMBY STREET,GLASGOW,,G40 2DA,0141 531 6534,S08000031,S37000034,S01010055,S01003313,S01010055,S02001894,260630.0,664386.0
PH_1694,BOOTS UK LTD,pharmacy,267065.0,666016.0,S02001906,267111.0,666538.0,confirmed,Postcode_centroid,1694,BOOTS UK LTD,EASTERHOUSE HEALTH CENTRE,9 AUCHENLEA ROAD,GLASGOW,,G34 9HQ,0141 771 9339,S08000031,S37000034,S01010114,S01003444,S01010114,S02001906,267065.0,666016.0
PH_1695,EASTWOOD PHARMACY LTD,pharmacy,258115.0,661619.0,S02001867,258120.0,661477.0,confirmed,Postcode_centroid,1695,EASTWOOD PHARMACY LTD,90 BATTLEFIELD ROAD,LANGSIDE,GLASGOW,,G42 9JN,0141 6320690,S08000031,S37000034,S01009904,S01003156,S01009904,S02001867,258115.0,661619.0
PH_1698,ROCKMOUNT HEALTHCARE LTD,pharmacy,258276.0,660392.0,S02001878,257905.0,659925.0,confirmed,Postcode_centroid,1698,ROCKMOUNT HEALTHCARE LTD,111 CLARKSTON ROAD,CATHCART,GLASGOW,,G44 3BL,0141 637 2638,S08000031,S37000034,S01009964,S01003079,S01009964,S02001878,258276.0,660392.0
PH_1699,GNA HEALTHCARE LTD,pharmacy,257350.79,662190.73,S02001870,257163.0,662184.0,confirmed,OSM_exact_building,1699,GNA HEALTHCARE LTD,7-9 KILMARNOCK ROAD,GLASGOW,,,G41 3YN,0141 632 0293,S08000031,S37000034,S01009919,S01003157,S01009919,S02001870,257154.0,661923.0
PH_1700,ALM HEALTHCARE LTD,pharmacy,259975.0,666815.0,S02001924,259797.0,667399.0,confirmed,Postcode_centroid,1700,ALM HEALTHCARE LTD,KATS BUILDING,9 FOUNTAINWELL DRIVE,GLASGOW,,G21 1RR,0141 558 1451,S08000031,S37000034,S01010219,S01003492,S01010219,S02001924,259975.0,666815.0
PH_1701,KINGSBOROUGH SHOPS LTD,pharmacy,252211.0,668045.0,S02001963,252494.0,667904.0,confirmed,Postcode_centroid,1701,KINGSBOROUGH SHOPS LTD,1907 DUMBARTON ROAD,SCOTSTOUN,GLASGOW,,G14 0YS,0141 959 2422,S08000031,S37000034,S01010432,S01003571,S01010432,S02001963,252211.0,668045.0
PH_1702,THISTLE MED LTD,pharmacy,265074.0,666771.0,S02001915,265183.0,666470.0,confirmed,Postcode_centroid,1702,THISTLE MED LTD,11 MOSSVALE CRESCENT,CRAIGEND,GLASGOW,,G33 5NZ,0141-774-8632,S08000031,S37000034,S01010169,S01003459,S01010169,S02001915,265074.0,666771.0
PH_1703,P & C PATERSON LTD,pharmacy,262525.0,664168.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,1703,P & C PATERSON LTD,1432 GALLOWGATE,GLASGOW,,,G31 4ST,0141 554 0932,S08000031,S37000034,S01010051,S01003273,S01010051,S02001894,262525.0,664168.0
PH_1716,RIGHTDOSE HEALTHCARE LTD,pharmacy,258557.73,661706.77,S02001887,258725.0,661495.0,confirmed,OSM_exact_building,1716,RIGHTDOSE HEALTHCARE LTD,1000 CATHCART ROAD,MOUNT FLORIDA,GLASGOW,,G42 9XL,0141 632 1202,S08000031,S37000034,S01010014,S01003136,S01010014,S02001887,258553.0,661688.0
PH_1717,AS PHARMACIES LTD,pharmacy,257823.0,663333.0,S02001864,257880.0,663229.0,confirmed,Postcode_centroid,1717,AS PHARMACIES LTD,6 MINARD ROAD,SHAWLANDS,GLASGOW,,G41 2NH,0141 632 0243,S08000031,S37000034,S01009881,S01003227,S01009881,S02001864,257823.0,663333.0
PH_1719,A C MACKIE LTD,pharmacy,257416.0,664532.0,S02001861,257070.0,664692.0,confirmed,Postcode_centroid,1719,A C MACKIE LTD,16-18 ADMIRAL STREET,GLASGOW,,,G41 1HU,0141 429 4131,S08000031,S37000034,S01009867,S01003286,S01009867,S02001861,257416.0,664532.0
PH_1720,LLOYDS PHARMACY LTD,pharmacy,267587.0,663762.0,S02001900,267190.0,663419.0,confirmed,Postcode_centroid,1720,LLOYDS PHARMACY LTD,BAILLIESTON HEALTH CENTRE,20 MUIRSIDE ROAD,GLASGOW,,G69 7AD,0141 531 8020,S08000031,S37000034,S01010086,S01003237,S01010086,S02001900,267587.0,663762.0
PH_1721,J & P INNES LTD,pharmacy,255794.0,668573.0,S02001950,255835.0,668395.0,confirmed,Postcode_centroid,1721,J & P INNES LTD,119 CLEVEDEN ROAD,GLASGOW,,,G12 0JU,0141 339 5258,S08000031,S37000034,S01010364,S01003623,S01010364,S02001950,255794.0,668573.0
PH_1722,H&K WILLIS LTD,pharmacy,262236.0,668629.0,S02001920,262121.0,667874.0,confirmed,Postcode_centroid,1722,H&K WILLIS LTD,227 WALLACEWELL ROAD,BARLORNOCK,GLASGOW,,G21 3PR,0141 557 2121,S08000031,S37000034,S01010200,S01003598,S01010200,S02001920,262236.0,668629.0
PH_1723,BNC HEALTHCARE LTD,pharmacy,255647.0,666602.0,S02001955,255271.0,666804.0,confirmed,Postcode_centroid,1723,BNC HEALTHCARE LTD,364A DUMBARTON ROAD,PARTICK,GLASGOW,,G11 6RZ,0141 334 0353,S08000031,S37000034,S01010396,S01003481,S01010396,S02001955,255647.0,666602.0
PH_1724,J & JG DICKSON & SON LTD,pharmacy,253748.0,667063.0,S02001961,253420.0,667210.0,confirmed,Postcode_centroid,1724,J & JG DICKSON & SON LTD,1239-1243 DUMBARTON ROAD,PARTICK,GLASGOW,,G14 9UT,0141 959 9150,S08000031,S37000034,S01010425,S01003518,S01010425,S02001961,253748.0,667063.0
PH_1725,JMG (PHARMACISTS) LTD,pharmacy,258734.0,662656.0,S02001865,258583.0,662726.0,confirmed,Postcode_centroid,1725,JMG (PHARMACISTS) LTD,558 CATHCART ROAD,CROSSHILL,GLASGOW,,G42 8YG,0141 423 1856,S08000031,S37000034,S01009890,S01003191,S01009890,S02001865,258734.0,662656.0
PH_1726,J & J G DICKSON & SON LTD,pharmacy,255318.0,666611.0,S02001954,255121.0,666722.0,confirmed,Postcode_centroid,1726,J & J G DICKSON & SON LTD,510-512 DUMBARTON ROAD,PARTICK,GLASGOW,,G11 6SN,0141 334 2268,S08000031,S37000034,S01010388,S01003469,S01010388,S02001954,255318.0,666611.0
PH_1727,LLOYDS PHARMACY LTD,pharmacy,258229.0,667303.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,1727,LLOYDS PHARMACY LTD,663-667 GARSCUBE ROAD,FIRHILL,GLASGOW,,G20 7JX,0141 531 9240,S08000031,S37000034,S01010304,S01003519,S01010304,S02001939,258229.0,667303.0
PH_1729,GARSCADDEN PHARMA LTD,pharmacy,252178.03,670239.08,S02001973,252362.0,670219.0,confirmed,OSM_exact_building,1729,GARSCADDEN PHARMA LTD,47 GARSCADDEN ROAD,OLD DRUMCHAPEL,GLASGOW,,G15 6UH,0141 944 1577,S08000031,S37000034,S01010485,S01003694,S01010485,S02001973,252206.0,670307.0
PH_1751,RIGHTDOSE HEALTHCARE LTD,pharmacy,261568.0,665539.0,S02001928,261605.0,665657.0,confirmed,Postcode_centroid,1751,RIGHTDOSE HEALTHCARE LTD,584 ALEXANDRA PARADE,DENNISTOUN,GLASGOW,,G31 3BS,0141 554 6921,S08000031,S37000034,S01010240,S01003406,S01010240,S02001928,261568.0,665539.0
PH_1752,BESTWAY NATIONAL CHEMISTS LTD,pharmacy,253097.0,661324.0,S02001845,252858.0,660531.0,confirmed,Postcode_centroid,1752,BESTWAY NATIONAL CHEMISTS LTD,POLLOK HEALTH CENTRE,21 COWGLEN ROAD,GLASGOW,,G53 6EQ,0141 531 6826,S08000031,S37000034,S01009775,S01003111,S01009775,S02001845,253097.0,661324.0
PH_1754,L ROWLAND & CO (RETAIL) LTD,pharmacy,260628.42,667773.13,S02001922,260869.0,668021.0,confirmed,OSM_exact_building,1754,L ROWLAND & CO (RETAIL) LTD,SPRINGBURN HEALTH CENTRE,200 SPINGBURN WAY,SPRINGBURN,GLASGOW,G21 1TR,,S08000031,S37000034,S01010212,S01003572,S01010212,S02001922,260658.0,667760.0
PH_1901,FITTLEWORTH MEDICAL LTD,pharmacy,259859.0,663949.0,S02001889,259444.0,663629.0,confirmed,Postcode_centroid,1901,FITTLEWORTH MEDICAL LTD,UNIT 1,RIVERSIDE BUSINESS PARK,45 MOFFAT STREET,GLASGOW,G5  0PD,0141 429 5226,S08000031,S37000034,S01010024,S01003272,S01010024,S02001889,259859.0,663949.0
PH_1903,BULLEN HEALTHCARE LTD,pharmacy,263892.0,662035.0,S02001897,264613.0,662967.0,confirmed,Postcode_centroid,1903,BULLEN HEALTHCARE LTD,UNIT C FULLERTON COURT,CAMBUSLANG,GLASGOW,,G32 8EY,0800 269 327,S08000031,S37000034,S01010071,S01003151,S01010071,S02001897,263892.0,662035.0
