site_id,site_name,site_type,easting,northing,iz_code,iz_easting,iz_northing,suitability,coord_source,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone_x,GPCluster,DataZone_y,IntZone,pc_easting,pc_northing,DispCode,DispLocationName,DispLocationAddress1,DispLocationAddress2,DispLocationAddress3,DispLocationAddress4,DispLocationPostcode,DispLocationTelNo,hb2019,hscp2019,datazone2011,datazone2001,DataZone,capacity,parking,fee,access,operator,surface,park_and_ride
GP_40281,Dr Haggerty,gp,252868.0,670617.0,S02001974,252942.0,670737.0,confirmed,Postcode_centroid,40281.0,Dr Haggerty,1995.0,Dr Haggerty,250 Drumchapel Road,Glasgow,,G15 6EG,0141 944  3534,17J,N,S08000031,S37000034,S01010488,NW - Drumchapel and Yoker,S01010488,S02001974,252868.0,670617.0,,,,,,,,,,,,,,,,,,,,
GP_40296,Peel Street Medical Centre,gp,255830.53,666626.08,S02001955,255271.0,666804.0,confirmed,OSM_exact_building,40296.0,Peel Street Medical Centre,2019.0,Peel Street Medical Centre,11 Peel Street,Glasgow,,G11 5LL,0141 334  9331,17J,N,S08000031,S37000034,S01010396,NW - Hyndland and West End,S01010396,S02001955,255567.0,666633.0,,,,,,,,,,,,,,,,,,,,
GP_40328,Drs Melrose & Sharp Partnership,gp,256845.0,666105.0,S02001936,256903.0,666035.0,confirmed,Postcode_centroid,40328.0,Drs Melrose & Sharp Partnership,4682.0,Drs Melrose & Sharp Partnership,3 Radnor Street,Glasgow,,G3 7UA,0141 334  6111,17C,N,S08000031,S37000034,S01010287,NW - A,S01010287,S02001936,256845.0,666105.0,,,,,,,,,,,,,,,,,,,,
GP_40332,Knightswood Medical Practice,gp,253860.0,669282.0,S02001971,254637.0,669245.0,confirmed,Postcode_centroid,40332.0,Knightswood Medical Practice,5441.0,Knightswood Medical Practice,1980 Great Western Road,Glasgow,,G13 2SW,0141 959  1196,17J,N,S08000031,S37000034,S01010470,NW - Great Western,S01010470,S02001971,253860.0,669282.0,,,,,,,,,,,,,,,,,,,,
GP_40351,Dr A P Jackson & Partners,gp,255861.0,667448.0,S02001957,256376.0,667537.0,confirmed,Postcode_centroid,40351.0,Dr A P Jackson & Partners,5185.0,Dr A P Jackson & Partners,91 Hyndland Road,Hyndland,Glasgow,G12 9JE,0141 339  7869,17C,N,S08000031,S37000034,S01010403,NW - Hyndland and West End,S01010403,S02001957,255861.0,667448.0,,,,,,,,,,,,,,,,,,,,
GP_40390,Dr M Roushdy-Gemie & Dr M Smith,gp,251886.0,669650.0,S02001966,252069.0,669351.0,confirmed,Postcode_centroid,40390.0,Dr M Roushdy-Gemie & Dr M Smith,2382.0,Dr M Roushdy-Gemie & Dr M Smith,Yokermill Medical Centre,6 Yokermill Road,Glasgow,G13 4PU,0141 959  2118,17J,N,S08000031,S37000034,S01010447,NW - Great Western,S01010447,S02001966,251886.0,669650.0,,,,,,,,,,,,,,,,,,,,
GP_40417,Whiteinch Medical Practice,gp,253748.0,667063.0,S02001961,253420.0,667210.0,confirmed,Postcode_centroid,40417.0,Whiteinch Medical Practice,2218.0,Whiteinch Medical Practice,1215 - 1232 Dumbarton Road,Glasgow,,G14 9UT,0141 739  2556,17J,N,S08000031,S37000034,S01010425,NW - Dumbarton Road Corridor,S01010425,S02001961,253748.0,667063.0,,,,,,,,,,,,,,,,,,,,
GP_40421,Drs Logan & Macdonald,gp,251888.0,671057.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,40421.0,Drs Logan & Macdonald,2502.0,Drs Logan & Macdonald,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6090,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker,S01010499,S02001976,251888.0,671057.0,,,,,,,,,,,,,,,,,,,,
GP_40436,Garscadden Burn Medical Practice,gp,251888.0,671057.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,40436.0,Garscadden Burn Medical Practice,5176.0,Garscadden Burn Medical Practice,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6100,17C,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker,S01010499,S02001976,251888.0,671057.0,,,,,,,,,,,,,,,,,,,,
GP_40455,"Drs MacNeill, Clarey & Henderson",gp,257178.0,665827.0,S02001936,256903.0,666035.0,confirmed,Postcode_centroid,40455.0,"Drs MacNeill, Clarey & Henderson",6802.0,"Drs MacNeill, Clarey & Henderson",Sandyford Surgery,1119 Argyle Street,Glasgow,G3 8ND,0141 248  3698,17J,N,S08000031,S37000034,S01010285,NW - A,S01010285,S02001936,257178.0,665827.0,,,,,,,,,,,,,,,,,,,,
GP_40460,Dr A Khan,gp,257214.0,666893.0,S02001952,256853.0,667062.0,confirmed,Postcode_centroid,40460.0,Dr A Khan,2242.0,Dr A Khan,Bank Street Surgery,26 Bank Street,Glasgow,G12 8ND,0141 339  5513,17J,N,S08000031,S37000034,S01010376,NW - Hyndland and West End,S01010376,S02001952,257214.0,666893.0,,,,,,,,,,,,,,,,,,,,
GP_40493,The Cairntoul Practice,gp,252420.9,668418.41,S02001963,252494.0,667904.0,confirmed,OSM_exact_building,40493.0,The Cairntoul Practice,2297.0,The Cairntoul Practice,9 Cairntoul Drive,Glasgow,,G14 0XT,0141 959  5519,17J,N,S08000031,S37000034,S01010435,NW - Great Western,S01010435,S02001963,252417.0,668424.0,,,,,,,,,,,,,,,,,,,,
GP_40525,Yoker Medical Centre,gp,251277.61,668686.6,S02001964,251470.0,668537.0,confirmed,OSM_exact_building,40525.0,Yoker Medical Centre,4780.0,Yoker Medical Centre,2383 Dumbarton Road,Yoker,Glasgow,G14 0NT,0141 211  6999,17J,N,S08000031,S37000034,S01010441,NW - Drumchapel and Yoker,S01010441,S02001964,251162.0,668788.0,,,,,,,,,,,,,,,,,,,,
GP_40544,Drumchapel Medical Practice,gp,251892.85,671129.63,S02001976,251922.0,671401.0,confirmed,OSM_exact_building,40544.0,Drumchapel Medical Practice,2980.0,Drumchapel Medical Practice,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6080,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker,S01010499,S02001976,251888.0,671057.0,,,,,,,,,,,,,,,,,,,,
GP_40559,Dr Shotton,gp,251888.0,671057.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,40559.0,Dr Shotton,2735.0,Dr Shotton,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211  6110,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker,S01010499,S02001976,251888.0,671057.0,,,,,,,,,,,,,,,,,,,,
GP_40563,Scotstoun Medical Practice,gp,253174.35,667482.55,S02001963,252494.0,667904.0,confirmed,OSM_exact_building,40563.0,Scotstoun Medical Practice,2100.0,Scotstoun Medical Practice,1483 Dumbarton Road,Glasgow,,G14 9XL,0141 959  0375,17J,N,S08000031,S37000034,S01010436,NW - Dumbarton Road Corridor,S01010436,S02001963,253179.0,667474.0,,,,,,,,,,,,,,,,,,,,
GP_40578,Barclay Medical Practice Victoria Park,gp,253186.0,667516.0,S02001962,253179.0,667977.0,confirmed,Postcode_centroid,40578.0,Barclay Medical Practice Victoria Park,4020.0,Barclay Medical Practice Victoria Park,1398 Dumbarton Road,Glasgow,,G14 9DR,0141 212  7082,17C,N,S08000031,S37000034,S01010429,NW - Dumbarton Road Corridor,S01010429,S02001962,253186.0,667516.0,,,,,,,,,,,,,,,,,,,,
GP_40629,Glasgow West Medical Practice,gp,253647.0,667155.0,S02001960,254391.0,667456.0,confirmed,Postcode_centroid,40629.0,Glasgow West Medical Practice,5441.0,Glasgow West Medical Practice,1264 Dumbarton Road,Glasgow,,G14 9PS,0141 959  6311,17J,N,S08000031,S37000034,S01010422,NW - Dumbarton Road Corridor,S01010422,S02001960,253647.0,667155.0,,,,,,,,,,,,,,,,,,,,
GP_40667,Challenging Behaviour Practice,gp,260375.0,665125.0,S02001931,260882.0,664926.0,confirmed,Postcode_centroid,40667.0,Challenging Behaviour Practice,58.0,Challenging Behaviour Practice,55 Hunter Street,Glasgow,,G4 0UP,0141 314  6261,2C,N,S08000031,S37000034,S01010257,Greater Glasgow & Clyde Undefined,S01010257,S02001931,260375.0,665125.0,,,,,,,,,,,,,,,,,,,,
GP_40718,Ashton Medical Practice,gp,256592.0,666936.0,S02001952,256853.0,667062.0,confirmed,Postcode_centroid,40718.0,Ashton Medical Practice,8107.0,Ashton Medical Practice,Ashton House,3 Ashton Road,Glasgow,G12 8SP,0141 339  7266,17J,N,S08000031,S37000034,S01010379,NW - Hyndland and West End,S01010379,S02001952,256592.0,666936.0,,,,,,,,,,,,,,,,,,,,
GP_40722,Dr M Duffy & Dr A Morgan,gp,251888.0,671057.0,S02001976,251922.0,671401.0,confirmed,Postcode_centroid,40722.0,Dr M Duffy & Dr A Morgan,4266.0,Dr M Duffy & Dr A Morgan,Drumchapel Health Centre,80/90 Kinfauns Drive,Glasgow,G15 7TS,0141 211 6120,17J,N,S08000031,S37000034,S01010499,NW - Drumchapel and Yoker,S01010499,S02001976,251888.0,671057.0,,,,,,,,,,,,,,,,,,,,
GP_40737,Kingsway Medical Practice,gp,252483.93,668026.23,S02001962,253179.0,667977.0,confirmed,OSM_exact_building,40737.0,Kingsway Medical Practice,6540.0,Kingsway Medical Practice,12 Kingsway Court,Glasgow,,G14 9SS,0141 959  6000,17J,N,S08000031,S37000034,S01010427,NW - Dumbarton Road Corridor,S01010427,S02001962,252649.0,668107.0,,,,,,,,,,,,,,,,,,,,
GP_43011,Gairbraid Medical Practice,gp,256708.0,668685.0,S02001949,256834.0,668381.0,confirmed,Postcode_centroid,43011.0,Gairbraid Medical Practice,5828.0,Gairbraid Medical Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 465  1919,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside,S01010360,S02001949,256708.0,668685.0,,,,,,,,,,,,,,,,,,,,
GP_43063,Dr A. Polding,gp,260658.0,667760.0,S02001922,260869.0,668021.0,confirmed,Postcode_centroid,43063.0,Dr A. Polding,2779.0,Dr A. Polding,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 483 2800,17C,N,S08000031,S37000034,S01010212,NE - Springburn,S01010212,S02001922,260658.0,667760.0,,,,,,,,,,,,,,,,,,,,
GP_43082,Dr Burton & Dr Krishnan,gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43082.0,Dr Burton & Dr Krishnan,2374.0,Dr Burton & Dr Krishnan,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5590,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43097,Atlas Medical Practice,gp,260658.0,667760.0,S02001922,260869.0,668021.0,confirmed,Postcode_centroid,43097.0,Atlas Medical Practice,2933.0,Atlas Medical Practice,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 531  9660,17J,N,S08000031,S37000034,S01010212,NE - Springburn,S01010212,S02001922,260658.0,667760.0,,,,,,,,,,,,,,,,,,,,
GP_43129,Drs Ballantyne & Blair,gp,260658.0,667760.0,S02001922,260869.0,668021.0,confirmed,Postcode_centroid,43129.0,Drs Ballantyne & Blair,3476.0,Drs Ballantyne & Blair,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 531  9670,17J,N,S08000031,S37000034,S01010212,NE - Springburn,S01010212,S02001922,260658.0,667760.0,,,,,,,,,,,,,,,,,,,,
GP_43133,The Barony Medical Centre,gp,260789.65,667074.67,S02001925,260260.0,666502.0,confirmed,OSM_exact_building,43133.0,The Barony Medical Centre,5636.0,"Drs Howat, Legge, Hunter & Newhouse",The Barony Medical Centre,30 Auchinloch Street,Glasgow,G21 4AH,0141 557  6161,17J,N,S08000031,S37000034,S01010225,NE - Springburn,S01010225,S02001925,260746.0,667035.0,,,,,,,,,,,,,,,,,,,,
GP_43167,The Firhill Practice,gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43167.0,The Firhill Practice,5532.0,The Firhill Practice,Woodside Health & Care Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5600,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43186,"Drs Leslie, Ojo & Chetty",gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43186.0,"Drs Leslie, Ojo & Chetty",6857.0,"Drs Leslie, Ojo & Chetty",Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5560,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43191,Drs Gaw & Esler,gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43191.0,Drs Gaw & Esler,3389.0,Drs Gaw & Esler,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5520,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43203,Kelvin Medical Centre,gp,257958.48,667045.19,S02001939,257819.0,667183.0,confirmed,OSM_exact_building,43203.0,Kelvin Medical Centre,4130.0,Kelvin Medical Centre,96 Napiershall Street,Glasgow,,G20 6HS,0141 211  9597,17J,N,S08000031,S37000034,S01010306,NW - Hyndland and West End,S01010306,S02001939,257963.0,667070.0,,,,,,,,,,,,,,,,,,,,
GP_43218,"Drs Adair, Denholm & Pugh",gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43218.0,"Drs Adair, Denholm & Pugh",6145.0,"Drs Adair, Denholm & Pugh",Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5580,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43237,Keppoch Medical Practice,gp,259096.0,667624.0,S02001940,258435.0,667834.0,confirmed,Postcode_centroid,43237.0,Keppoch Medical Practice,4180.0,Keppoch Medical Practice,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0840,17C,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton,S01010311,S02001940,259096.0,667624.0,,,,,,,,,,,,,,,,,,,,
GP_43256,Balmore Surgery,gp,259096.0,667624.0,S02001940,258435.0,667834.0,confirmed,Postcode_centroid,43256.0,Balmore Surgery,3478.0,Balmore Surgery,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0800,17J,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton,S01010311,S02001940,259096.0,667624.0,,,,,,,,,,,,,,,,,,,,
GP_43275,"Drs Meek ,Fox & Black",gp,262429.0,668765.0,S02001919,262136.0,669048.0,confirmed,Postcode_centroid,43275.0,"Drs Meek ,Fox & Black",3494.0,"Drs Meek ,Fox & Black",Wallacewell Medical Centre,264 Wallacewell Road,Glasgow,G21 3RW,0141 558  6178,17J,N,S08000031,S37000034,S01010196,NE - Springburn,S01010196,S02001919,262429.0,668765.0,,,,,,,,,,,,,,,,,,,,
GP_43294,Allander Surgery,gp,259232.0,668103.0,S02001942,259347.0,668617.0,confirmed,Postcode_centroid,43294.0,Allander Surgery,3514.0,Allander Surgery,191 Denmark Street,Glasgow,,G22 5SS,0141 336  8038,17J,N,S08000031,S37000034,S01010323,NW - Possilpark and Milton,S01010323,S02001942,259232.0,668103.0,,,,,,,,,,,,,,,,,,,,
GP_43307,Dr Campbell & Dr Halstvedt,gp,259713.0,669569.0,S02001944,259769.0,669516.0,confirmed,Postcode_centroid,43307.0,Dr Campbell & Dr Halstvedt,3074.0,Dr Gordon Campbell & Dr Kirsten Halstvedt,Milton Medical Centre,"109 Egilsay Street, Milton",Glasgow,G22 7JL,0141 772  1183,17J,N,S08000031,S37000034,S01010338,NW - Possilpark and Milton,S01010338,S02001944,259713.0,669569.0,,,,,,,,,,,,,,,,,,,,
GP_43311,Maryhill Red Practice,gp,256708.0,668685.0,S02001949,256834.0,668381.0,confirmed,Postcode_centroid,43311.0,Maryhill Red Practice,5558.0,Maryhill Red Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 451  2830,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside,S01010360,S02001949,256708.0,668685.0,,,,,,,,,,,,,,,,,,,,
GP_43326,Fernbank Medical Centre,gp,260362.22,668215.74,S02001923,260483.0,668477.0,confirmed,OSM_exact_building,43326.0,Fernbank Medical Centre,5126.0,Fernbank Medical Centre,194 Fernbank Street,Glasgow,,G22 6BD,0141 435  1500,17J,N,S08000031,S37000034,S01010218,NE - Springburn,S01010218,S02001923,260325.0,668227.0,,,,,,,,,,,,,,,,,,,,
GP_43453,Dr Rasul & Partners,gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43453.0,Dr Rasul & Partners,7069.0,Dr Rasul & Partners,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5545,17J,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43468,Dr Ho Chong Teck,gp,258023.0,667501.0,S02001939,257819.0,667183.0,confirmed,Postcode_centroid,43468.0,Dr Ho Chong Teck,1970.0,Dr Ho Chong Teck,Woodside Health Centre,891 Garscube Road,Glasgow,G20 7ER,0141 201  5775,17C,N,S08000031,S37000034,S01010305,NW - Maryhill and Woodside,S01010305,S02001939,258023.0,667501.0,,,,,,,,,,,,,,,,,,,,
GP_43504,Dr Harris & Partners,gp,260658.0,667760.0,S02001922,260869.0,668021.0,confirmed,Postcode_centroid,43504.0,Dr Harris & Partners,7308.0,Drs Harris & Partners,Springburn Health Centre,200 Springburn Way,Glasgow,G21 1TR,0141 648  1558,17C,N,S08000031,S37000034,S01010212,NE - Springburn,S01010212,S02001922,260658.0,667760.0,,,,,,,,,,,,,,,,,,,,
GP_43538,Drs Langridge & Black,gp,259096.0,667624.0,S02001940,258435.0,667834.0,confirmed,Postcode_centroid,43538.0,Drs Langridge & Black,2235.0,Drs Langridge & Black,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0860,17C,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton,S01010311,S02001940,259096.0,667624.0,,,,,,,,,,,,,,,,,,,,
GP_43542,Dr M Showkat,gp,259096.0,667624.0,S02001940,258435.0,667834.0,confirmed,Postcode_centroid,43542.0,Dr M Showkat,2542.0,Dr M Showkat,Possilpark Health & Care Centre,99 Saracen Street,Glasgow,G22 5AP,0141 800  0820,17J,N,S08000031,S37000034,S01010311,NW - Possilpark and Milton,S01010311,S02001940,259096.0,667624.0,,,,,,,,,,,,,,,,,,,,
GP_43576,Barclay Medical Practice,gp,256708.0,668685.0,S02001949,256834.0,668381.0,confirmed,Postcode_centroid,43576.0,Barclay Medical Practice,58556.0,Barclay Medical Practice,Maryhill Health & Care Centre,51 Gairbraid Avenue,Glasgow,G20 8FB,0141 451  2870,17J,N,S08000031,S37000034,S01010360,NW - Maryhill and Woodside,S01010360,S02001949,256708.0,668685.0,,,,,,,,,,,,,,,,,,,,
GP_46019,Townhead Medical Practice,gp,260464.23,665859.93,S02001932,259625.0,665336.0,confirmed,OSM_exact_building,46019.0,Townhead Medical Practice,15228.0,Townhead Medical Practice,Townhead Health Centre,16 Alexandra Parade,Glasgow,G31 2ES,0141 483  1740,17J,N,S08000031,S37000034,S01010262,NE - Townhead,S01010262,S02001932,260443.0,665842.0,,,,,,,,,,,,,,,,,,,,
GP_46023,Dr Ali & Dr Mackenzie,gp,260630.0,664386.0,S02001894,262364.0,663850.0,confirmed,Postcode_centroid,46023.0,Dr Ali & Dr Mackenzie,2455.0,Dr Ali & Dr Mackenzie,Bridgeton Health Centre,201 Abercromby Street,Glasgow,G40 2DA,0141 531  6620,17J,N,S08000031,S37000034,S01010055,NE - Bridgeton,S01010055,S02001894,260630.0,664386.0,,,,,,,,,,,,,,,,,,,,
GP_46057,Glenmill Medical Practice,gp,262813.0,667236.0,S02001917,263164.0,667236.0,confirmed,Postcode_centroid,46057.0,Glenmill Medical Practice,7085.0,Glenmill Medical Practice,1191 Royston Road,Glasgow,,G33 1EY,0141 770  4052,17J,N,S08000031,S37000034,S01010184,NE - Springburn,S01010184,S02001917,262813.0,667236.0,,,,,,,,,,,,,,,,,,,,
GP_46061,Parade Group Practice,gp,260443.0,665842.0,S02001932,259625.0,665336.0,confirmed,Postcode_centroid,46061.0,Parade Group Practice,18580.0,Parade Group Practice,Townhead Health Centre,16 Alexandra Parade,Glasgow,G31 2ES,0141 414  6600,17J,N,S08000031,S37000034,S01010262,NE - Townhead,S01010262,S02001932,260443.0,665842.0,,,,,,,,,,,,,,,,,,,,
GP_46081,The Cairns Practice,gp,264258.0,664251.0,S02001912,263463.0,665057.0,confirmed,Postcode_centroid,46081.0,The Cairns Practice,9697.0,The Cairns Practice,Shettleston Health Centre,420 Old Shettleston Road,Glasgow,G32 7JZ,0141 531  6220,17J,N,S08000031,S37000034,S01010147,NE - Baillieston/Shettleston,S01010147,S02001912,264258.0,664251.0,,,,,,,,,,,,,,,,,,,,
