source_node_index,target_node_index,source_iz_code,target_iz_code,multimodal_distance_km,shortest_mode,neighbour_rank,weight
67,66,S02001643,S02001642,0.5052886342984494,walking,1,0.703793796100767
67,68,S02001643,S02001644,1.1427508620952493,walking,2,0.4518409488407359
67,72,S02001643,S02001648,1.1449015499752304,walking,3,0.45116589296591797
67,63,S02001643,S02001639,1.251599885539927,walking,4,0.4189115736820159
67,70,S02001643,S02001646,1.3622765988276755,walking,5,0.3878888743958079
68,70,S02001644,S02001646,0.6123877368838101,road,1,0.6532968060995495
68,72,S02001644,S02001648,0.7024173658358973,bicycle,2,0.6136619243174541
68,69,S02001644,S02001645,0.9035057357106798,road,3,0.5336019942443575
68,63,S02001644,S02001639,0.9365576404515982,bicycle,4,0.5214810789861661
68,71,S02001644,S02001647,1.0888111694122342,road,5,0.4691058258086019
69,70,S02001645,S02001646,0.9008254252790204,road,1,0.5345971901635966
69,68,S02001645,S02001644,0.9035057357106799,road,2,0.5336019942443574
69,71,S02001645,S02001647,0.9819137927736196,road,3,0.5052947913620833
69,49,S02001645,S02001625,0.9852076057307217,walking,4,0.5041390837006732
69,48,S02001645,S02001624,1.1943437157987933,walking,5,0.43592210806862136
70,72,S02001646,S02001648,0.6040128638194601,walking,1,0.6571114587933196
70,68,S02001646,S02001644,0.61238773688381,road,2,0.6532968060995495
70,78,S02001646,S02001654,0.878417223085481,walking,3,0.5429902851991748
70,69,S02001646,S02001645,0.9008254252790204,bicycle,4,0.5345971901635966
70,71,S02001646,S02001647,1.086130858980575,road,5,0.46998073296519366
71,78,S02001647,S02001654,0.9299549178680269,road,1,0.523880243832109
71,69,S02001647,S02001645,0.9819137927736197,road,2,0.5052947913620833
71,70,S02001647,S02001646,1.0861308589805752,road,3,0.46998073296519355
71,68,S02001647,S02001644,1.0888111694122344,road,4,0.46910582580860183
71,49,S02001647,S02001625,1.1734796251951793,road,5,0.4422909889955996
72,70,S02001648,S02001646,0.6040128638194601,bicycle,1,0.6571114587933196
72,68,S02001648,S02001644,0.7024173658358975,bicycle,2,0.613661924317454
72,78,S02001648,S02001654,0.7970519486505341,walking,3,0.5745892710150254
72,67,S02001648,S02001643,1.14490154997523,bicycle,4,0.45116589296591814
72,73,S02001648,S02001649,1.30450338736439,bicycle,5,0.4037847959386147
73,74,S02001649,S02001650,0.8683357885093906,walking,1,0.546809187301122
