IntZone,node_index,income_rate,employment_rate,university_rate,overcrowded_rate,crime_rate,pt_gp_min,static_scaling_mode
S02001634,58,0.0501360279828993,0.0395095367847411,0.1125952771084337,0.0796735328410415,0.0287418182926445,4.653046353184221,none
S02001635,59,0.1452590959206174,0.0941850941850941,0.058900499724366,0.158489525909592,0.044956217445677,5.300719942593991,none
S02001636,60,0.0304532577903682,0.0267965895249695,0.1162150825070821,0.0570113314447592,0.0222411972959389,4.749886435943696,none
S02001637,61,0.1910846110164679,0.1450604418507711,0.0655530238500851,0.1612720045428733,0.0342285715524723,7.621622174260932,none
S02001638,62,0.242472266244057,0.2000661375661375,0.0480327443966493,0.2085125650894272,0.0506869360943594,6.927308003371293,none
S02001639,63,0.0664365832614322,0.0542710340398201,0.1605939452113891,0.10893011216566,0.0185740522938197,5.70260746770837,none
S02001640,64,0.0906640529282038,0.0630225080385852,0.0914625773094829,0.1720166625827003,0.026809476036404,7.669554858892183,none
S02001641,65,0.1633759194734804,0.1353187042842215,0.1075202934572202,0.2065427797135114,0.0439263160512154,4.683881621279907,none
S02001642,66,0.1021026709604091,0.0820571428571428,0.0701096726652775,0.2064784997158552,0.0297448101741483,6.806454968181472,none
S02001643,67,0.15656846396146,0.11794500723589,0.0673041328515842,0.2364276449879562,0.0713283773010634,3.986403094164536,none
S02001644,68,0.1147419235053843,0.0784684471756086,0.0851911869662086,0.266431489045674,0.0404392671268471,4.636283411812292,none
S02001645,69,0.0813857574924388,0.0632372214941022,0.0614674344239758,0.3557877371459994,0.0289681795570085,7.239587239186417,none
S02001646,70,0.1097142857142857,0.0802213001383125,0.0412531825714285,0.2937142857142857,0.0277865324963974,7.056895254577143,none
S02001647,71,0.0521754829391586,0.0390275111964171,0.0676053430222061,0.1733164831196967,0.0345669932267536,5.016037602611482,none
S02001648,72,0.1032624113475177,0.0933476394849785,0.0743256425531915,0.226950354609929,0.031038148001295,7.404451186790355,none
S02001649,73,0.0966119640021175,0.0838160136286201,0.1115145293806246,0.1757543673901535,0.0337862317774816,5.572129289912652,none
S02001650,74,0.0334640522875817,0.0246406570841889,0.1973908060130719,0.0700653594771241,0.0270146843714974,4.689403125160784,none
S02001651,75,0.0360075805432722,0.0410396716826265,0.2453106430827542,0.0749631501368709,0.0226117857184044,7.202084694874079,none
S02001652,76,0.0296010296010296,0.0244813278008298,0.2526810453024453,0.0471042471042471,0.0174708866109105,8.08358507611995,none
S02001653,77,0.0601288475304223,0.0568047337278106,0.0649972049630159,0.1877833452636602,0.0212714050169271,7.765198828809593,none
S02001654,78,0.0324142285834561,0.0251704247509176,0.0898282839402231,0.1439696905914544,0.0200435197662657,7.458731508437381,none
S02001655,79,0.0355492356914326,0.0334637114298131,0.0625015517241379,0.1357980803412726,0.0475373934016753,6.457169084446853,none
S02001656,80,0.0426323319027181,0.0351373182552504,0.1269176909871244,0.1473533619456366,0.0223189988906148,4.925964857040056,none
S02001657,81,0.0204841713221601,0.0162916989914662,0.1114342796399751,0.132836747361887,0.0144631690070866,5.379714676668218,none
S02001658,82,0.0417243767313019,0.0269642026964202,0.1832478613227146,0.1159972299168975,0.0150835105779223,5.883411095920359,none
S02001659,83,0.0145391818629866,0.0096319229446164,0.1486028462296698,0.0453425332676195,0.0114835708577706,9.30924172945589,none
S02001660,84,0.0309098824553765,0.0234723569350145,0.1310353455231461,0.0914235959947758,0.0493955917981234,5.967911530376869,none
S02001661,85,0.0539419087136929,0.0428370786516853,0.1303802918395574,0.0693868142000922,0.0296582375102021,5.327301524223144,none
S02001662,86,0.0114787305874409,0.0156006240249609,0.3250989347287868,0.0195813639432815,0.0189248717322273,7.64969916155233,none
S02001663,87,0.0187873612297181,0.0186518324607329,0.2542618896242528,0.0535866780529462,0.0246558018121588,10.7005642904921,none
S02001664,88,0.0206850901869932,0.0175387313650979,0.264580153897071,0.0324342214132053,0.0182706390376576,5.927178752836008,none
S02001665,89,0.1667010096847311,0.11658615136876,0.0449131586647434,0.1522769420976715,0.0457156594685603,7.94007565950917,none
S02001666,90,0.205836876691148,0.1420438371762026,0.0605977127947429,0.2129880170081175,0.0683329496930756,6.417154141695208,none
S02001667,91,0.0694068866053722,0.05,0.1219112359834144,0.1092482422931314,0.0204546014711176,9.015184103796466,none
S02001668,92,0.2696481420585334,0.1922685656154628,0.0585123867148964,0.1742847747451496,0.0729556380798826,7.067567654640907,none
S02001669,93,0.1838124054462935,0.1136531365313653,0.0510996366616238,0.1696923852748361,0.0296303270337907,5.666526029755169,none
S02001670,94,0.1553030303030303,0.105280861083081,0.0605611874999999,0.1555397727272727,0.0592385213046864,7.765612647762073,none
S02001671,95,0.2512598992080633,0.1721836625734116,0.0295411373290136,0.1958243340532757,0.062723079264276,8.153224148607451,none
S02001672,96,0.0269205515430072,0.0211424332344213,0.213095258481068,0.0477128474502079,0.0356973422834134,9.15812271117553,none
S02001673,97,0.0202898550724637,0.020291693088142,0.2197173804347826,0.0282608695652173,0.008809136208097,5.5013829412239135,none
S02001674,98,0.0178217821782178,0.0216490096729617,0.2964227148514851,0.0319306930693069,0.0105317148230466,11.323644668542329,none
S02001675,99,0.1317278163892031,0.0984095427435387,0.0732919508647163,0.1149183772426054,0.0306191165597424,7.699686283888152,none
S02001676,100,0.0978336827393431,0.0774946921443736,0.1207634579548101,0.1083158630328441,0.0193501407971942,9.453417134558585,none
S02001677,101,0.0226494099733536,0.0205332516089488,0.1630909208222306,0.0477731252379139,0.0229449998111548,10.58393430201808,none
S02001678,102,0.0308981408745744,0.0334491746307558,0.1513227420790783,0.0324692327834511,0.0206907441179969,12.258691957916993,none
S02001679,103,0.0339406931046802,0.0328888888888888,0.20297996070025,0.0575205430510896,0.0199063188696725,7.82324449553537,none
S02001680,104,0.0648148148148148,0.0372899159663865,0.1238762293447293,0.1136039886039886,0.0227287007933272,10.833691333568376,none
S02001681,105,0.0619489034591905,0.0465669612508497,0.0982527662220212,0.0969929911824553,0.0233592848874173,9.50918800135813,none
S02001682,106,0.0568274734260016,0.0387996362534101,0.1116488462796402,0.1177432542927228,0.0271252220586775,13.189983280107317,none
S02001683,107,0.0595476667620956,0.0508093525179856,0.0983634841110793,0.0738620097337532,0.043503463953528,9.087833184896937,none
S02001684,108,0.0741131478306738,0.0469968387776607,0.1193963677963866,0.0453646314123697,0.0196384607144771,13.272733698542794,none
S02001685,109,0.0602159468438538,0.046738399462004,0.1417461976744186,0.0643687707641196,0.0197702889837204,6.566179532739826,none
S02001686,110,0.0404551201011378,0.0380622837370242,0.0984657428571428,0.0586599241466498,0.0120387815941249,8.713526710483185,none
